FID,Join_Count,TARGET_FID,JOIN_FID,LSOA21CD,LSOA21NM,score_perc,accessibility,WDI,HSA
10916,1,116,23333,E01003994,Southwark 012E,0.52,0.371583837,1.199963093,0.445886891
10917,1,116,23335,E01003994,Southwark 012E,0.49,0.378613118,1.319959491,0.499753978
10918,1,116,23477,E01003994,Southwark 012E,0.48,0.369669766,1.314152291,0.485802369
10919,1,116,23478,E01003994,Southwark 012E,0.49,0.334317864,1.29051437,0.431442008
10920,1,116,23479,E01003994,Southwark 012E,0.47,0.388947238,1.271170763,0.494418358
10921,1,116,23480,E01003994,Southwark 012E,0.49,0.351686325,1.325736294,0.466243326
10922,1,116,23481,E01003994,Southwark 012E,0.51,0.342702026,1.298686281,0.44506242
10923,1,116,23482,E01003994,Southwark 012E,0.46,0.400215489,1.394097861,0.557939558
10924,1,116,23486,E01003994,Southwark 012E,0.3,0.356432883,1.285983932,0.458366961
10925,1,116,23487,E01003994,Southwark 012E,0.49,0.506011793,1.300801635,0.658220968
10926,1,116,23488,E01003994,Southwark 012E,0.42,0.365674487,1.270547673,0.464606868
10927,1,116,23489,E01003994,Southwark 012E,0.38,0.397496309,1.262648356,0.501898061
10928,1,116,23490,E01003994,Southwark 012E,0.51,0.490648018,1.274884494,0.625519551
10929,1,116,23491,E01003994,Southwark 012E,0.52,0.395116789,1.258855124,0.497394794
10930,1,116,23492,E01003994,Southwark 012E,0.49,0.4276282,1.267117941,0.541855364
10931,1,116,23493,E01003994,Southwark 012E,0.48,0.385753653,1.262648356,0.487071216
10932,1,116,23494,E01003994,Southwark 012E,0.51,0.367828904,1.293283425,0.475707025
10933,1,116,23495,E01003994,Southwark 012E,0.61,0.426882055,1.37715793,0.587884007
10934,1,116,23496,E01003994,Southwark 012E,0.52,0.412725644,1.386053053,0.57203689
10935,1,116,23497,E01003994,Southwark 012E,0.57,0.422432368,1.389811493,0.587101361
10936,1,116,23498,E01003994,Southwark 012E,0.43,0.492753356,1.183936559,0.583388712
10937,1,116,23499,E01003994,Southwark 012E,0.62,0.349163944,1.202636893,0.419917441
10938,1,116,23500,E01003994,Southwark 012E,0.63,0.399132264,1.142803018,0.456129555
10939,1,116,23501,E01003994,Southwark 012E,0.63,0.366265159,1.265114903,0.46437645
10940,1,116,23502,E01003994,Southwark 012E,0.61,0.379572373,1.331236065,0.505300432
10941,1,116,23505,E01003994,Southwark 012E,0.41,0.492688168,1.25687562,0.61919265
10942,1,116,23506,E01003994,Southwark 012E,0.45,0.559323793,1.193985262,0.667824366
10943,1,116,23507,E01003994,Southwark 012E,0.44,0.582922083,1.200668335,0.699865411
10944,1,116,23508,E01003994,Southwark 012E,0.46,0.538887328,1.256749364,0.677087261
10945,1,116,23615,E01003994,Southwark 012E,0.53,0.580487987,1.32948347,0.771088659
10946,1,116,23616,E01003994,Southwark 012E,0.54,0.552218552,1.288210954,0.711373988
10947,1,116,23617,E01003994,Southwark 012E,0.52,0.352845874,1.38143117,0.487432289
10948,1,116,23618,E01003994,Southwark 012E,0.54,0.438537425,1.373823789,0.603234423
10949,1,116,23619,E01003994,Southwark 012E,0.47,0.349120383,1.372286633,0.479112266
10950,1,116,23620,E01003994,Southwark 012E,0.42,0.396017325,1.303586211,0.516304751
10951,1,116,23621,E01003994,Southwark 012E,0.58,0.361606473,1.347015996,0.486817856
10952,1,116,23622,E01003994,Southwark 012E,0.53,0.588447935,1.304290919,0.767577283
10953,1,116,23623,E01003994,Southwark 012E,0.42,0.564842991,1.265077905,0.714570387
10954,1,116,23624,E01003994,Southwark 012E,0.52,0.604847994,1.295073339,0.783940812
10955,1,116,23625,E01003994,Southwark 012E,0.52,0.597316936,1.271196066,0.759301045
10956,1,116,23626,E01003994,Southwark 012E,0.42,0.580844545,1.277121123,0.741348851
10957,1,116,23627,E01003994,Southwark 012E,0.42,0.515582332,1.294416844,0.667378455
10958,1,116,23628,E01003994,Southwark 012E,0.51,0.3982574,1.300651255,0.518191242
10959,1,116,23629,E01003994,Southwark 012E,0.45,0.51608322,1.1983908,0.6183225
10960,1,116,23630,E01003994,Southwark 012E,0.36,0.485841925,1.201714915,0.583843488
10961,1,116,23631,E01003994,Southwark 012E,0.39,0.509798666,1.184398708,0.603521506
10962,1,116,23632,E01003994,Southwark 012E,0.52,0.517563798,1.211847114,0.627208194
10963,1,116,23636,E01003994,Southwark 012E,0.6,0.577967469,1.299059606,0.750814192
10964,1,116,23637,E01003994,Southwark 012E,0.6,0.539299919,1.255780342,0.677336022
10965,1,116,23638,E01003994,Southwark 012E,0.46,0.572453937,1.198887092,0.686662113
10966,1,116,23639,E01003994,Southwark 012E,0.46,0.531545947,1.237767864,0.658740835
10967,1,116,23640,E01003994,Southwark 012E,0.44,0.53692762,1.273806435,0.68387139
10968,1,116,23641,E01003994,Southwark 012E,0.61,0.517694527,1.258206465,0.651550401
10969,1,116,23644,E01003994,Southwark 012E,0.48,0.432586452,1.228032511,0.531230227
10970,1,116,23654,E01003994,Southwark 012E,0.57,0.395338307,1.259784238,0.498040967
10971,1,116,23656,E01003994,Southwark 012E,0.54,0.35383768,1.291424068,0.456954496
10972,1,116,23739,E01003994,Southwark 012E,0.55,0.584576241,1.297631836,0.758564742
10973,1,116,23742,E01003994,Southwark 012E,0.58,0.600452235,1.302307855,0.781980567
10974,1,116,23747,E01003994,Southwark 012E,0.49,0.384456626,1.283459438,0.493434485
10975,1,116,23750,E01003994,Southwark 012E,0.55,0.477823663,1.195768042,0.571366266
10976,1,116,23751,E01003994,Southwark 012E,0.52,0.452338568,1.265793743,0.572567329
10977,1,116,24196,E01003994,Southwark 012E,0.52,0.486404766,1.200573689,0.583945526
10978,1,116,25278,E01003994,Southwark 012E,0.63,0.421698474,1.380147219,0.582005977
10979,1,116,25293,E01003994,Southwark 012E,0.51,0.34275396,1.370788496,0.469843186
10980,1,116,25294,E01003994,Southwark 012E,0.55,0.590316879,1.274859547,0.752519013
10981,1,116,25298,E01003994,Southwark 012E,0.59,0.442377474,1.263887523,0.55911537
10982,1,116,25414,E01003994,Southwark 012E,0.56,0.462277609,1.403588437,0.648847507
10983,1,116,25434,E01003994,Southwark 012E,0.5,0.349327233,1.28148592,0.44765793
10984,1,116,25435,E01003994,Southwark 012E,0.47,0.357884529,1.255445612,0.449304561
10985,1,116,25436,E01003994,Southwark 012E,0.39,0.50370811,1.208356627,0.610068901
10986,1,116,25441,E01003994,Southwark 012E,0.58,0.553642815,1.306287885,0.723208959
10987,1,116,25442,E01003994,Southwark 012E,0.55,0.564817233,1.27428608,0.71976155
10988,1,117,17752,E01003995,Southwark 014B,0.51,0.859088428,1.540000784,1.323003763
10989,1,117,17754,E01003995,Southwark 014B,0.51,0.834589959,1.557259514,1.299713055
10990,1,117,17755,E01003995,Southwark 014B,0.53,0.835338297,1.568329809,1.310085092
10991,1,117,17757,E01003995,Southwark 014B,0.53,0.836003188,1.516489523,1.267790075
10992,1,117,18064,E01003995,Southwark 014B,0.51,0.624781338,1.454283981,0.908609492
10993,1,117,18066,E01003995,Southwark 014B,0.47,0.542370702,1.542786485,0.836769038
10994,1,117,18067,E01003995,Southwark 014B,0.51,0.516635203,1.553369306,0.802525267
10995,1,117,18069,E01003995,Southwark 014B,0.47,0.665690544,1.536797309,1.023031436
10996,1,117,18073,E01003995,Southwark 014B,0.45,0.831381298,1.554615951,1.292491073
10997,1,117,18080,E01003995,Southwark 014B,0.54,0.453154141,1.44475023,0.654875024
10998,1,117,18082,E01003995,Southwark 014B,0.52,0.484616937,1.491377138,0.72274662
10999,1,117,18292,E01003995,Southwark 014B,0.52,0.460213229,1.399399774,0.644022288
11000,1,117,18293,E01003995,Southwark 014B,0.48,0.447535922,1.399187138,0.626158994
11001,1,117,18294,E01003995,Southwark 014B,0.58,0.439054192,1.403953801,0.616411802
11002,1,117,18295,E01003995,Southwark 014B,0.53,0.457922216,1.396910124,0.639672588
11003,1,117,18296,E01003995,Southwark 014B,0.56,0.450090615,1.444375307,0.650099771
11004,1,117,23147,E01003995,Southwark 014B,0.55,0.557972862,1.492338656,0.832684471
11005,1,117,23149,E01003995,Southwark 014B,0.65,0.478316838,1.445898271,0.691597489
11006,1,117,23150,E01003995,Southwark 014B,0.61,0.607807474,1.4792815,0.899118352
11007,1,117,23151,E01003995,Southwark 014B,0.62,0.562781817,1.491301808,0.839277541
11008,1,117,23290,E01003995,Southwark 014B,0.64,0.498954559,1.341105566,0.669150736
11009,1,117,23301,E01003995,Southwark 014B,0.43,0.471242835,1.428441552,0.673142847
11010,1,117,23302,E01003995,Southwark 014B,0.44,0.530186448,1.37389653,0.728421321
11011,1,117,23303,E01003995,Southwark 014B,0.48,0.453370147,1.40885085,0.638730917
11012,1,117,23304,E01003995,Southwark 014B,0.48,0.465712077,1.345655668,0.626688096
11013,1,117,23305,E01003995,Southwark 014B,0.5,0.459318483,1.416631459,0.650685013
11014,1,117,23306,E01003995,Southwark 014B,0.48,0.509840126,1.350836657,0.688710731
11015,1,117,23307,E01003995,Southwark 014B,0.49,0.556371146,1.388090451,0.772289807
11016,1,117,23308,E01003995,Southwark 014B,0.49,0.546916389,1.390696359,0.760594631
11017,1,117,23309,E01003995,Southwark 014B,0.45,0.468278059,1.350836657,0.632567168
11018,1,117,23310,E01003995,Southwark 014B,0.45,0.471966801,1.404280343,0.663336059
11019,1,117,23311,E01003995,Southwark 014B,0.65,0.456400419,1.415151485,0.64587573
11020,1,117,23312,E01003995,Southwark 014B,0.45,0.547486022,1.475407394,0.807820445
11021,1,117,23313,E01003995,Southwark 014B,0.65,0.576760588,1.460388494,0.842294526
11022,1,117,23314,E01003995,Southwark 014B,0.62,0.473571169,1.452138683,0.687691013
11023,1,117,23315,E01003995,Southwark 014B,0.53,0.602586189,1.486469004,0.895725692
11024,1,117,23316,E01003995,Southwark 014B,0.6,0.546959283,1.483706861,0.81152724
11025,1,117,23317,E01003995,Southwark 014B,0.62,0.569542312,1.461549989,0.83241456
11026,1,117,23318,E01003995,Southwark 014B,0.56,0.486628305,1.417762878,0.690488558
11027,1,117,23319,E01003995,Southwark 014B,0.57,0.697321055,1.423449275,0.992601151
11028,1,117,23320,E01003995,Southwark 014B,0.5,0.754250664,1.441805382,1.087482666
11029,1,117,23321,E01003995,Southwark 014B,0.54,0.801479132,1.465586301,1.174636836
11030,1,117,23322,E01003995,Southwark 014B,0.48,0.573124957,1.406398319,0.806041976
11031,1,117,23323,E01003995,Southwark 014B,0.52,0.665327258,1.42956214,0.951126659
11032,1,117,23324,E01003995,Southwark 014B,0.53,0.693088589,1.499030465,1.039546324
11033,1,117,23325,E01003995,Southwark 014B,0.53,0.622762781,1.482616185,0.923318179
11034,1,117,23327,E01003995,Southwark 014B,0.54,0.446534675,1.393218685,0.622120453
11035,1,117,23475,E01003995,Southwark 014B,0.47,0.429727,1.433519665,0.616022105
11036,1,117,23476,E01003995,Southwark 014B,0.49,0.445376608,1.438184201,0.6405336
11037,1,117,23481,E01003995,Southwark 014B,0.51,0.342702026,1.298686281,0.44506242
11038,1,117,23484,E01003995,Southwark 014B,0.52,0.445530357,1.39385103,0.621002948
11039,1,117,23485,E01003995,Southwark 014B,0.56,0.4672798,1.377102293,0.643458327
11040,1,117,23496,E01003995,Southwark 014B,0.52,0.412725644,1.386053053,0.57203689
11041,1,117,24193,E01003995,Southwark 014B,0.51,0.625614824,1.482815034,0.927669859
11042,1,117,24194,E01003995,Southwark 014B,0.54,0.444078327,1.374032111,0.610177882
11043,1,117,25257,E01003995,Southwark 014B,0.64,0.52315438,1.421935691,0.744014938
11044,1,117,25258,E01003995,Southwark 014B,0.57,0.666160538,1.434244303,0.955436957
11045,1,117,25277,E01003995,Southwark 014B,0.5,0.449150422,1.434622267,0.644361197
11046,1,117,25384,E01003995,Southwark 014B,0.55,0.608607541,1.491387294,0.907669553
11047,1,117,25409,E01003995,Southwark 014B,0.48,0.440027859,1.360316981,0.598577369
11048,1,117,25410,E01003995,Southwark 014B,0.65,0.554710144,1.398804636,0.775931121
11049,1,117,25411,E01003995,Southwark 014B,0.51,0.688758398,1.536555817,1.058315722
11050,1,117,25413,E01003995,Southwark 014B,0.5,0.466545375,1.381499189,0.644532058
11051,1,117,25414,E01003995,Southwark 014B,0.56,0.462277609,1.403588437,0.648847507
11052,1,117,25528,E01003995,Southwark 014B,0.44,0.474123207,1.407621038,0.6673858
11053,1,117,25529,E01003995,Southwark 014B,0.49,0.464426161,1.403953801,0.652032874
11054,1,118,23505,E01003997,Southwark 017E,0.41,0.492688168,1.25687562,0.61919265
11055,1,118,23630,E01003997,Southwark 017E,0.36,0.485841925,1.201714915,0.583843488
11056,1,118,23631,E01003997,Southwark 017E,0.39,0.509798666,1.184398708,0.603521506
11057,1,118,23632,E01003997,Southwark 017E,0.52,0.517563798,1.211847114,0.627208194
11058,1,118,23633,E01003997,Southwark 017E,0.37,0.457723598,1.251295043,0.572658918
11059,1,118,23634,E01003997,Southwark 017E,0.43,0.472220056,1.187171272,0.560606084
11060,1,118,23635,E01003997,Southwark 017E,0.54,0.448573442,1.191569083,0.534094817
11061,1,118,23637,E01003997,Southwark 017E,0.6,0.539299919,1.255780342,0.677336022
11062,1,118,23640,E01003997,Southwark 017E,0.44,0.53692762,1.273806435,0.68387139
11063,1,118,23642,E01003997,Southwark 017E,0.55,0.363795738,1.267814569,0.461225537
11064,1,118,23643,E01003997,Southwark 017E,0.49,0.374180902,1.272385348,0.476102297
11065,1,118,23644,E01003997,Southwark 017E,0.48,0.432586452,1.228032511,0.531230227
11066,1,118,23652,E01003997,Southwark 017E,0.52,0.345684178,1.264672924,0.436130043
11067,1,118,23656,E01003997,Southwark 017E,0.54,0.35383768,1.291424068,0.456954496
11068,1,118,23740,E01003997,Southwark 017E,0.48,0.397764475,1.349892231,0.536939175
11069,1,118,23741,E01003997,Southwark 017E,0.58,0.601156151,1.29255965,0.777030184
11070,1,118,23743,E01003997,Southwark 017E,0.53,0.414077878,1.287647665,0.533186412
11071,1,118,23744,E01003997,Southwark 017E,0.52,0.401268276,1.283611329,0.515072505
11072,1,118,23745,E01003997,Southwark 017E,0.52,0.338497513,1.362211065,0.461105057
11073,1,118,23746,E01003997,Southwark 017E,0.52,0.443004536,1.360193808,0.602610393
11074,1,118,23747,E01003997,Southwark 017E,0.49,0.384456626,1.283459438,0.493434485
11075,1,118,23748,E01003997,Southwark 017E,0.57,0.381299523,1.286816266,0.490662428
11076,1,118,23749,E01003997,Southwark 017E,0.57,0.436633905,1.214521141,0.530301108
11077,1,118,23750,E01003997,Southwark 017E,0.55,0.477823663,1.195768042,0.571366266
11078,1,118,23751,E01003997,Southwark 017E,0.52,0.452338568,1.265793743,0.572567329
11079,1,118,23752,E01003997,Southwark 017E,0.35,0.318171461,1.350833937,0.429796807
11080,1,118,23753,E01003997,Southwark 017E,0.56,0.353782381,1.271061507,0.449679167
11081,1,118,23754,E01003997,Southwark 017E,0.47,0.335340615,1.282357172,0.430026443
11082,1,118,23755,E01003997,Southwark 017E,0.53,0.248107774,1.257842456,0.312080492
11083,1,118,23758,E01003997,Southwark 017E,0.55,0.254889121,1.345300558,0.342902476
11084,1,118,25316,E01003997,Southwark 017E,0.51,0.348705628,1.291880902,0.450486142
11085,1,118,25460,E01003997,Southwark 017E,0.52,0.366415432,1.283004079,0.470112494
11086,1,119,23287,E01003998,Southwark 014D,0.61,0.3573956,1.419038201,0.507158009
11087,1,119,23290,E01003998,Southwark 014D,0.64,0.498954559,1.341105566,0.669150736
11088,1,119,23303,E01003998,Southwark 014D,0.48,0.453370147,1.40885085,0.638730917
11089,1,119,23463,E01003998,Southwark 014D,0.58,0.23963781,1.293041253,0.309861574
11090,1,119,23464,E01003998,Southwark 014D,0.38,0.239284151,1.293700097,0.30956193
11091,1,119,23465,E01003998,Southwark 014D,0.64,0.288119366,1.307387467,0.376683649
11092,1,119,23466,E01003998,Southwark 014D,0.4,0.31855884,1.387304123,0.441937992
11093,1,119,23467,E01003998,Southwark 014D,0.4,0.362995772,1.377805222,0.50013747
11094,1,119,23468,E01003998,Southwark 014D,0.48,0.348042087,1.391439667,0.484279566
11095,1,119,23469,E01003998,Southwark 014D,0.37,0.289855313,1.316546166,0.381607901
11096,1,119,23470,E01003998,Southwark 014D,0.56,0.270505288,1.328684881,0.359416286
11097,1,119,23471,E01003998,Southwark 014D,0.51,0.303288085,1.278512641,0.387757651
11098,1,119,23472,E01003998,Southwark 014D,0.41,0.33945428,1.287540187,0.437061028
11099,1,119,23473,E01003998,Southwark 014D,0.49,0.351066734,1.267481302,0.444970521
11100,1,119,23474,E01003998,Southwark 014D,0.37,0.294317242,1.321069786,0.388813616
11101,1,119,23475,E01003998,Southwark 014D,0.47,0.429727,1.433519665,0.616022105
11102,1,119,23476,E01003998,Southwark 014D,0.49,0.445376608,1.438184201,0.6405336
11103,1,119,23483,E01003998,Southwark 014D,0.43,0.341124868,1.335402931,0.455539149
11104,1,119,23484,E01003998,Southwark 014D,0.52,0.445530357,1.39385103,0.621002948
11105,1,119,23485,E01003998,Southwark 014D,0.56,0.4672798,1.377102293,0.643458327
11106,1,119,23596,E01003998,Southwark 014D,0.56,0.343219007,1.516144827,0.520369722
11107,1,119,23597,E01003998,Southwark 014D,0.6,0.377140505,1.352847668,0.510213652
11108,1,119,23600,E01003998,Southwark 014D,0.37,0.408011721,1.29230687,0.527245164
11109,1,119,23601,E01003998,Southwark 014D,0.49,0.285785218,1.375825929,0.393190713
11110,1,119,23602,E01003998,Southwark 014D,0.57,0.290231221,1.38820542,0.402903398
11111,1,119,23603,E01003998,Southwark 014D,0.53,0.297879079,1.380074644,0.411191585
11112,1,119,23604,E01003998,Southwark 014D,0.54,0.31438408,1.403222975,0.441150964
11113,1,119,23609,E01003998,Southwark 014D,0.57,0.305375942,1.405690462,0.429275706
11114,1,119,23610,E01003998,Southwark 014D,0.52,0.264813015,1.404531966,0.371938345
11115,1,119,23611,E01003998,Southwark 014D,0.49,0.321608958,1.389321685,0.4468183
11116,1,119,23612,E01003998,Southwark 014D,0.43,0.264731904,1.356643116,0.359120025
11117,1,119,23613,E01003998,Southwark 014D,0.51,0.269672615,1.33164542,0.359108302
11118,1,119,23723,E01003998,Southwark 014D,0.51,0.325275547,1.478754394,0.480967772
11119,1,119,23724,E01003998,Southwark 014D,0.53,0.331276702,1.47834925,0.489742664
11120,1,119,23725,E01003998,Southwark 014D,0.51,0.33424564,1.443528979,0.482493268
11121,1,119,23726,E01003998,Southwark 014D,0.54,0.327111316,1.504456613,0.492134492
11122,1,119,23728,E01003998,Southwark 014D,0.48,0.30607271,1.439108134,0.441286032
11123,1,119,23729,E01003998,Southwark 014D,0.55,0.363140699,1.385584705,0.503162198
11124,1,119,25308,E01003998,Southwark 014D,0.56,0.363641965,1.366988368,0.497094337
11125,1,120,23603,E01003999,Southwark 014E,0.53,0.297879079,1.380074644,0.411191585
11126,1,120,23605,E01003999,Southwark 014E,0.54,0.296444876,1.354358266,0.401396825
11127,1,120,23606,E01003999,Southwark 014E,0.57,0.311181183,1.405709458,0.437430332
11128,1,120,23607,E01003999,Southwark 014E,0.56,0.318085807,1.40569168,0.447130573
11129,1,120,23608,E01003999,Southwark 014E,0.56,0.331177596,1.339572914,0.443636537
11130,1,120,23609,E01003999,Southwark 014E,0.57,0.305375942,1.405690462,0.429275706
11131,1,120,23611,E01003999,Southwark 014E,0.49,0.321608958,1.389321685,0.4468183
11132,1,120,23614,E01003999,Southwark 014E,0.53,0.387436798,1.405617032,0.544587762
11133,1,120,23615,E01003999,Southwark 014E,0.53,0.580487987,1.32948347,0.771088659
11134,1,120,23617,E01003999,Southwark 014E,0.52,0.352845874,1.38143117,0.487432289
11135,1,120,23621,E01003999,Southwark 014E,0.58,0.361606473,1.347015996,0.486817856
11136,1,120,23727,E01003999,Southwark 014E,0.44,0.34962591,1.364302877,0.476995635
11137,1,120,23730,E01003999,Southwark 014E,0.45,0.214253222,1.348342099,0.288886639
11138,1,120,23731,E01003999,Southwark 014E,0.5,0.318396021,1.323095627,0.421268382
11139,1,120,23732,E01003999,Southwark 014E,0.56,0.339678357,1.319248241,0.448120075
11140,1,120,23733,E01003999,Southwark 014E,0.62,0.259488223,1.405819564,0.364793621
11141,1,120,23734,E01003999,Southwark 014E,0.6,0.307988088,1.396129724,0.429991325
11142,1,120,23735,E01003999,Southwark 014E,0.49,0.501567182,1.369245875,0.686768796
11143,1,120,23736,E01003999,Southwark 014E,0.53,0.588772758,1.331565052,0.784101152
11144,1,120,23737,E01003999,Southwark 014E,0.53,0.401816102,1.353655382,0.543920529
11145,1,120,23738,E01003999,Southwark 014E,0.48,0.355533693,1.316319906,0.467996078
11146,1,120,23739,E01003999,Southwark 014E,0.55,0.584576241,1.297631836,0.758564742
11147,1,120,23742,E01003999,Southwark 014E,0.58,0.600452235,1.302307855,0.781980567
11148,1,120,25308,E01003999,Southwark 014E,0.56,0.363641965,1.366988368,0.497094337
11149,1,120,25309,E01003999,Southwark 014E,0.44,0.261150753,1.352618417,0.353237318
11150,1,120,25310,E01003999,Southwark 014E,0.43,0.268032215,1.373752128,0.368209826
11151,1,120,25311,E01003999,Southwark 014E,0.5,0.293506879,1.36089968,0.399433418
11152,1,120,25312,E01003999,Southwark 014E,0.63,0.25473469,1.387598444,0.353469459
11153,1,120,25313,E01003999,Southwark 014E,0.46,0.310341169,1.387624945,0.430637147
11154,1,120,25314,E01003999,Southwark 014E,0.48,0.36800076,1.39046183,0.511691011
11155,1,120,25315,E01003999,Southwark 014E,0.53,0.582515566,1.306801387,0.761232149
11156,1,120,25438,E01003999,Southwark 014E,0.58,0.316897496,1.405709458,0.445465807
11157,1,120,25439,E01003999,Southwark 014E,0.59,0.324284415,1.336654056,0.433456078
11158,1,120,25440,E01003999,Southwark 014E,0.53,0.394493779,1.375061064,0.542708937
11159,1,120,25454,E01003999,Southwark 014E,0.59,0.247724804,1.359461954,0.336772446
11160,1,120,25455,E01003999,Southwark 014E,0.43,0.23370267,1.286623781,0.300687412
11161,1,120,25456,E01003999,Southwark 014E,0.59,0.260201966,1.395365901,0.363076951
11162,1,120,25457,E01003999,Southwark 014E,0.52,0.334273735,1.327380646,0.443708487
11163,1,120,25458,E01003999,Southwark 014E,0.48,0.380990661,1.337981977,0.509758637
11164,1,120,25459,E01003999,Southwark 014E,0.54,0.416341001,1.373545791,0.571863429
11165,1,121,14201,E01004028,Southwark 004E,0.56,0.350375344,1.476744654,0.517414916
11166,1,121,14202,E01004028,Southwark 004E,0.54,0.332922264,1.484601443,0.494256873
11167,1,121,14203,E01004028,Southwark 004E,0.45,0.227081982,1.517206975,0.344530367
11168,1,121,14809,E01004028,Southwark 004E,0.51,0.29982372,1.450952159,0.435029874
11169,1,121,14813,E01004028,Southwark 004E,0.52,0.459481324,1.479343502,0.67973071
11170,1,121,22050,E01004028,Southwark 004E,0.55,0.437133728,1.397582449,0.610930426
11171,1,121,22143,E01004028,Southwark 004E,0.5,0.402847492,1.346780387,0.542374271
11172,1,121,22144,E01004028,Southwark 004E,0.32,0.31216664,1.432467212,0.447168476
11173,1,121,22145,E01004028,Southwark 004E,0.51,0.351785384,1.369978742,0.481879031
11174,1,121,22146,E01004028,Southwark 004E,0.44,0.431982463,1.319725942,0.570112764
11175,1,121,22147,E01004028,Southwark 004E,0.52,0.432734956,1.438775738,0.622608555
11176,1,121,22148,E01004028,Southwark 004E,0.52,0.42255965,1.438953491,0.608043683
11177,1,121,22149,E01004028,Southwark 004E,0.51,0.409408867,1.452749829,0.594762848
11178,1,121,22150,E01004028,Southwark 004E,0.49,0.416649964,1.469401348,0.612180633
11179,1,121,22151,E01004028,Southwark 004E,0.5,0.432443532,1.424567087,0.616027952
11180,1,121,22152,E01004028,Southwark 004E,0.45,0.425111747,1.461230753,0.621194115
11181,1,121,22154,E01004028,Southwark 004E,0.5,0.411124718,1.445100177,0.594116403
11182,1,121,22157,E01004028,Southwark 004E,0.58,0.405195147,1.4491539,0.587190128
11183,1,121,22158,E01004028,Southwark 004E,0.3,0.283024972,1.202621368,0.34037188
11184,1,121,22159,E01004028,Southwark 004E,0.49,0.412057881,1.285244951,0.529595311
11185,1,121,22160,E01004028,Southwark 004E,0.51,0.426924467,1.3685555,0.584269827
11186,1,121,22161,E01004028,Southwark 004E,0.6,0.519707274,1.466651173,0.762229283
11187,1,121,22162,E01004028,Southwark 004E,0.56,0.520000257,1.441605021,0.749634981
11188,1,121,22163,E01004028,Southwark 004E,0.58,0.508135067,1.484016053,0.754080596
11189,1,121,22164,E01004028,Southwark 004E,0.6,0.514576305,1.450507488,0.746396784
11190,1,121,22165,E01004028,Southwark 004E,0.6,0.499941027,1.461779701,0.730803646
11191,1,121,22314,E01004028,Southwark 004E,0.25,0.30450847,1.350322975,0.411184783
11192,1,121,22317,E01004028,Southwark 004E,0.57,0.424929376,1.447149446,0.61493631
11193,1,121,22318,E01004028,Southwark 004E,0.61,0.449358186,1.461220802,0.656611529
11194,1,121,22319,E01004028,Southwark 004E,0.46,0.398791189,1.379845648,0.550270286
11195,1,121,22320,E01004028,Southwark 004E,0.48,0.416960007,1.293766433,0.539448861
11196,1,121,22321,E01004028,Southwark 004E,0.53,0.421346846,1.417255989,0.597041125
11197,1,121,22322,E01004028,Southwark 004E,0.4,0.468878474,1.417531171,0.664649852
11198,1,121,22323,E01004028,Southwark 004E,0.35,0.466614236,1.384979379,0.646251095
11199,1,121,22324,E01004028,Southwark 004E,0.42,0.445827969,1.381718915,0.616008938
11200,1,121,22325,E01004028,Southwark 004E,0.56,0.580156838,1.455031991,0.844146759
11201,1,121,24274,E01004028,Southwark 004E,0.49,0.466445723,1.480584911,0.690612499
11202,1,121,24275,E01004028,Southwark 004E,0.54,0.513283577,1.448052383,0.743261507
11203,1,121,24277,E01004028,Southwark 004E,0.49,0.375671453,1.320511548,0.496078491
11204,1,121,24278,E01004028,Southwark 004E,0.51,0.476707532,1.317764137,0.628188089
11205,1,121,24885,E01004028,Southwark 004E,0.46,0.328423536,1.400944295,0.46010308
11206,1,121,24886,E01004028,Southwark 004E,0.46,0.408010813,1.484989905,0.605917006
11207,1,121,24887,E01004028,Southwark 004E,0.46,0.409665659,1.459583909,0.597941404
11208,1,121,24888,E01004028,Southwark 004E,0.45,0.46244627,1.336778311,0.618188144
11209,1,121,24913,E01004028,Southwark 004E,0.49,0.427782201,1.369792476,0.58597284
11210,1,121,24914,E01004028,Southwark 004E,0.55,0.434672042,1.449873275,0.630219377
11211,1,121,24915,E01004028,Southwark 004E,0.56,0.439057153,1.414350282,0.620980607
11212,1,121,25097,E01004028,Southwark 004E,0.51,0.438447249,1.421133963,0.623088501
11213,1,121,25098,E01004028,Southwark 004E,0.5,0.436200607,1.406833279,0.61366153
11214,1,121,25117,E01004028,Southwark 004E,0.59,0.419499639,1.440748934,0.604272024
11215,1,122,20407,E01004208,Tower Hamlets 013C,0.49,0.704141408,1.71524184,1.207772804
11216,1,122,20552,E01004208,Tower Hamlets 013C,0.42,1.048115727,1.686907269,1.768100204
11217,1,122,20553,E01004208,Tower Hamlets 013C,0.42,1.13884144,1.68268076,1.91630658
11218,1,122,20554,E01004208,Tower Hamlets 013C,0.42,0.901424833,1.681335881,1.515597916
11219,1,122,20555,E01004208,Tower Hamlets 013C,0.42,0.873785612,1.723815743,1.506245394
11220,1,122,20556,E01004208,Tower Hamlets 013C,0.45,0.722105777,1.723032454,1.244211689
11221,1,122,20557,E01004208,Tower Hamlets 013C,0.39,0.764229257,1.729882369,1.321817485
11222,1,122,20703,E01004208,Tower Hamlets 013C,0.41,1.446739043,1.468731366,2.11592286
11223,1,122,20704,E01004208,Tower Hamlets 013C,0.51,1.986988179,1.535596984,3.051213055
