FID,Join_Count,TARGET_FID,JOIN_FID,LSOA21CD,LSOA21NM,score_perc,accessibility,WDI,HSA
7704,1,85,19055,E01003104,Lambeth 004C,0.38,0.649656707,1.688565807,1.096988101
7705,1,85,19056,E01003104,Lambeth 004C,0.36,0.593741733,1.715741612,1.018707398
7706,1,85,19057,E01003104,Lambeth 004C,0.4,0.510819262,1.704215353,0.870546029
7707,1,85,23875,E01003104,Lambeth 004C,0.53,0.505671931,1.6839468,0.851524631
7708,1,85,23876,E01003104,Lambeth 004C,0.49,0.577296055,1.669551152,0.963825294
7709,1,85,23878,E01003104,Lambeth 004C,0.6,0.638802432,1.68965601,1.079312647
7710,1,85,23956,E01003104,Lambeth 004C,0.34,0.655837808,1.664587246,1.091628316
7711,1,85,23960,E01003104,Lambeth 004C,0.49,0.347304208,1.628199338,0.565480481
7712,1,85,23961,E01003104,Lambeth 004C,0.49,0.56763385,1.66453917,0.944848778
7713,1,85,23962,E01003104,Lambeth 004C,0.46,0.621472017,1.662619176,1.033271292
7714,1,85,23963,E01003104,Lambeth 004C,0.48,0.526624636,1.621669556,0.853847499
7715,1,85,23964,E01003104,Lambeth 004C,0.5,0.413214739,1.664888063,0.687974561
7716,1,85,23965,E01003104,Lambeth 004C,0.47,0.405209299,1.688010616,0.683997599
7717,1,85,23966,E01003104,Lambeth 004C,0.45,0.369737677,1.624209898,0.600531595
7718,1,85,23967,E01003104,Lambeth 004C,0.48,0.535797726,1.628498249,0.872545658
7719,1,85,23968,E01003104,Lambeth 004C,0.56,0.455020888,1.640578236,0.746497366
7720,1,85,23969,E01003104,Lambeth 004C,0.57,0.401684416,1.630811196,0.655071442
7721,1,85,23982,E01003104,Lambeth 004C,0.48,0.413997379,1.63627991,0.677462483
7722,1,85,23983,E01003104,Lambeth 004C,0.51,0.397422021,1.638349835,0.651087218
7723,1,85,24056,E01003104,Lambeth 004C,0.41,1.252779398,1.625017129,2.03578798
7724,1,85,24058,E01003104,Lambeth 004C,0.55,0.989077388,1.633677616,1.615833588
7725,1,85,24059,E01003104,Lambeth 004C,0.49,0.700460842,1.721773709,1.206035062
7726,1,85,24064,E01003104,Lambeth 004C,0.46,0.984317962,1.67250376,1.64647344
7727,1,85,24067,E01003104,Lambeth 004C,0.55,1.240637107,1.636563894,2.030411212
7728,1,85,24069,E01003104,Lambeth 004C,0.53,1.141693534,1.617438124,1.846618647
7729,1,85,24070,E01003104,Lambeth 004C,0.5,1.112400496,1.620199132,1.802310318
7730,1,85,24071,E01003104,Lambeth 004C,0.47,0.886348085,1.630135084,1.44486711
7731,1,85,24082,E01003104,Lambeth 004C,0.48,0.592411764,1.617221056,0.958060778
7732,1,85,24083,E01003104,Lambeth 004C,0.52,0.55295293,1.586420591,0.877274593
7733,1,85,24084,E01003104,Lambeth 004C,0.54,0.525970383,1.635694716,0.860542732
7734,1,85,24085,E01003104,Lambeth 004C,0.49,0.547383266,1.617221056,0.885239744
7735,1,85,24086,E01003104,Lambeth 004C,0.47,0.474323557,1.63921592,0.777536406
7736,1,85,24087,E01003104,Lambeth 004C,0.53,0.468329607,1.630275825,0.763508464
7737,1,85,25475,E01003104,Lambeth 004C,0.53,0.582591352,1.664670704,0.969822757
7738,1,85,25486,E01003104,Lambeth 004C,0.51,0.455558835,1.708782371,0.778450907
7739,1,85,25504,E01003104,Lambeth 004C,0.45,1.232165238,1.664193305,2.0505405
7740,1,85,25506,E01003104,Lambeth 004C,0.55,1.193304633,1.613923973,1.925902954
7741,1,85,25510,E01003104,Lambeth 004C,0.53,0.497109906,1.630811196,0.8106924
7742,1,85,25511,E01003104,Lambeth 004C,0.5,0.525232305,1.630683195,0.856487493
7743,1,86,17724,E01003105,Lambeth 003B,0.54,0.780132075,1.541910242,1.202893636
7744,1,86,17726,E01003105,Lambeth 003B,0.51,0.733777838,1.550673698,1.137849993
7745,1,86,17727,E01003105,Lambeth 003B,0.52,0.724156799,1.556925687,1.127438673
7746,1,86,17729,E01003105,Lambeth 003B,0.51,0.770854628,1.541910242,1.188588646
7747,1,86,17748,E01003105,Lambeth 003B,0.53,0.643073018,1.573382088,1.011799568
7748,1,86,17749,E01003105,Lambeth 003B,0.55,0.721286116,1.57856407,1.138294966
7749,1,86,18026,E01003105,Lambeth 003B,0.59,0.690552022,1.551201203,1.071073399
7750,1,86,18034,E01003105,Lambeth 003B,0.55,1.018888173,1.601970532,1.632228828
7751,1,86,18035,E01003105,Lambeth 003B,0.58,1.019767948,1.601970532,1.633638202
7752,1,86,18036,E01003105,Lambeth 003B,0.54,0.932854632,1.569558825,1.46417022
7753,1,86,18037,E01003105,Lambeth 003B,0.52,0.878633178,1.574257118,1.383209951
7754,1,86,18041,E01003105,Lambeth 003B,0.54,0.982961129,1.601970532,1.574674763
7755,1,86,18046,E01003105,Lambeth 003B,0.52,0.753846913,1.587480375,1.196717179
7756,1,86,18047,E01003105,Lambeth 003B,0.55,0.805757449,1.587480375,1.279124137
7757,1,86,18048,E01003105,Lambeth 003B,0.52,0.727227103,1.582363907,1.150787482
7758,1,86,18049,E01003105,Lambeth 003B,0.53,0.766286869,1.560540214,1.195821475
7759,1,86,18050,E01003105,Lambeth 003B,0.53,0.899659532,1.580805554,1.422186785
7760,1,86,18051,E01003105,Lambeth 003B,0.54,0.683595053,1.553090097,1.061574797
7761,1,86,18052,E01003105,Lambeth 003B,0.44,0.791556744,1.555934049,1.23161009
7762,1,86,18053,E01003105,Lambeth 003B,0.48,0.821679367,1.554850584,1.277588643
7763,1,86,18059,E01003105,Lambeth 003B,0.48,0.893182797,1.614820848,1.442453238
7764,1,86,18060,E01003105,Lambeth 003B,0.56,0.817424958,1.584102631,1.294910491
7765,1,86,18061,E01003105,Lambeth 003B,0.55,0.861675346,1.588376936,1.368916245
7766,1,86,18062,E01003105,Lambeth 003B,0.53,0.787994451,1.574060712,1.240351106
7767,1,86,18063,E01003105,Lambeth 003B,0.57,0.790686571,1.576668902,1.24646156
7768,1,86,18287,E01003105,Lambeth 003B,0.48,0.816944654,1.63577055,1.334073977
7769,1,86,18288,E01003105,Lambeth 003B,0.55,1.010691234,1.61155799,1.628848356
7770,1,86,18289,E01003105,Lambeth 003B,0.49,0.958230607,1.610278921,1.542914063
7771,1,86,18290,E01003105,Lambeth 003B,0.55,1.010071823,1.638382836,1.654965526
7772,1,86,18291,E01003105,Lambeth 003B,0.56,0.941559432,1.6418763,1.545928825
7773,1,86,23083,E01003105,Lambeth 003B,0.46,0.653391664,1.554973764,1.016006895
7774,1,86,23084,E01003105,Lambeth 003B,0.53,0.469664022,1.488458029,0.699075185
7775,1,86,23085,E01003105,Lambeth 003B,0.35,0.492862998,1.467259671,0.723158001
7776,1,86,23086,E01003105,Lambeth 003B,0.55,0.655975877,1.570439458,1.030170401
7777,1,86,23087,E01003105,Lambeth 003B,0.52,0.651037747,1.560041526,1.01564592
7778,1,86,23088,E01003105,Lambeth 003B,0.4,0.645480655,1.571641664,1.014515763
7779,1,86,23089,E01003105,Lambeth 003B,0.48,0.577855689,1.504927362,0.869791166
7780,1,86,23096,E01003105,Lambeth 003B,0.51,0.514738513,1.430459625,0.73631266
7781,1,86,23105,E01003105,Lambeth 003B,0.52,0.440974832,1.463789713,0.645494423
7782,1,86,23110,E01003105,Lambeth 003B,0.57,0.471642619,1.430459625,0.674665723
7783,1,86,23111,E01003105,Lambeth 003B,0.57,0.450858205,1.38135839,0.622796764
7784,1,86,23112,E01003105,Lambeth 003B,0.57,0.466657754,1.377114923,0.642641357
7785,1,86,23241,E01003105,Lambeth 003B,0.54,0.924087648,1.610949257,1.488848768
7786,1,86,23242,E01003105,Lambeth 003B,0.46,0.592874261,1.473637211,0.873681573
7787,1,86,23243,E01003105,Lambeth 003B,0.56,1.071632474,1.615985561,1.731652819
7788,1,86,23244,E01003105,Lambeth 003B,0.56,0.959522971,1.615571111,1.550177592
7789,1,86,23245,E01003105,Lambeth 003B,0.48,1.043969889,1.650619277,1.723196824
7790,1,86,23246,E01003105,Lambeth 003B,0.53,0.964210781,1.636091505,1.577537069
7791,1,86,23247,E01003105,Lambeth 003B,0.56,0.860910183,1.647944822,1.418732478
7792,1,86,23248,E01003105,Lambeth 003B,0.55,0.999426961,1.623313683,1.622589065
7793,1,86,23249,E01003105,Lambeth 003B,0.49,0.729092107,1.496105171,1.090798472
7794,1,86,23250,E01003105,Lambeth 003B,0.48,0.938582982,1.61526693,1.516268157
7795,1,86,23251,E01003105,Lambeth 003B,0.56,0.817800086,1.600999277,1.309297347
7796,1,86,23253,E01003105,Lambeth 003B,0.56,0.446933602,1.384664233,0.618852974
7797,1,86,23254,E01003105,Lambeth 003B,0.58,0.452691716,1.442903913,0.653352702
7798,1,86,23255,E01003105,Lambeth 003B,0.52,0.464367995,1.415707596,0.657446609
7799,1,86,23256,E01003105,Lambeth 003B,0.55,0.444158187,1.460043152,0.648490119
7800,1,86,23257,E01003105,Lambeth 003B,0.54,0.507824571,1.448635192,0.735652545
7801,1,86,23258,E01003105,Lambeth 003B,0.53,0.434449972,1.466355395,0.637058061
7802,1,86,23259,E01003105,Lambeth 003B,0.51,0.480229398,1.463789713,0.702954853
7803,1,86,23264,E01003105,Lambeth 003B,0.52,0.445327974,1.403408574,0.625300572
7804,1,86,23265,E01003105,Lambeth 003B,0.51,0.413825936,1.406065315,0.581866295
7805,1,86,23266,E01003105,Lambeth 003B,0.57,0.472477867,1.443662576,0.682128257
7806,1,86,23267,E01003105,Lambeth 003B,0.48,0.422671599,1.420342516,0.600338442
7807,1,86,23268,E01003105,Lambeth 003B,0.55,0.422580953,1.422644957,0.601197141
7808,1,86,23269,E01003105,Lambeth 003B,0.52,0.451094902,1.432118782,0.646021482
7809,1,86,23416,E01003105,Lambeth 003B,0.62,0.828948095,1.640029109,1.357638674
7810,1,86,23417,E01003105,Lambeth 003B,0.54,0.999520831,1.618956575,1.618191655
7811,1,86,23425,E01003105,Lambeth 003B,0.54,0.678251705,1.464570562,0.993347481
7812,1,86,23426,E01003105,Lambeth 003B,0.44,0.510498929,1.471492227,0.751195206
7813,1,86,23428,E01003105,Lambeth 003B,0.5,0.657134281,1.509941075,0.994775711
7814,1,86,23429,E01003105,Lambeth 003B,0.54,0.525795887,1.463836592,0.769679259
7815,1,86,23430,E01003105,Lambeth 003B,0.47,0.843095288,1.615470499,1.361995567
7816,1,86,23431,E01003105,Lambeth 003B,0.61,0.889847819,1.610288715,1.432395732
7817,1,86,23432,E01003105,Lambeth 003B,0.61,0.943178352,1.622305586,1.530128582
7818,1,86,23440,E01003105,Lambeth 003B,0.41,0.364303683,1.437290267,0.523610138
7819,1,86,23441,E01003105,Lambeth 003B,0.46,0.481552483,1.443013905,0.694886928
7820,1,86,23442,E01003105,Lambeth 003B,0.47,0.353936278,1.429790444,0.506668825
7821,1,86,23443,E01003105,Lambeth 003B,0.39,0.419739877,1.44657036,0.607183266
7822,1,86,23587,E01003105,Lambeth 003B,0.48,0.238885741,1.369923112,0.327255097
7823,1,86,24197,E01003105,Lambeth 003B,0.53,0.659589981,1.576051241,1.0394864
7824,1,86,24198,E01003105,Lambeth 003B,0.6,0.668241601,1.562635053,1.044239463
7825,1,86,24201,E01003105,Lambeth 003B,0.55,0.809340876,1.574060712,1.273951675
7826,1,86,25214,E01003105,Lambeth 003B,0.55,0.666286756,1.575187226,1.049526386
7827,1,86,25216,E01003105,Lambeth 003B,0.51,0.490779528,1.481941011,0.72730631
7828,1,86,25217,E01003105,Lambeth 003B,0.34,0.464660062,1.475400059,0.685559482
7829,1,86,25244,E01003105,Lambeth 003B,0.58,1.048581314,1.644102567,1.72397523
7830,1,86,25245,E01003105,Lambeth 003B,0.55,0.744556579,1.569316876,1.168445205
7831,1,86,25246,E01003105,Lambeth 003B,0.53,0.462288512,1.401389178,0.647846118
7832,1,86,25273,E01003105,Lambeth 003B,0.57,0.53548829,1.473637211,0.78911547
7833,1,86,25372,E01003105,Lambeth 003B,0.43,0.552958827,1.496910178,0.827729696
7834,1,86,25374,E01003105,Lambeth 003B,0.49,0.603070461,1.549386114,0.934306242
7835,1,86,25378,E01003105,Lambeth 003B,0.53,0.511976243,1.478513796,0.756963938
7836,1,86,25379,E01003105,Lambeth 003B,0.55,0.471869445,1.467558684,0.692496102
7837,1,86,25402,E01003105,Lambeth 003B,0.48,0.894748259,1.614391982,1.444572048
7838,1,86,25403,E01003105,Lambeth 003B,0.52,0.414226566,1.463333689,0.606292554
7839,1,86,25404,E01003105,Lambeth 003B,0.5,0.475942615,1.463142901,0.696565538
7840,1,86,25405,E01003105,Lambeth 003B,0.51,0.449627902,1.443709554,0.648838247
7841,1,86,25406,E01003105,Lambeth 003B,0.53,0.412522738,1.388732044,0.572876888
7842,1,86,25430,E01003105,Lambeth 003B,0.47,0.492011551,1.427731076,0.702460181
7843,1,86,25432,E01003105,Lambeth 003B,0.39,0.482001705,1.433697281,0.691044533
7844,1,86,25530,E01003105,Lambeth 003B,0.55,1.015751501,1.620055921,1.645574234
7845,1,87,23111,E01003106,Lambeth 003C,0.57,0.450858205,1.38135839,0.622796764
7846,1,87,23112,E01003106,Lambeth 003C,0.57,0.466657754,1.377114923,0.642641357
7847,1,87,23114,E01003106,Lambeth 003C,0.64,0.582097749,1.401084203,0.815567961
7848,1,87,23116,E01003106,Lambeth 003C,0.62,0.443856512,1.451007255,0.64403902
7849,1,87,23119,E01003106,Lambeth 003C,0.61,0.629906542,1.437704084,0.905611724
7850,1,87,23122,E01003106,Lambeth 003C,0.42,0.657715263,1.392279556,0.915730017
7851,1,87,23123,E01003106,Lambeth 003C,0.54,0.593910998,1.424911966,0.845128261
7852,1,87,23124,E01003106,Lambeth 003C,0.52,0.423922015,1.366190088,0.579158054
7853,1,87,23125,E01003106,Lambeth 003C,0.54,0.287894791,1.468314909,0.422720214
7854,1,87,23126,E01003106,Lambeth 003C,0.51,0.415528332,1.389540328,0.577393374
7855,1,87,23127,E01003106,Lambeth 003C,0.52,0.443222288,1.429669264,0.633661283
7856,1,87,23128,E01003106,Lambeth 003C,0.56,0.575034817,1.484606259,0.853700288
7857,1,87,23129,E01003106,Lambeth 003C,0.61,0.670638705,1.352337299,0.906797561
7858,1,87,23130,E01003106,Lambeth 003C,0.37,0.701403338,1.378376798,0.967313644
7859,1,87,23132,E01003106,Lambeth 003C,0.41,0.357581124,1.466031171,0.524225075
7860,1,87,23133,E01003106,Lambeth 003C,0.48,0.504770075,1.474820073,0.744450141
7861,1,87,23134,E01003106,Lambeth 003C,0.58,0.507230966,1.411789713,0.71610346
7862,1,87,23144,E01003106,Lambeth 003C,0.59,0.387842825,1.413456915,0.548199122
7863,1,87,23253,E01003106,Lambeth 003C,0.56,0.446933602,1.384664233,0.618852974
7864,1,87,23260,E01003106,Lambeth 003C,0.49,0.444274964,1.454201465,0.646065303
7865,1,87,23261,E01003106,Lambeth 003C,0.55,0.438761225,1.465533675,0.64301935
7866,1,87,23262,E01003106,Lambeth 003C,0.49,0.408068823,1.444905036,0.589620697
7867,1,87,23263,E01003106,Lambeth 003C,0.54,0.457330538,1.440878328,0.658957661
7868,1,87,23264,E01003106,Lambeth 003C,0.52,0.445327974,1.403408574,0.625300572
7869,1,87,23265,E01003106,Lambeth 003C,0.51,0.413825936,1.406065315,0.581866295
7870,1,87,23268,E01003106,Lambeth 003C,0.55,0.422580953,1.422644957,0.601197141
7871,1,87,23272,E01003106,Lambeth 003C,0.55,0.28641464,1.436373587,0.411398425
7872,1,87,23273,E01003106,Lambeth 003C,0.52,0.282358417,1.491129302,0.421032909
7873,1,87,23274,E01003106,Lambeth 003C,0.6,0.260975862,1.487409549,0.38817799
7874,1,87,23275,E01003106,Lambeth 003C,0.51,0.293688509,1.383183304,0.406225042
7875,1,87,23276,E01003106,Lambeth 003C,0.55,0.317626297,1.350477553,0.428947185
7876,1,87,23277,E01003106,Lambeth 003C,0.58,0.321780824,1.358186098,0.437038242
7877,1,87,23279,E01003106,Lambeth 003C,0.46,0.373801567,1.480866663,0.55355028
7878,1,87,23280,E01003106,Lambeth 003C,0.4,0.252409371,1.522637451,0.384327961
7879,1,87,23281,E01003106,Lambeth 003C,0.37,0.257755661,1.468528965,0.378521654
7880,1,87,23282,E01003106,Lambeth 003C,0.41,0.256447074,1.517267958,0.389098928
7881,1,87,23283,E01003106,Lambeth 003C,0.42,0.342758447,1.429858091,0.490095939
7882,1,87,23284,E01003106,Lambeth 003C,0.36,0.338093768,1.48239971,0.501190104
7883,1,87,23285,E01003106,Lambeth 003C,0.59,0.351203243,1.446636776,0.508063527
7884,1,87,23286,E01003106,Lambeth 003C,0.55,0.361562633,1.428217158,0.516389956
7885,1,87,23296,E01003106,Lambeth 003C,0.52,0.401856093,1.387483062,0.555619313
7886,1,87,23297,E01003106,Lambeth 003C,0.52,0.343067134,1.428205924,0.489970513
7887,1,87,23299,E01003106,Lambeth 003C,0.57,0.430179927,1.413501002,0.607910634
7888,1,87,23454,E01003106,Lambeth 003C,0.47,0.25875041,1.376117922,0.356071077
7889,1,87,23455,E01003106,Lambeth 003C,0.47,0.319975878,1.287608257,0.412003582
7890,1,87,23456,E01003106,Lambeth 003C,0.48,0.364132382,1.337276627,0.486945724
7891,1,87,23457,E01003106,Lambeth 003C,0.47,0.385771257,1.316313712,0.508342408
7892,1,87,23459,E01003106,Lambeth 003C,0.57,0.372963666,1.321985824,0.493052679
7893,1,87,23460,E01003106,Lambeth 003C,0.55,0.332205997,1.325370211,0.440295933
7894,1,87,23461,E01003106,Lambeth 003C,0.55,0.290085674,1.295200522,0.375719116
7895,1,87,23462,E01003106,Lambeth 003C,0.45,0.250907957,1.519878956,0.381349724
7896,1,87,23465,E01003106,Lambeth 003C,0.64,0.288119366,1.307387467,0.376683649
7897,1,87,23595,E01003106,Lambeth 003C,0.38,0.341614106,1.531695717,0.523248863
7898,1,87,23596,E01003106,Lambeth 003C,0.56,0.343219007,1.516144827,0.520369722
7899,1,87,23597,E01003106,Lambeth 003C,0.6,0.377140505,1.352847668,0.510213652
7900,1,87,23599,E01003106,Lambeth 003C,0.42,0.40760386,1.33263888,0.543212449
7901,1,87,23600,E01003106,Lambeth 003C,0.37,0.408011721,1.29230687,0.527245164
7902,1,87,23726,E01003106,Lambeth 003C,0.54,0.327111316,1.504456613,0.492134492
7903,1,87,25220,E01003106,Lambeth 003C,0.65,0.593402354,1.459161263,0.865869729
7904,1,87,25247,E01003106,Lambeth 003C,0.51,0.409700284,1.403558205,0.575038195
7905,1,87,25248,E01003106,Lambeth 003C,0.53,0.41223426,1.374849591,0.566760104
7906,1,87,25249,E01003106,Lambeth 003C,0.53,0.410998236,1.379875985,0.567125239
7907,1,87,25250,E01003106,Lambeth 003C,0.49,0.283887838,1.497286083,0.425061309
7908,1,87,25251,E01003106,Lambeth 003C,0.41,0.335834646,1.453109743,0.488004596
7909,1,87,25253,E01003106,Lambeth 003C,0.57,0.346263651,1.489831269,0.515874415
7910,1,87,25254,E01003106,Lambeth 003C,0.59,0.365622833,1.433933018,0.524278652
7911,1,87,25381,E01003106,Lambeth 003C,0.56,0.484325446,1.377114923,0.6669718
7912,1,87,25382,E01003106,Lambeth 003C,0.56,0.433815909,1.3897192,0.603551504
7913,1,87,25406,E01003106,Lambeth 003C,0.53,0.412522738,1.388732044,0.572876888
7914,1,88,23252,E01003107,Lambeth 003D,0.49,0.312191364,1.418895665,0.442966973
7915,1,88,23253,E01003107,Lambeth 003D,0.56,0.446933602,1.384664233,0.618852974
7916,1,88,23254,E01003107,Lambeth 003D,0.58,0.452691716,1.442903913,0.653352702
7917,1,88,23260,E01003107,Lambeth 003D,0.49,0.444274964,1.454201465,0.646065303
7918,1,88,23261,E01003107,Lambeth 003D,0.55,0.438761225,1.465533675,0.64301935
7919,1,88,23270,E01003107,Lambeth 003D,0.54,0.282607294,1.40545624,0.397192185
7920,1,88,23271,E01003107,Lambeth 003D,0.5,0.28228423,1.436444333,0.405484832
7921,1,88,23272,E01003107,Lambeth 003D,0.55,0.28641464,1.436373587,0.411398425
7922,1,88,23273,E01003107,Lambeth 003D,0.52,0.282358417,1.491129302,0.421032909
7923,1,88,23274,E01003107,Lambeth 003D,0.6,0.260975862,1.487409549,0.38817799
7924,1,88,23275,E01003107,Lambeth 003D,0.51,0.293688509,1.383183304,0.406225042
7925,1,88,23278,E01003107,Lambeth 003D,0.53,0.29086356,1.464853389,0.426026892
7926,1,88,23423,E01003107,Lambeth 003D,0.49,0.476226424,1.414515066,0.673629451
7927,1,88,23425,E01003107,Lambeth 003D,0.54,0.678251705,1.464570562,0.993347481
7928,1,88,23433,E01003107,Lambeth 003D,0.53,0.260526577,1.363274866,0.355169335
7929,1,88,23434,E01003107,Lambeth 003D,0.47,0.308772382,1.354298996,0.418170127
7930,1,88,23435,E01003107,Lambeth 003D,0.54,0.225550807,1.352313338,0.305015364
7931,1,88,23436,E01003107,Lambeth 003D,0.51,0.345944189,1.379851141,0.477351484
7932,1,88,23437,E01003107,Lambeth 003D,0.49,0.279496011,1.359738889,0.380041595
7933,1,88,23438,E01003107,Lambeth 003D,0.54,0.429612399,1.415904619,0.608290181
7934,1,88,23439,E01003107,Lambeth 003D,0.44,0.476033771,1.427147342,0.679370331
7935,1,88,23440,E01003107,Lambeth 003D,0.41,0.364303683,1.437290267,0.523610138
7936,1,88,23442,E01003107,Lambeth 003D,0.47,0.353936278,1.429790444,0.506668825
7937,1,88,23443,E01003107,Lambeth 003D,0.39,0.419739877,1.44657036,0.607183266
7938,1,88,23445,E01003107,Lambeth 003D,0.5,0.222879885,1.334762569,0.297491727
7939,1,88,23446,E01003107,Lambeth 003D,0.53,0.253443285,1.335980331,0.338595244
7940,1,88,23447,E01003107,Lambeth 003D,0.46,0.204194564,1.296625729,0.264763926
7941,1,88,23449,E01003107,Lambeth 003D,0.52,0.214381664,1.320432797,0.28307658
7942,1,88,23450,E01003107,Lambeth 003D,0.6,0.234356462,1.376919612,0.322690008
7943,1,88,23451,E01003107,Lambeth 003D,0.59,0.281050969,1.381731897,0.388337089
7944,1,88,23452,E01003107,Lambeth 003D,0.58,0.294706587,1.411276595,0.415912508
7945,1,88,23453,E01003107,Lambeth 003D,0.5,0.284712193,1.458441314,0.415236025
7946,1,88,23454,E01003107,Lambeth 003D,0.47,0.25875041,1.376117922,0.356071077
7947,1,88,23455,E01003107,Lambeth 003D,0.47,0.319975878,1.287608257,0.412003582
7948,1,88,23456,E01003107,Lambeth 003D,0.48,0.364132382,1.337276627,0.486945724
7949,1,88,23457,E01003107,Lambeth 003D,0.47,0.385771257,1.316313712,0.508342408
7950,1,88,23458,E01003107,Lambeth 003D,0.46,0.280807015,1.461227207,0.41032285
7951,1,88,23569,E01003107,Lambeth 003D,0.38,0.346309185,1.388127375,0.48072126
7952,1,88,23570,E01003107,Lambeth 003D,0.35,0.338290094,1.391008269,0.470564318
7953,1,88,23574,E01003107,Lambeth 003D,0.56,0.243974064,1.420841479,0.346648471
7954,1,88,23575,E01003107,Lambeth 003D,0.61,0.274454181,1.358409266,0.372821103
7955,1,88,23576,E01003107,Lambeth 003D,0.58,0.239753463,1.3396695,0.321190402
7956,1,88,23578,E01003107,Lambeth 003D,0.51,0.302819086,1.356694175,0.41083289
7957,1,88,23579,E01003107,Lambeth 003D,0.46,0.295845114,1.343593855,0.397495677
7958,1,88,23580,E01003107,Lambeth 003D,0.58,0.255730423,1.525445812,0.390076728
7959,1,88,23581,E01003107,Lambeth 003D,0.55,0.23949807,1.561491066,0.373974097
7960,1,88,23582,E01003107,Lambeth 003D,0.58,0.238853912,1.55676919,0.371840411
7961,1,88,23583,E01003107,Lambeth 003D,0.55,0.235021372,1.476329832,0.346969063
7962,1,88,23584,E01003107,Lambeth 003D,0.61,0.243270663,1.420183859,0.345489069
7963,1,88,23587,E01003107,Lambeth 003D,0.48,0.238885741,1.369923112,0.327255097
7964,1,88,23588,E01003107,Lambeth 003D,0.49,0.251299695,1.566281444,0.39360605
7965,1,88,23589,E01003107,Lambeth 003D,0.5,0.2426308,1.479613167,0.358999727
7966,1,88,23590,E01003107,Lambeth 003D,0.54,0.223575491,1.468803251,0.328388407
7967,1,88,23591,E01003107,Lambeth 003D,0.47,0.264555407,1.331086124,0.352146032
7968,1,88,23592,E01003107,Lambeth 003D,0.5,0.403563843,1.380347881,0.557058495
7969,1,88,23593,E01003107,Lambeth 003D,0.55,0.311635766,1.259605107,0.392538003
7970,1,88,23594,E01003107,Lambeth 003D,0.49,0.283630726,1.504418331,0.426699264
7971,1,88,23595,E01003107,Lambeth 003D,0.38,0.341614106,1.531695717,0.523248863
7972,1,88,23598,E01003107,Lambeth 003D,0.6,0.404557036,1.362036929,0.551033705
7973,1,88,23599,E01003107,Lambeth 003D,0.42,0.40760386,1.33263888,0.543212449
7974,1,88,23600,E01003107,Lambeth 003D,0.37,0.408011721,1.29230687,0.527245164
7975,1,88,23715,E01003107,Lambeth 003D,0.53,0.315209016,1.478325949,0.465543581
7976,1,88,23716,E01003107,Lambeth 003D,0.52,0.346069966,1.523025997,0.528245777
7977,1,88,23718,E01003107,Lambeth 003D,0.53,0.344454009,1.512262924,0.520905026
7978,1,88,23719,E01003107,Lambeth 003D,0.53,0.286074077,1.495055514,0.427696626
7979,1,88,23720,E01003107,Lambeth 003D,0.53,0.282937993,1.5325789,0.433624797
7980,1,88,23721,E01003107,Lambeth 003D,0.54,0.276315985,1.491924328,0.41224254
7981,1,88,25246,E01003107,Lambeth 003D,0.53,0.462288512,1.401389178,0.647846118
7982,1,88,25275,E01003107,Lambeth 003D,0.54,0.224232837,1.327628782,0.297697969
7983,1,88,25276,E01003107,Lambeth 003D,0.56,0.283620002,1.382144912,0.392003943
7984,1,88,25287,E01003107,Lambeth 003D,0.57,0.250353296,1.426018752,0.357015116
7985,1,88,25289,E01003107,Lambeth 003D,0.46,0.310903572,1.369212336,0.425693005
7986,1,88,25291,E01003107,Lambeth 003D,0.45,0.240291603,1.611334059,0.387190044
7987,1,88,25292,E01003107,Lambeth 003D,0.53,0.289717216,1.537883395,0.445551296
7988,1,88,25403,E01003107,Lambeth 003D,0.52,0.414226566,1.463333689,0.606292554
7989,1,88,25426,E01003107,Lambeth 003D,0.4,0.524955874,1.524132197,0.80010215
7990,1,88,25428,E01003107,Lambeth 003D,0.55,0.38726675,1.393751072,0.539753448
7991,1,88,25430,E01003107,Lambeth 003D,0.47,0.492011551,1.427731076,0.702460181
7992,1,88,25431,E01003107,Lambeth 003D,0.5,0.291260991,1.370891917,0.399287339
7993,1,88,25432,E01003107,Lambeth 003D,0.39,0.482001705,1.433697281,0.691044533
7994,1,88,25433,E01003107,Lambeth 003D,0.52,0.30016106,1.453547213,0.436298272
7995,1,89,23020,E01003108,Lambeth 002B,0.53,0.544583793,1.430605787,0.779150366
7996,1,89,23021,E01003108,Lambeth 002B,0.42,0.442190019,1.353860904,0.598663778
7997,1,89,23022,E01003108,Lambeth 002B,0.58,0.476200114,1.387310263,0.660617163
7998,1,89,23024,E01003108,Lambeth 002B,0.61,0.530999667,1.395445403,0.740981044
7999,1,89,23025,E01003108,Lambeth 002B,0.56,0.458897158,1.339494968,0.614690434
8000,1,89,23026,E01003108,Lambeth 002B,0.55,0.453865058,1.339494968,0.607949961
8001,1,89,23027,E01003108,Lambeth 002B,0.53,0.544978841,1.398761044,0.762295173
8002,1,89,23028,E01003108,Lambeth 002B,0.5,0.508671945,1.358037668,0.690795662
8003,1,89,23029,E01003108,Lambeth 002B,0.48,0.628097559,1.396958783,0.876813463
8004,1,89,23030,E01003108,Lambeth 002B,0.5,0.56829218,1.475915971,0.838751504
8005,1,89,23031,E01003108,Lambeth 002B,0.54,0.47903971,1.449083678,0.694168624
8006,1,89,23036,E01003108,Lambeth 002B,0.46,0.522653464,1.376156574,0.719227512
