FID,LSOA21CD,LSOA21NM,HSA,WDI,accessibility,score_perc,no_cars_perc,green_commute_perc,health_perc,no_deprivation_perc
89,E01003108,Lambeth 002B,0.643008937,1.400674815,0.458570368,0.535373134,0.728551336,0.57012987,0.82046332,0.374293785
103,E01003940,Southwark 006B,0.637422928,1.558594336,0.4088141,0.524918033,0.695583596,0.509114583,0.832286432,0.384126984
165,E01004695,Westminster 017C,0.621625123,0.637785485,0.987916189,0.495757576,0.804387569,0.780357143,0.902894491,0.486288848
111,E01003973,Southwark 016E,0.614926978,1.22772307,0.5011899,0.48972973,0.737400531,0.502222222,0.844336766,0.388594164
275,E01035719,Westminster 021F,0.612981666,1.486591888,0.414255705,0.530224719,0.676656151,0.783505155,0.879716981,0.5671406
78,E01003015,Lambeth 002A,0.608763061,1.328051951,0.457946197,0.517052632,0.698254364,0.613995485,0.827806864,0.395261845
211,E01032637,Southwark 035E,0.602003369,1.525548553,0.390528296,0.480888889,0.67372134,0.870179949,0.95042898,0.70619469
104,E01003941,Southwark 006C,0.601940867,1.481221558,0.402912459,0.500204082,0.716062176,0.747090768,0.884808853,0.550829876
121,E01004028,Southwark 004E,0.596719379,1.415141228,0.421177624,0.498,0.680656934,0.635145197,0.864708316,0.460766423
251,E01033876,Southwark 012H,0.586941009,1.380882129,0.425343185,0.540625,0.82848392,0.767523364,0.9224,0.701378254
116,E01003994,Southwark 012E,0.586498912,1.284834134,0.457157853,0.505365854,0.732947977,0.645794393,0.843715847,0.476905312
54,E01002817,Kensington and Chelsea 011D,0.58548133,1.226639828,0.472656654,0.505641026,0.461285008,0.764430577,0.910104012,0.663920923
87,E01003106,Lambeth 003C,0.565448936,1.415937077,0.400077929,0.51884058,0.635802469,0.657894737,0.866447985,0.507201646
109,E01003963,Southwark 016A,0.562930468,1.280000248,0.440431028,0.497704918,0.691304348,0.452471483,0.83410943,0.308139535
70,E01002889,Kensington and Chelsea 010B,0.560048857,1.142086261,0.48375924,0.533934426,0.48409894,0.751117735,0.907573813,0.613074205
243,E01033866,Lambeth 004J,0.556098536,1.75425961,0.316468956,0.46375,0.841346154,0.785617368,0.936607143,0.761217949
180,E01004725,Westminster 003B,0.549442596,1.449032186,0.382741516,0.507857143,0.580204778,0.653543307,0.844787645,0.476109215
203,E01004757,Westminster 010C,0.547194843,1.701834623,0.322519877,0.460526316,0.633440514,0.58,0.806393245,0.32905297
63,E01002865,Kensington and Chelsea 011E,0.542237301,1.324764739,0.403827736,0.546666667,0.423487544,0.780780781,0.948965517,0.75088968
252,E01033877,Southwark 012I,0.539830574,1.349725348,0.401886702,0.500357143,0.712609971,0.650507328,0.865546218,0.519061584
59,E01002826,Kensington and Chelsea 008C,0.539286785,1.280878315,0.419302824,0.5325,0.611023622,0.824345146,0.910685805,0.60821485
118,E01003997,Southwark 017E,0.52479172,1.268860717,0.41513924,0.499375,0.614624506,0.654357459,0.858024691,0.447731755
179,E01004724,Westminster 001C,0.524053243,1.26645313,0.412107138,0.533095238,0.627586207,0.794871795,0.904435058,0.547126437
107,E01003960,Southwark 012A,0.523340275,1.28279292,0.406734048,0.51266055,0.636125654,0.670264966,0.864072194,0.460732984
167,E01004697,Westminster 016D,0.521426831,0.760457175,0.703336021,0.545517241,0.699101796,0.725925926,0.889798958,0.551724138
154,E01004681,Westminster 016A,0.519088237,1.190672881,0.485328655,0.478943662,0.701525054,0.728661276,0.884113166,0.561002179
25,E01000949,Camden 023C,0.516731181,1.552777447,0.334583099,0.549807692,0.724783862,0.581578947,0.819262039,0.418470418
105,E01003942,Southwark 006D,0.516609302,1.487538564,0.347586301,0.517868852,0.628930818,0.591029024,0.848886532,0.352848101
83,E01003101,Lambeth 003A,0.512073252,1.490737869,0.335912045,0.518863636,0.672440945,0.622141998,0.853351955,0.454402516
68,E01002887,Kensington and Chelsea 010A,0.511681948,0.858515693,0.597641773,0.532894737,0.65154265,0.77029361,0.931927133,0.65154265
113,E01003976,Southwark 036D,0.500736845,1.470259874,0.336122748,0.499655172,0.700787402,0.730742049,0.873956594,0.548951049
73,E01002892,Kensington and Chelsea 010E,0.496849274,0.998724156,0.4988644,0.494193548,0.5975039,0.788309637,0.931061193,0.627543036
150,E01004668,Westminster 023D,0.494888671,1.297668423,0.386222257,0.489,0.593537415,0.61849711,0.84940183,0.429794521
120,E01003999,Southwark 014E,0.48456742,1.359904016,0.357427828,0.52975,0.623115578,0.571794872,0.843228819,0.405360134
162,E01004692,Westminster 019F,0.474814174,1.421349801,0.336590516,0.54125,0.535874439,0.74829932,0.91350826,0.617449664
119,E01003998,Southwark 014D,0.465976708,1.376687153,0.33788466,0.503846154,0.597875569,0.68504902,0.821879383,0.473444613
221,E01033098,Wandsworth 038C,0.458304111,1.230776684,0.379843581,0.552,0.700737619,0.795513374,0.950263312,0.7028451
88,E01003107,Lambeth 003D,0.458197296,1.41955826,0.322609117,0.508024691,0.640996602,0.74267101,0.892490546,0.574011299
56,E01002819,Kensington and Chelsea 012B,0.455691437,1.331348263,0.344285604,0.495354331,0.562171629,0.743879473,0.915441176,0.676625659
58,E01002825,Kensington and Chelsea 008B,0.451089443,1.291685906,0.345711094,0.52942029,0.456043956,0.750977836,0.907614782,0.637860082
52,E01002813,Kensington and Chelsea 011A,0.448655636,1.010897347,0.440875769,0.516875,0.454545455,0.78757764,0.925876011,0.703216374
181,E01004727,Westminster 008D,0.440651741,1.25135274,0.349175421,0.559242054,0.669281046,0.812577065,0.922330097,0.623529412
247,E01033872,Southwark 004I,0.439530879,1.234722661,0.357152249,0.537058824,0.676783005,0.646540881,0.871834229,0.538694992
53,E01002816,Kensington and Chelsea 011C,0.431636071,1.12142205,0.37941026,0.513076923,0.629357798,0.800369686,0.90719697,0.564102564
108,E01003961,Southwark 012B,0.415916399,1.220641437,0.33752978,0.508181818,0.716384181,0.427937916,0.794599807,0.292792793
71,E01002890,Kensington and Chelsea 010C,0.407487861,0.901016599,0.44992629,0.508243243,0.378761062,0.771084337,0.940671909,0.762831858
256,E01035497,Wandsworth 038B,0.406391586,1.709152511,0.235839044,0.49375,0.746564885,0.611246944,0.902144772,0.615267176
110,E01003972,Southwark 016D,0.39284011,1.097980647,0.355675025,0.532241379,0.685575365,0.563157895,0.867576792,0.398387097
114,E01003979,Southwark 006E,0.38840632,1.338532008,0.289442054,0.506376812,0.687640449,0.682407407,0.804128902,0.508455468
112,E01003975,Southwark 004A,0.378242034,1.314024391,0.284886715,0.526081081,0.653585927,0.571589628,0.850645705,0.447619048
51,E01002812,Kensington and Chelsea 013A,0.367059579,0.825323875,0.451328192,0.526226415,0.604904632,0.773030708,0.924101198,0.585034014
69,E01002888,Kensington and Chelsea 013E,0.366950818,0.75556087,0.492311171,0.513333333,0.671912833,0.760638298,0.936497755,0.555690073
72,E01002891,Kensington and Chelsea 010D,0.34987229,0.993388143,0.356886349,0.527735849,0.539285714,0.759795571,0.931587838,0.660107335
220,E01032834,Southwark 035C,0.347903103,1.481806724,0.233948179,0.433428571,0.599353796,0.855889724,0.93865628,0.679032258
57,E01002824,Kensington and Chelsea 008A,0.347367794,1.328927772,0.264394702,0.536666667,0.488203267,0.75,0.892595606,0.64
246,E01033870,Southwark 004G,0.33275085,1.277081995,0.260763756,0.522,0.722737819,0.744129555,0.908422838,0.622969838
228,E01033597,Westminster 023F,0.318065213,1.267866196,0.251195735,0.478684211,0.72991453,0.665330661,0.815292949,0.455479452
274,E01035718,Westminster 019G,0.312307149,1.092332664,0.285792628,0.550621891,0.505464481,0.815135135,0.940031153,0.691256831
255,E01035496,Wandsworth 038A,0.303149537,1.678101142,0.178045343,0.48,0.635460993,0.739191074,0.90438247,0.675177305
166,E01004696,Westminster 017D,0.30191651,0.903779458,0.344961612,0.564848485,0.705627706,0.628834356,0.769550173,0.370317003
229,E01033599,Westminster 023G,0.292467992,1.28340218,0.227191283,0.439142857,0.739047619,0.565371025,0.82782475,0.36952381
74,E01002901,Kensington and Chelsea 018C,0.243199913,1.135853193,0.204587366,0.54106383,0.502272727,0.777511962,0.786948177,0.625
222,E01033132,Wandsworth 038D,0.234875802,1.443227239,0.164758988,0.457113402,0.721640489,0.753515914,0.921530162,0.630017452
257,E01035498,Wandsworth 038E,0.198799732,1.416905742,0.138265675,0.421384615,0.732718894,0.783529412,0.942434211,0.721966206
