FID,accessibility,WDI,HSA
459,1.738477229,1.718747166,2.98749968825
460,1.2229365460000001,1.7423017225,2.130034708
461,0.991776185,1.716356769,1.702241769
462,1.683813242,1.734582093,2.9173434140000003
463,1.100538242,1.751288539,1.92736001
464,1.3068966025,1.739783702,2.2737174094999997
465,1.1727918915000002,1.7648867115,2.0698832515000003
466,1.343482812,1.76384566,2.369696326
467,1.084734365,1.766533596,1.916219697
468,0.938329124,1.777031453,1.667440367
469,0.976163372,1.775260697,1.732944469
470,0.998303277,1.7752106925,1.772152288
471,1.942364184,1.6929225009375,3.28831361225
472,1.8993988021666668,1.71739585,3.2619930373333332
473,1.642256977,1.673510442,2.7535457145
474,1.272366113,1.656835043,2.1081007645
475,1.15414879,1.666424282,1.92316126
476,1.0672650495,1.6811554905000001,1.7904027685
477,0.864940056,1.743313484,1.507861662
478,1.4979905505,1.6490879607500002,2.47029547275
479,1.509055648,1.648088981,2.487057985
480,1.523615859,1.65163647025,2.5160782395
481,1.4697697635,1.6584529779000001,2.4374298653
482,1.4435434715,1.665513987,2.40433900675
483,1.364786454,1.712042541,2.336572468
484,1.219345531,1.654545369,2.017462501
485,1.2052125245,1.66182231,2.0028010295
486,1.29614449,1.691455186,2.19237032
487,1.108007096,1.703085189,1.887030475
488,1.041186253,1.718036711,1.788796206
489,0.8256251065,1.68763029,1.393272305
490,0.7805366505,1.676129228,1.308220022
491,4.0681399237499996,1.73047007125,7.04116371225
492,1.30430766,1.67793922,2.188548978
493,1.4350323815000001,1.6864668219999999,2.420107079
494,1.920300686,1.694164266,3.251293767
495,2.103052797,1.67427707,3.521093075
496,2.8564997,1.692345716,4.834185029
497,3.8821777754999998,1.713771108,6.6569917059999995
498,4.240878842,1.7409569845,7.3832160487500005
499,4.202083789,1.74155786,7.31817205
500,1.70358943275,1.6972220525000001,2.89140178325
501,1.568151992,1.71441099,2.688457009
502,1.660209891,1.683174574,2.794423076
503,1.608256658,1.705969878,2.743637414
504,1.748003907,1.677735831,2.932688787
505,1.796763381,1.665678428,2.992830003
506,1.7729347930000001,1.661990581,2.9466009274999996
507,1.741293903,1.688418378,2.940032627
508,1.59638193075,1.7041141515,2.71994986825
509,1.7082056953333333,1.6850653825000002,2.878229702
510,1.725737036,1.724847835,2.97663379
511,2.209042617,1.719401526,3.798231248
512,1.545240169,1.743098084,2.693505178
513,1.117401852,1.710419681,1.911226119
514,2.761983742,1.720290041,4.751413124
515,1.018238469,1.748072214,1.779954375
516,0.850051472,1.727292761,1.468287754
517,0.82869554,1.736933396,1.439388959
518,0.822059962,1.749924152,1.438542582
519,0.776542297,1.749924152,1.35889012
520,1.588592836,1.6954874,2.693439137
521,0.795882011,1.725689651,1.37344535
522,0.789978553,1.720991568,1.359546429
523,0.7383240075,1.75582723525,1.296420445
524,0.783013202,1.724396866,1.350225512
525,0.781715476,1.724396866,1.347987718
526,0.7776196,1.72710409,1.343029991
527,0.773943732,1.72710409,1.336681385
528,0.763553088,1.730923716,1.321652149
529,0.698236545,1.753263163,1.224192413
530,0.772670671,1.749924152,1.352115069
531,0.765770555,1.721585836,1.318339741
532,0.756082025,1.702090725,1.286920203
533,0.756724258,1.722835734,1.303711592
534,0.272680314,1.237682389,0.337491623
535,0.2637742025,1.2471650945000001,0.328959442
536,0.23229113324999998,1.22275723575,0.2846411215
537,0.23369411825,1.2370255287499998,0.29015147175
538,0.343779859,1.013996038,0.348591415
539,0.35776644599999996,1.1262479865000001,0.4025215575
540,0.198205533,1.202811713,0.238403936
541,0.357757118,1.159102715,0.412288028
542,0.47836853050000006,1.1544597365,0.5523500235000001
543,0.51371737025,1.1669307325,0.59985555125
544,0.5251988781666667,1.1783005518333334,0.6188651466666667
545,0.3704841765,1.104528376,0.410372584
546,0.4546712501666666,1.0663807648333334,0.48803888683333335
547,0.263936896,1.138524227,0.300498551
548,0.402429337,1.146137696,0.461239433
549,0.2659856395,1.282115052,0.3407217905
550,0.306314871,1.225762802,0.375469375
551,0.29032822599999997,1.184445113,0.34359087
552,0.255652435,1.681933448,0.429990382
553,0.254684672,1.661055697,0.423045426
554,0.257742938,1.623182075,0.418363717
555,0.24889444,1.649543576,0.410562225
556,0.244808447,1.654652851,0.405072995
557,0.196115828,1.650417344,0.323672964
558,0.201186369,1.69247397,0.340502692
559,0.239291964,1.641189045,0.392723351
560,0.185387186,1.671605077,0.309894162
561,0.186706911,1.708046405,0.318904068
562,0.183482176,1.759793196,0.322890685
563,0.181717891,1.757240563,0.31932205
564,0.234915878,1.720680245,0.40421511
565,0.138249148,1.749883491,0.241919902
566,0.136988908,1.730063629,0.236999527
567,0.126887893,1.697994592,0.215454956
568,0.124738985,1.684829625,0.210163936
569,0.119768398,1.64505865,0.197026039
570,0.131886855,1.644695074,0.21691366
571,0.121407875,1.646068734,0.199845707
572,0.12609866,1.622076877,0.20454172
573,0.2767433285,1.5889711745,0.43901130200000005
574,0.29027388025,1.56786364875,0.45383890475
575,0.267519442,1.657118874,0.443311517
576,0.232122953,1.69897006,0.394369947
577,0.14591506,1.636457924,0.238783856
578,0.143643696,1.598407054,0.229601097
579,0.154634473,1.631306048,0.252256151
580,1.7979396748333334,1.7597528108333333,3.1637182273333333
581,1.8473517841,1.7421562952999998,3.2184620895
582,1.9318590615588236,1.7125657376764707,3.308325051058824
583,1.9068216886666667,1.7263053289999999,3.291843112
584,1.9517698300833333,1.711560837333333,3.34062074725
585,1.911761229,1.71318769,3.275205804
586,1.802409637,1.7337236675,3.12533955525
587,1.416049205,1.748840431,2.476444101
588,1.062303286,1.706668586,1.812999647
589,1.4885339635000001,1.781435016,2.650341778
590,1.554880939,1.759855096,2.736365144
591,1.228081419,1.714425185,2.105453715
592,1.38679277,1.69359429,2.348664317
593,1.304494548,1.692965658,2.20846447
594,1.207233202,1.674011127,2.020921812
595,1.332761186,1.672885648,2.229557061
596,1.23349643725,1.6764607575000001,2.0679303082500002
597,1.341627661,1.666261539,2.235502571
598,1.21346673,1.7217391295,2.0893433515
599,1.302698807,1.715237406,2.2344377225
600,1.2394579895,1.692743296,2.0986599362500002
601,1.314619297,1.7092891663333332,2.246989667833333
602,1.339687777,1.690934628,2.265324454
603,1.3946797270000002,1.684917598,2.3496314875
604,1.312706706625,1.684853261,2.211865674
605,1.323476625,1.672204529,2.213123607
606,1.3601259411666666,1.6729091218333334,2.275309761
607,1.227480433,1.710961877,2.100172227
608,1.33670264,1.711229153,2.2873549385
609,1.28544464,1.707240752,2.194563475
610,1.294219828,1.685198144,2.181016851
611,1.2950808695,1.6826546185,2.1788986715
612,1.333226805,1.674940604,2.233075711
613,1.269282629,1.695109204,2.151572667
614,1.223665201,1.681471017,2.05755757
615,1.315926176,1.6766298045,2.2063028375
616,1.2230002741666668,1.6761995,2.0499859803333336
617,1.26718525775,1.6710344854999999,2.1175237795
618,0.543654459,1.652667867,0.898480255
619,0.592372873,1.727340312,1.023229543
620,0.617302262,1.720948187,1.062345209
621,0.8132156655,1.665644127,1.3534399195
622,0.741115584,1.715609447,1.271464897
623,0.779385381,1.67646594,1.306557186
624,0.78664222025,1.6579205865,1.3046522115
625,0.863385097,1.644255966,1.419626097
626,0.699637505,1.713993617,1.199174217
627,0.691897538,1.744855873,1.207261482
628,0.663937166,1.718603969,1.14104505
629,0.69070001,1.714844442,1.184443074
630,0.737479018,1.692924123,1.24849602
631,0.748966496,1.703393439,1.275784616
632,1.237755362,1.692413628,2.094794042
633,0.918718032,1.710621939,1.571579221
634,0.890383988,1.717409808,1.5291755415
635,1.3426648036666666,1.7020068845,2.2846555431666666
636,1.19323934,1.724888874,2.058205261
637,1.140535328,1.666254848,1.900422519
638,1.1346012905,1.7033185180000001,1.932030153
639,1.2435296925000001,1.713039596,2.1299674425
640,1.9520186225,1.7278720525,3.3728443400000003
641,1.8042674545,1.7223136641666665,3.1089959116666663
