FID,accessibility,WDI,HSA
10035,0.813540403,1.46776006,1.19408211
10035,0.860095527,1.464683375,1.259767619
10035,0.773461179,1.483829356,1.147684403
10035,0.787329522,1.476046251,1.162134789
10036,0.884208618,1.47378198,1.303130727
10037,0.877341408,1.474030532,1.293228022
10038,0.891056037,1.48179393,1.320361427
10039,0.444520947,1.588505413,0.706123931
10040,0.852475691,1.475050429,1.257444633
10041,0.787205563,1.472672294,1.159295822
10041,0.778285511,1.473072969,1.146471348
10042,0.864011382,1.476942916,1.27609549
10042,0.837880175,1.496380891,1.253787883
10043,0.845527244,1.488798183,1.258819425
10044,0.856887596,1.495695674,1.28164307
10045,0.87810846,1.485454497,1.30439016
10045,0.862530361,1.487165739,1.282725603
10046,1.018293729,1.475381584,1.502371815
10047,1.096953246,1.467275743,1.609532889
10048,0.951447819,1.498210228,1.425468855
10048,0.859848839,1.486833065,1.278451685
10049,1.07044026,1.474469409,1.578331417
10050,0.742678423,1.524041197,1.131872513
10051,0.575512203,1.558206064,0.896766606
10052,1.443000111,1.459131082,2.105526313
10052,1.521041524,1.447813806,2.202184918
10053,1.401151942,1.455536949,2.039428424
10054,0.939805264,1.479309389,1.39026275
10055,0.555876662,1.535214005,0.853389636
10056,0.423338416,1.610520669,0.681795269
10057,1.215269777,1.423074392,1.729419298
10058,1.357906471,1.43819952,1.952940435
10058,1.232845012,1.452313049,1.790476899
10059,1.413537753,1.44549209,2.043257641
10060,1.475887469,1.448094281,2.137224203
10061,1.691499503,1.411778837,2.388023201
10061,1.776820545,1.430463912,2.541677668
10061,1.712676846,1.428130847,2.445926634
10061,1.5267275,1.42884775,2.181461153
10062,1.65589604,1.411778837,2.337758984
10062,1.392338292,1.429503605,1.990352608
10063,1.871320327,1.410745414,2.639956569
10064,1.356537388,1.43819952,1.950971419
10064,0.866349155,1.478332064,1.280751735
10065,0.751419278,1.474022999,1.107609297
10066,0.862578535,1.48613853,1.281911196
10067,0.98733047,1.431534579,1.41339771
10068,1.020304439,1.443542933,1.472853263
10069,0.986647809,1.451496867,1.432116203
10070,1.454709221,1.449670399,2.108848895
10070,1.198750584,1.469169627,1.761167948
10071,1.377322894,1.461651521,2.013166103
10072,1.507124602,1.449670399,2.184833922
10073,1.726690112,1.414997995,2.443263046
10073,1.553497767,1.443884285,2.243071011
10074,1.811997223,1.384059915,2.507912722
10074,1.811997223,1.384059915,2.507912722
10074,1.809365243,1.388935138,2.513090964
10074,1.809365243,1.388935138,2.513090964
10075,1.684295704,1.439597062,2.424707148
10075,1.750047381,1.436825863,2.514513339
10076,1.767820947,1.400615939,2.476038195
10077,1.842008317,1.385120973,2.551404352
10077,1.842008317,1.385120973,2.551404352
10077,1.810580621,1.388935138,2.514779045
10077,1.810580621,1.388935138,2.514779045
10078,1.24058663,1.400638129,1.737612936
10079,1.057710323,1.384777168,1.464693106
10080,1.380795335,1.406279502,1.941784176
10081,1.810333302,1.381346341,2.500697282
10081,1.810333302,1.381346341,2.500697282
10081,1.644404737,1.389061568,2.284179422
10081,1.644404737,1.389061568,2.284179422
10082,1.886370618,1.383569046,2.609923996
10082,1.696472664,1.392351092,2.362085566
10083,1.889643644,1.371809002,2.592230162
10083,1.883931873,1.383569046,2.606549824
10083,1.883931873,1.383569046,2.606549824
10083,1.878009388,1.364265557,2.562103524
10083,1.862993899,1.370475546,2.553187581
10083,1.862993899,1.370475546,2.553187581
10084,1.892605388,1.38348355,2.618388421
10085,0.697892225,1.47538996,1.029663183
10086,0.670215629,1.446023944,0.969147847
10086,0.533697535,1.461397247,0.779944109
10087,0.626693198,1.476866655,0.925542287
10088,0.751015593,1.505290983,1.130497
10089,0.666661903,1.471311838,0.98086755
10090,0.750516932,1.480421352,1.111081291
10091,0.828224726,1.481965994,1.22740088
10092,0.849449099,1.478330341,1.255766376
10093,0.899872072,1.458744227,1.31268319
10094,1.110376797,1.480322039,1.643715244
10094,0.962061221,1.480656905,1.424482589
10095,1.043353622,1.457693689,1.52088999
10096,1.115795275,1.470506863,1.64078461
10097,1.157327362,1.469868509,1.701119044
10098,1.096584389,1.482233041,1.625393615
10099,1.315113915,1.463932587,1.925238115
10099,1.263180657,1.463932587,1.849211326
10100,1.429571934,1.459270581,2.086132266
10101,1.444378353,1.454672641,2.101097673
10101,1.188266335,1.464979969,1.740786379
10102,1.621356556,1.45130153,2.353077251
10102,1.635061844,1.440067006,2.354598615
10102,1.495523773,1.453947934,2.1744137
10102,1.545713271,1.449024373,2.239776204
10103,1.773750253,1.437127052,2.549104473
10103,1.679981297,1.437833271,2.415533002
10104,1.263708379,1.463471604,1.849401329
10104,1.283602532,1.444325629,1.853940036
10104,1.224771578,1.459766017,1.787879929
10104,1.232921574,1.451923824,1.790108207
10105,1.279813966,1.46112773,1.869971675
10106,1.760700742,1.421113649,2.502155855
10107,0.62962442,1.588456411,1.000130946
10108,0.993472525,1.597011227,1.586586775
10109,1.017533701,1.591045672,1.618942591
10109,0.993977738,1.590142716,1.58056646
10110,1.072933335,1.603469408,1.72041578
10111,1.021812931,1.602358473,1.637310607
10112,1.064261278,1.579237977,1.680721828
10113,1.115246732,1.581501479,1.763764356
10114,1.159831134,1.569111959,1.819904902
10114,1.110772146,1.571416636,1.74548583
10115,0.669371616,1.524229211,1.020275771
10116,0.857727668,1.589093705,1.363009637
10117,0.900002703,1.484924467,1.336436034
10117,0.781587566,1.492690367,1.16666823
10118,0.897610718,1.474468625,1.323498842
10118,0.902968178,1.516229735,1.369107201
10119,1.022905929,1.574167249,1.610225012
10120,1.157096381,1.565978573,1.81198814
10120,1.14323992,1.578112274,1.80416095
10120,1.079170932,1.588125952,1.713859364
10120,1.070563326,1.587489547,1.699508089
10121,1.161375466,1.578270418,1.832964543
10121,1.175178032,1.563024113,1.836831601
10122,1.219518192,1.462507516,1.783554521
10122,1.255699611,1.454266167,1.82612146
10122,1.119695686,1.469411488,1.645293704
10122,1.183087822,1.476046325,1.746292433
10123,1.280131543,1.455696865,1.863483474
10124,1.277573162,1.443376941,1.844019643
10124,1.244142634,1.48176249,1.843523887
10124,1.270940416,1.442311033,1.833091384
10124,1.254117936,1.472346872,1.846496621
10124,1.241112175,1.493842474,1.854026082
10124,1.179664197,1.557737231,1.83760684
10124,1.238785846,1.493842474,1.850550913
10124,1.186204242,1.558745651,1.848990703
10125,0.645633442,1.556621479,1.005006883
10126,0.637539838,1.553404493,0.990357248
10127,0.70245105,1.572550016,1.10463941
10128,0.580098339,1.597396799,0.92664723
10129,0.635276306,1.593382717,1.012238286
10130,0.69645811,1.568917018,1.092684981
10130,0.722884487,1.562262499,1.129335326
10131,0.914167853,1.589049421,1.452657897
10131,0.628440792,1.592388074,1.000721623
10132,0.724748625,1.603794035,1.162347522
10133,0.961195808,1.573721732,1.512654731
10134,0.956228424,1.594314393,1.524528738
10134,0.783128105,1.600336561,1.253268538
10135,0.741458542,1.537560131,1.140037092
10135,0.740681458,1.537560131,1.138842279
10135,0.771888561,1.571624163,1.213118713
10135,0.771286136,1.571624163,1.212171927
10136,0.787888532,1.560830575,1.229760511
10136,0.787886059,1.560830575,1.229756651
10136,0.81946547,1.543790903,1.265083338
10136,0.798762253,1.534264845,1.225512844
10136,0.798757651,1.534264845,1.225505783
10136,0.796716597,1.553027489,1.237322777
10137,0.786566262,1.604639775,1.26215551
10138,0.786604014,1.579876373,1.242737097
10138,0.778332717,1.577933663,1.228157395
10138,0.75487811,1.517561031,1.145573603
10138,0.751846876,1.521660242,1.144055499
10139,0.810412012,1.576956859,1.277984781
10140,1.0843347,1.585248584,1.718940048
10140,1.05379504,1.573721732,1.658380154
10141,1.13002242,1.554077055,1.756141915
10141,1.032407038,1.582591758,1.633878869
10142,0.750852763,1.583430795,1.188923388
10143,0.689712644,1.603656203,1.106061959
10143,0.690480155,1.598024852,1.103404447
10143,0.618550446,1.573550042,0.973320079
10143,0.619694739,1.573550042,0.975120682
10144,0.768392109,1.555899405,1.195540826
10144,0.769864763,1.595961766,1.228674727
10144,0.762108134,1.560401041,1.189194326
10144,0.763629432,1.560401041,1.191568161
10144,0.730720955,1.589003346,1.161118042
10144,0.724848527,1.604959107,1.163352245
10144,0.693080076,1.594539328,1.105143439
10144,0.692677648,1.595126452,1.104908439
10145,0.826157802,1.553141764,1.283140186
10145,0.77735381,1.566987572,1.218103759
10146,0.72856361,1.656869282,1.207134666
10146,0.796772481,1.643570854,1.309552027
10147,0.725669609,1.650720328,1.197877574
10147,0.626956485,1.621332435,1.016504885
10148,0.802446172,1.630813864,1.308640342
10148,0.761858738,1.631861815,1.243248183
10148,0.752602217,1.635226902,1.230675391
10148,0.746920715,1.640864693,1.22559583
10149,0.741139241,1.68432592,1.248320033
10149,0.75490901,1.649248712,1.245032713
10149,0.743564973,1.673878383,1.244637335
10149,0.753496211,1.649248712,1.242702656
10149,0.72075653,1.690432697,1.218390405
10149,0.767895476,1.693603181,1.300510221
10149,0.722084452,1.690432697,1.220635168
10149,0.767746735,1.693603181,1.300258313
10150,0.910726754,1.629390358,1.483929392
10150,0.902459078,1.627536626,1.468785203
10150,0.854119527,1.622376567,1.385703507
10150,0.802584809,1.630813864,1.308866433
10151,0.877138516,1.655442045,1.452051979
10151,0.877757039,1.655442045,1.453075907
10151,0.904982505,1.695129555,1.534062591
10151,0.869484344,1.687739303,1.467462901
10151,0.869265836,1.687739303,1.467094116
10151,0.857631871,1.733622575,1.486809973
10152,0.590149601,1.677277956,0.989844917
10153,0.705439198,1.614310742,1.138798076
10154,0.750005706,1.604245955,1.20319362
10154,0.751846748,1.647971772,1.239022218
10154,0.741509172,1.6899761,1.253132778
10154,0.751039401,1.679447834,1.261331496
10155,0.766347248,1.640792161,1.257416557
10155,0.724976341,1.642955361,1.191103766
10155,0.713556011,1.611176029,1.14966434
10155,0.710318276,1.611176029,1.144447779
10156,0.778095845,1.618378807,1.259253825
10156,0.778198401,1.618378807,1.2594198
10156,0.77668028,1.628752051,1.265019599
10156,0.778074005,1.618378807,1.25921848
10156,0.774356019,1.625254086,1.258525283
10156,0.774066809,1.625254086,1.258055244
10156,0.774184279,1.621280931,1.255170208
10156,0.774285328,1.625254086,1.258410392
10157,0.761974682,1.643432987,1.252254327
10157,0.794303384,1.606695674,1.276203811
10157,0.787280962,1.630550157,1.283701095
10157,0.779733428,1.600796398,1.248194463
10158,0.759943154,1.659534279,1.261151714
10158,0.754573016,1.666346481,1.25738009
10159,0.764790087,1.659534279,1.269195365
10159,0.812347692,1.649969807,1.340349165
10160,0.700952099,1.628671994,1.141621052
10160,0.670003795,1.648713078,1.104644019
10161,0.693187,1.699915173,1.178359099
10161,0.610462675,1.689767359,1.031539902
10162,0.697581781,1.667807856,1.163432374
10163,0.711071568,1.676922624,1.192411999
10164,0.809009949,1.66845196,1.349794234
10165,0.850398868,1.653179816,1.405862243
10166,0.874207887,1.666504629,1.45687149
10166,0.853794463,1.722707866,1.470838437
10166,0.876725418,1.664755245,1.459533238
10166,0.879314928,1.650851377,1.451618259
10166,0.855841944,1.68196261,1.43949415
10166,0.83101841,1.686872492,1.401822097
10166,0.818976001,1.68196261,1.377487011
10166,0.817160388,1.68196261,1.374433219
10167,0.550085582,1.654186914,0.909944371
10167,0.467579457,1.668555767,0.780182399
10168,0.478215798,1.675235557,0.801124109
10168,0.444103443,1.685556893,0.748561619
10169,0.554958388,1.667117855,0.925181037
10170,0.594740444,1.669657775,0.993013007
10171,0.668037361,1.659451266,1.108575445
10171,0.606330823,1.665037782,1.009563729
10172,0.588607255,1.655827943,0.97463234
10173,0.777842531,1.646409483,1.28064732
10173,0.72216136,1.649721845,1.191365371
10174,0.797253505,1.637052022,1.305145462
10175,0.810886688,1.648681022,1.336893494
10176,0.745164031,1.632837642,1.216731879
10176,0.609151526,1.67594747,1.020905958
10177,0.818885946,1.669459813,1.367097178
10177,0.813598454,1.657768897,1.348758212
10178,0.818229857,1.667386137,1.364305121
10179,0.37925679,1.761561397,0.668084122
10180,0.422317168,1.763443048,0.744732274
10181,0.433066119,1.770437201,0.766716367
10182,0.595252109,1.705366565,1.015123046
10183,0.443583658,1.751668956,0.777011723
10184,0.537414178,1.722218881,0.925544844
10185,0.456551149,1.756951351,0.802138159
10185,0.434667826,1.793807299,0.779710319
10186,0.441625091,1.771187513,0.782200846
10186,0.42145915,1.749210791,0.737220893
10187,0.416121353,1.787928627,0.743995279
10188,0.448010997,1.78357557,0.79906147
10189,0.440777314,1.787253396,0.787780751
10190,0.709326969,1.739359276,1.233774444
10190,0.66391235,1.784443289,1.184713937
10191,0.561752922,1.784049728,1.002195148
10192,0.813054449,1.739063052,1.413952952
10193,0.896442384,1.755517092,1.573719927
10193,0.877613975,1.747482923,1.533615434
10194,0.909605548,1.741775761,1.584328896
10194,0.689491775,1.814416416,1.251025195
10195,0.717135126,1.732070558,1.242128638
10196,0.607185699,1.748178258,1.061468839
10196,0.519436441,1.758052203,0.913196379
10197,0.918658364,1.728788512,1.588166026
10198,0.832658197,1.686296953,1.40410898
10199,0.936106315,1.701284877,1.592583517
10200,0.961491054,1.698559798,1.63315005
10201,1.010686462,1.589866918,1.60685697
10201,0.980836396,1.671913221,1.639873338
10202,1.039929059,1.622741848,1.687536404
10203,0.992412702,1.71599149,1.70297175
10204,1.35016023,1.742428668,2.352557892
10204,1.340229674,1.742428668,2.335254606
10204,1.299006566,1.753595077,2.27793152
10204,0.745594793,1.744501404,1.300691163
10204,0.73618677,1.744501404,1.284278854
10204,0.694811332,1.744501404,1.212099345
10205,0.780639312,1.770338311,1.38199568
10206,1.353929241,1.743800299,2.360982215
10206,1.355533447,1.742428668,2.361920339
10207,0.65417058,1.757773125,1.149883464
10208,0.706500858,1.766521639,1.248049053
10208,0.741034465,1.791227221,1.327361106
10209,1.298385091,1.701068507,2.208641987
10209,0.921735215,1.755385741,1.618000853
10210,1.360742837,1.674509794,2.278577208
10211,1.532173146,1.522275164,2.332389127
10212,1.404566958,1.529590458,2.148412217
10212,1.501336634,1.522275164,2.285447471
10213,1.270628967,1.665120033,2.115749748
10213,1.33493008,1.71356772,2.287493094
10214,0.896941974,1.492417621,1.338612006
10214,0.884972226,1.492417621,1.320748143
10214,0.895455967,1.492417621,1.336394264
10214,0.772123037,1.67341692,1.292083754
10214,0.754270895,1.693929336,1.277681596
10214,0.767988946,1.680172567,1.290353959
10215,1.044011469,1.491421206,1.557060843
10215,0.99493879,1.491421206,1.483872809
10215,0.955038716,1.498854742,1.431464308
10215,1.041398045,1.491421206,1.553163128
10215,1.205147717,1.564367759,1.885294234
10215,1.206321233,1.536110745,1.853043008
10215,1.055188518,1.489880754,1.572105065
10215,1.2024623,1.556408413,1.871522441
10216,0.501293514,1.739336804,0.871918258
10217,0.343649252,0.518906259,0.178321748
10218,0.228166211,0.470021227,0.107242962
10219,0.094649382,0.736650314,0.069723497
10220,0.579000283,0.584192424,0.338247579
10221,0.592173179,0.587975769,0.34818348
10222,0.61196442,0.524350427,0.320883805
10223,0.603753073,0.542993084,0.327833743
10224,0.646567661,0.551213671,0.356396934
10225,0.726214385,0.534841644,0.388409695
10225,0.709293531,0.545662751,0.38703506
10226,0.773916255,0.572493515,0.443062037
10226,0.784817543,0.530742378,0.416535929
10226,0.734392032,0.534841644,0.392783441
10226,0.747470617,0.599291784,0.447953
10227,0.282000288,0.546125817,0.154007638
10228,0.557567941,0.654502095,0.364929386
10229,0.624430566,0.618860597,0.386435472
10230,0.641235063,0.55712475,0.357247924
10230,0.647791535,0.55712475,0.360900697
10230,0.641199879,0.55712475,0.357228322
10230,0.650577903,0.551213671,0.358607434
10230,0.660080258,0.551256299,0.3638734
10230,0.650468034,0.551213671,0.358546873
10231,0.690969234,0.632774414,0.437227652
10231,0.689509122,0.586160303,0.404162876
10231,0.730394439,0.632774414,0.462174913
10231,0.682150693,0.617115184,0.42096555
10231,0.643248193,0.617115184,0.396958227
10231,0.687524189,0.592425137,0.407306612
10232,0.659111947,0.648924042,0.427713589
10233,0.647191226,0.656243817,0.424715241
10234,0.73303921,0.626202823,0.459031223
10235,0.731614898,0.632774414,0.462947188
10236,0.750314009,0.619779549,0.465029278
10236,0.741250062,0.619779549,0.459411629
10237,0.736276518,0.616746985,0.454096323
10237,0.785267006,0.599291784,0.470604065
10237,0.741557337,0.604988179,0.448633423
10237,0.742010988,0.604988179,0.448907876
10237,0.732647337,0.534841644,0.391850306
10237,0.734514991,0.55871685,0.410385902
10237,0.734065093,0.55871685,0.410134537
10237,0.733691065,0.55871685,0.409925561
10238,0.757732828,0.540192558,0.409321634
10238,0.771657322,0.616746985,0.475917327
10238,0.771054525,0.616746985,0.475545554
10238,0.76503316,0.540192558,0.41326522
10238,0.651233309,0.556977459,0.362722274
10238,0.70650743,0.545662751,0.385514788
10238,0.705927386,0.545662751,0.385198279
10238,0.700110683,0.551256299,0.385940424
10239,0.766867721,0.674393229,0.517170399
10240,0.782420995,0.619666819,0.484840329
10240,0.782200572,0.619666819,0.48470374
10240,0.781450757,0.613887379,0.479722757
10240,0.782942064,0.599291784,0.469210747
10240,0.78286208,0.652691024,0.510967053
10240,0.782226729,0.646628175,0.505809842
10241,0.777085601,0.619666819,0.481534162
10241,0.769523981,0.625567695,0.481389343
10242,0.75440221,0.680929156,0.51369446
10243,0.803311891,0.523163815,0.420263714
10243,0.803516902,0.518778474,0.416847272
10244,0.825528737,0.532185287,0.439334248
10244,0.826937561,0.532185287,0.440084004
10244,0.834698746,0.523163815,0.43668418
10244,0.797356868,0.582889843,0.46477122
10244,0.800536175,0.577640029,0.462421739
10244,0.807233942,0.576734557,0.46555971
10245,0.813341549,0.551818329,0.448816775
10245,0.791367955,0.606579431,0.480027524
10246,0.870243445,0.644433421,0.56081396
10246,0.81895476,0.682592703,0.559012543
10247,0.87934664,0.644433421,0.566680363
10247,0.886550424,0.589726534,0.522822309
10248,0.809717482,0.518778474,0.420064
10248,0.854388256,0.589726534,0.503855425
10249,0.4646203,0.671603207,0.312040484
10250,0.352378829,0.644992606,0.227281739
10251,0.622906573,0.611077142,0.380643968
10252,0.785434408,0.608012819,0.477554189
10253,0.792153421,0.597372572,0.473210726
10254,0.801911364,0.646041669,0.518068156
10255,0.791178796,0.646041669,0.51113447
10255,0.759946758,0.6000413,0.455999441
10256,0.074279283,0.93673071,0.069579686
10257,0.156525838,0.723910211,0.113310653
10258,0.199661275,0.766746255,0.153089535
10259,0.160047965,0.747464726,0.119630208
10259,0.160047965,0.747464726,0.119630208
10259,0.201980423,0.742031661,0.149875869
10259,0.201980423,0.742031661,0.149875869
10260,0.131307097,0.778053644,0.102163965
10260,0.058523044,0.983746068,0.057571815
10261,0.225220521,0.809667438,0.182353723
10261,0.166440183,0.697726448,0.116129718
10262,0.038840219,0.875373562,0.0339997
10263,0.037873753,0.833780384,0.031578392
10264,0.069055739,0.878857201,0.060690133
10265,0.081653381,0.801157082,0.065417185
10266,0.050399299,0.860115959,0.043349241
10267,0.083326588,0.697582246,0.058127148
10268,0.099975947,0.804785658,0.080459209
10269,0.139247368,0.854498667,0.11898669
10270,0.108448471,0.85312214,0.092519792
10271,0.027680036,0.905786971,0.025072216
10272,0.026003501,0.922618206,0.023991303
10273,0.021990974,1.043138703,0.022939636
10274,0.04083293,0.983189996,0.040146528
10275,0.031286107,0.993542509,0.031084078
10276,0.041503988,0.99184302,0.041165441
10277,0.029656021,0.982325174,0.029131856
10278,0.050486326,0.988433684,0.049902385
10279,0.012727045,1.344648585,0.017113403
10280,0.021824237,1.417798559,0.030942372
10281,0.023089518,1.390552877,0.032107195
10282,0.018950017,1.270758205,0.02408089
10283,0.034596508,1.190899604,0.041200968
10284,0.010053357,1.21831056,0.012248111
10285,0.031356609,1.274237157,0.039955756
10286,0.018001522,1.327188482,0.023891412
10287,0.110744066,1.275773159,0.141284307
10288,0.100927347,1.289585186,0.130154411
10289,0.071599536,1.266771872,0.090700279
10290,0.095364439,1.347201798,0.128475143
10291,0.074107572,1.353111927,0.10027584
10292,0.050599421,1.115907602,0.056464279
10293,0.105675667,1.265543312,0.133737134
10294,0.114180603,1.258323999,0.143676193
10295,0.134704579,1.217110628,0.163950374
10296,0.059660354,1.199661435,0.071572226
10297,0.090740712,1.20983027,0.109780861
10298,0.091417399,1.184162532,0.108253058
10299,0.122659085,1.252629754,0.15364642
10300,0.066436674,1.190937001,0.079121893
10301,0.093515952,1.159257363,0.108409055
10302,0.088901724,1.235548563,0.109842397
10303,0.091666007,1.212304109,0.111127077
10304,0.150865606,1.223505339,0.184584874
10305,0.255965717,1.244272483,0.318491098
10306,0.140879247,1.247105541,0.17569129
10307,0.247685163,1.26229551,0.312651869
10308,0.209699818,1.249698369,0.26206152
10309,0.221494265,1.200256036,0.265849828
10310,0.064749909,1.236402406,0.080056943
10311,0.135498669,1.197111953,0.162207077
10312,0.145802648,1.170196683,0.170617775
10313,0.219766916,1.21341477,0.266668422
10314,0.220604958,1.204444542,0.265706437
10315,0.253783268,1.213050259,0.307851858
10316,0.244220464,1.221632727,0.298347712
10317,0.22728949,1.204444542,0.273757585
10318,0.232333982,1.232995136,0.286466669
10319,0.23635578,1.232995136,0.291425526
10320,0.160618683,1.175936471,0.188877367
10321,0.231072276,1.207699731,0.279065925
10322,0.267991506,1.225635227,0.328459831
10322,0.267991506,1.225635227,0.328459831
10322,0.242571374,1.221632727,0.296333129
10322,0.242571374,1.221632727,0.296333129
10323,0.298613692,1.21653113,0.363272852
10323,0.308886509,1.242746837,0.383867732
10324,0.304557065,1.192304964,0.3631249
10325,0.208976078,1.210893552,0.253047786
10326,0.408764041,1.14430777,0.467751868
10327,0.358203606,1.195396635,0.428195386
10328,0.496706591,1.136913124,0.564712242
10329,0.517734498,1.189498562,0.615844441
10329,0.576930558,1.144993699,0.660581854
10330,0.416818298,1.202371183,0.50117031
10331,0.450182021,1.151925218,0.518576022
10332,0.457844931,1.156797698,0.529633962
10332,0.731891482,1.113967503,0.815303327
10333,0.69235133,1.140285917,0.789478472
10334,1.050347678,1.113253552,1.169303283
10335,1.902073601,1.095744134,2.08418599
10335,1.829210375,1.105526736,2.022240975
10336,1.87093419,1.102397775,2.062513689
10336,1.859122642,1.096043489,2.037679267
10336,1.932513797,1.092679554,2.111618313
10336,1.921807812,1.09845964,2.111028317
10337,1.968357286,1.08671261,2.139038684
10337,1.88460431,1.094650138,2.062982368
10337,2.199078401,1.065101152,2.342240938
10337,2.22109652,1.051596028,2.335696279
10337,1.951462272,1.090361784,2.127799884
10337,2.166267834,1.081561089,2.342950998
10337,2.224538887,1.049612735,2.334904346
10337,2.175332265,1.074113471,2.33655369
10337,2.13804875,1.071431459,2.290772691
10337,2.160042484,1.057981411,2.285284795
10338,2.069244758,1.067769965,2.209477404
10338,2.073622637,1.066878043,2.212302462
10338,2.138938734,1.073304034,2.295731572
10338,2.136193425,1.073304034,2.292785021
10339,1.434063552,1.088729039,1.561306633
10339,1.466603326,1.084825023,1.591007987
10340,1.28051574,1.107488221,1.418156099
10341,1.443577536,1.065732722,1.538467817
10341,1.443773039,1.065732722,1.53867617
10341,1.602073951,1.069211471,1.712955845
10341,1.460879578,1.058713458,1.546652869
10341,1.671414142,1.076663242,1.799550169
10341,1.678035403,1.08596036,1.822279929
10341,1.507407785,1.079636242,1.627452075
10341,1.715778667,1.105808923,1.89732336
10341,1.715965756,1.105808923,1.897530245
10341,1.806391113,1.112413645,2.009454122
10341,1.77536563,1.113704504,1.977232698
10341,1.875479243,1.10779552,2.077647504
10341,1.884317687,1.108377058,2.088534494
10341,1.78657609,1.115895469,1.993632164
10342,1.432628345,1.067328474,1.529085026
10342,1.468953853,1.056397837,1.551799673
10342,1.472438447,1.056397837,1.555480791
10342,1.466418526,1.069110969,1.567764131
10342,1.419867044,1.105687697,1.569929522
10342,1.422373292,1.109900852,1.578693328
10343,1.628378513,1.083809875,1.764852714
10343,1.44367981,1.092740408,1.577567265
10343,1.89673482,1.115830517,2.116434595
10343,1.73216819,1.12508631,1.948838718
10344,2.22698444,1.087565079,2.42199051
10344,2.012943577,1.097184642,2.208570779
10345,2.142515388,1.078766473,2.311273768
10345,2.096442174,1.073162952,2.249824072
10345,2.094184032,1.086281954,2.274874321
10345,2.188577103,1.087436395,2.379938395
10345,2.185542044,1.093253248,2.389350938
10345,2.175773786,1.05097655,2.286687227
10346,2.214963225,1.083465497,2.399836231
10347,2.170205601,1.08325737,2.350891211
10347,2.167853878,1.08325737,2.34834369
10347,2.169404596,1.084852203,2.353483355
10347,2.128034455,1.084373418,2.307583995
10348,2.200327395,1.079687526,2.37566604
10348,2.204877405,1.074990188,2.370221577
10348,2.159593785,1.071322509,2.313621433
10348,2.207018255,1.086256566,2.397388072
10348,2.243415471,1.080388075,2.423759321
10348,2.242410922,1.090660866,2.445709837
10348,2.127819573,1.087930221,2.31491922
10348,2.13251556,1.085357452,2.314541655
10348,2.127665926,1.092554937,2.324591912
10348,2.154363581,1.077337834,2.320977394
10348,2.139257472,1.091820025,2.335684147
10348,2.141158988,1.089447919,2.332681204
10349,2.201313123,1.099758845,2.420913578
10349,2.205244698,1.086256566,2.395461534
10349,2.225547266,1.089933429,2.425698363
10349,2.201251705,1.098132974,2.417267082
10350,2.208669811,1.090816357,2.409253158
10350,2.207401697,1.093077804,2.412861799
10350,2.170756258,1.097847456,2.383159235
10350,2.170767901,1.092644498,2.371877603
10350,2.169973009,1.095610398,2.377444991
10350,2.172956296,1.109584249,2.41107808
10350,2.204673451,1.100716586,2.426720633
10350,2.205120703,1.086256566,2.395326844
10350,2.205240234,1.096170461,2.417319205
10350,2.20524424,1.096170461,2.417323596
10350,2.204584983,1.09762233,2.419801707
10350,2.207364145,1.093077804,2.412820753
10351,2.173189731,1.118686299,2.431117579
10351,2.102983699,1.118353134,2.35187841
10351,2.172607982,1.105069367,2.400882527
10351,2.14018526,1.115731495,2.387872101
10351,2.142150752,1.119486671,2.398109214
10351,2.172896551,1.108940291,2.409612535
10351,2.107108034,1.1076849,2.334011751
10351,2.04374714,1.086846303,2.221239023
10351,2.107485682,1.109851592,2.33899634
10351,2.074498327,1.102291249,2.286701351
10351,2.078697934,1.100149778,2.286879071
10351,2.106765256,1.1076849,2.333632061
10352,2.095720391,1.083726368,2.271187448
10352,2.052323603,1.093314031,2.243834191
10352,2.176570621,1.083213187,2.35769
10352,2.137668439,1.091137315,2.332489801
10353,2.039081921,1.095955171,2.234742375
10354,1.629933279,1.081548121,1.762851275
10355,1.644066539,1.059189984,1.74137881
10356,1.552661244,1.045409705,1.623167132
10357,1.875153338,1.051066924,1.970911651
10357,1.363343893,1.062216693,1.448166641
10358,1.856451993,1.097730779,2.037884493
10358,1.458755212,1.084407738,1.581885439
10359,1.588119626,1.043870723,1.657791582
10359,1.466617105,1.043120567,1.529858466
10359,1.477091013,1.04690518,1.546374233
10359,1.463947793,1.076910129,1.576540207
10360,1.833652758,1.048552735,1.922681614
10361,2.004425719,1.068681531,2.142092747
10362,1.871157516,1.045520495,1.956333532
10363,2.07437016,1.078102661,2.23638399
10363,2.141928936,1.065797154,2.282861764
10364,2.036203522,1.075781789,2.190510667
10365,2.063907146,1.079565556,2.228123065
10366,2.071307625,1.058144872,2.191743543
10366,2.02323256,1.090251432,2.205832197
10366,1.997817193,1.063668648,2.125015512
10366,2.082048825,1.064842681,2.217054452
10367,2.032789599,1.07899225,2.193364222
10368,1.803148675,1.068221778,1.926162684
10369,1.829058239,1.040740712,1.903575374
10370,2.132252291,1.033137539,2.202909884
10371,3.195367905,1.038700399,3.319029918
10371,2.855424084,1.063651997,3.037177529
10372,3.525957554,1.076790735,3.796718424
10373,2.061094979,1.061723821,2.188313636
10373,2.004563073,1.052817385,2.110438853
10374,3.399799014,1.077445707,3.663098852
10375,4.092787962,1.121601334,4.590476438
10375,3.896270234,1.121299669,4.368886522
