FID,Rail30,Rail25,Rail19,Rail16,Rail13,Road30,Road25,Road19,Road16,Road13,River30,River25,River19,River16,River13,Aviat30,RailF30,RailP30,ShipCom30,ShipPass30,ShipSmal30,RdCarD30,RdCarE30,RdCarP30,RdHGVA30,RdHGVR30,RdLGVD30,RdLGVE30,RdLGVP30,RdMoto30,RdCoach30,RdPHVD30,RdPHVE30,RdPHVP30,RdTaxi30,RdLTBus30,Aviat25,RailF25,RailP25,ShipCom25,ShipPass25,ShipSmal25,RdCarD25,RdCarE25,RdCarP25,RdHGVA25,RdHGVR25,RdLGVD25,RdLGVE25,RdLGVP25,RdMoto25,RdCoach25,RdPHVD25,RdPHVE25,RdPHVP25,RdTaxi25,RdLTBus25,Aviat19,RailF19,RailP19,ShipCom19,ShipPass19,ShipSmal19,RdCarD19,RdCarE19,RdCarP19,RdHGVA19,RdHGVR19,RdLGVD19,RdLGVE19,RdLGVP19,RdMoto19,RdCoach19,RdPHVD19,RdPHVE19,RdPHVP19,RdTaxi19,RdLTBus19,Aviat16,RailF16,RailP16,ShipCom16,ShipPass16,ShipSmal16,RdCarD16,RdCarE16,RdCarP16,RdHGVA16,RdHGVR16,RdLGVD16,RdLGVE16,RdLGVP16,RdMoto16,RdCoach16,RdTaxi16,RdLTBus16,Aviat13,RailF13,RailP13,ShipCom13,ShipPass13,ShipSmal13,RdCarD13,RdCarE13,RdCarP13,RdHGVA13,RdHGVR13,RdLGVD13,RdLGVE13,RdLGVP13,RdMoto13,RdCoach13,RdTaxi13,RdLTBus13,Shape_Area
56,0,0,0,0,0,0.373659221,0.450641492,0.727695445,1.051205948,1.173530249,0,0,0,0,0,0,0,0,0,0,0,0.01493092,0.017011242,0.044435057,0.003988123,0.049891592,0.072378302,0.021357679,0.002506127,0.020953242,0.035107699,0.005624138,0.016911343,0.003403193,0.027410332,0.037750234,0,0,0,0,0,0,0.035944814,0.007069739,0.070670321,0.004432367,0.054904072,0.097991117,0.00417877,0.001940009,0.022009235,0.035851404,0.016244521,0.011715304,0.008051882,0.041365111,0.038272827,0,0,0,0,0,0,0.097993728,0.002136226,0.088437349,0.006337762,0.073846761,0.130174286,0.001995528,0.001519849,0.025251182,0.042300174,0.039594962,0.000944831,0.061137645,0.111818022,0.04420714,0,0,0,0,0,0,0.182317431,0.001293326,0.140973672,0.009985117,0.09894974,0.166730784,0.00053508,0.001300809,0.015300274,0.018769603,0.333777863,0.08127225,0,0,0,0,0,0,0.187135941,8.82E-05,0.17161319,0.010812522,0.105743209,0.206506467,5.47E-05,0.001944191,0.0179325,0.021123569,0.35718611,0.093389652,0.401300502
57,0,0,0,0,0,0.120323422,0.141721545,0.179409166,0.242563452,0.252776028,0,0,0,0,0,0,0,0,0,0,0,0.004910375,0.005128909,0.01535295,0.003706934,0.015723815,0.029183216,0.006832641,0.001013768,0.002766613,0.006507278,0.001706985,0.004809101,0.001116474,0.00587347,0.015690893,0,0,0,0,0,0,0.010780049,0.00196818,0.023250779,0.00388031,0.016439541,0.0394936,0.001006054,0.000797107,0.002830353,0.006625764,0.004602592,0.002997176,0.002611917,0.00862156,0.015816561,0,0,0,0,0,0,0.02090621,0.00024878,0.02463385,0.00428073,0.017773925,0.038224193,0.000239042,0.000415532,0.002757994,0.008052608,0.009029848,0.000194404,0.01411715,0.020006162,0.018528737,0,0,0,0,0,0,0.042672679,0.000136258,0.049650704,0.006454802,0.03328132,0.05650543,7.38E-05,0.000578146,0.006216774,0.011918272,0.014130741,0.020944513,0,0,0,0,0,0,0.044106447,2.76E-05,0.053597714,0.006677682,0.033972777,0.057036613,2.26E-05,0.000803027,0.007124531,0.012484804,0.015263965,0.021658324,0.01265395
58,0.000199331,0.000197749,0.000197749,0.000922761,0.000804047,1.26142015,1.494844169,1.881963788,2.21916687,2.405072751,0,0,0,0,0,0,0.000199331,0,0,0,0,0.042768612,0.048987297,0.127982832,0.014926655,0.180784323,0.281587954,0.084257258,0.009885148,0.066652534,0.059641116,0.019698621,0.059396964,0.011964798,0.090206115,0.162679923,0,0.000197749,0,0,0,0,0.100670732,0.019945503,0.199415205,0.015938556,0.192158273,0.396475631,0.017167317,0.007967793,0.068635444,0.06071504,0.054751235,0.039582351,0.027235079,0.129872862,0.164313149,0,0.000197749,0,0,0,0,0.211078219,0.004702052,0.194448594,0.015372246,0.186660838,0.39972616,0.006401328,0.004873702,0.061639146,0.063315519,0.10012094,0.002414421,0.155924868,0.289192473,0.186093282,0,0.000922761,0,0,0,0,0.376286799,0.002968233,0.323234516,0.018365557,0.221649125,0.494059687,0.00178011,0.004326983,0.056554974,0.069743385,0.464223415,0.185974086,0,0.000804047,0,0,0,0,0.364942019,0.000198152,0.385232985,0.019046384,0.226397107,0.575376203,0.000178415,0.006346484,0.064835068,0.07477883,0.489910057,0.197831046,0.922415351
59,0.000131787,0.000130741,0.000130741,0.000146475,0.0000685,1.095738505,1.281436411,1.615176768,2.457211141,2.620898536,0,0,0,0,0,0,0.000131787,0,0,0,0,0.046648945,0.047292556,0.141865284,0.048368802,0.20837377,0.229757811,0.052723971,0.007831724,0.020396319,0.065813291,0.009028198,0.024601067,0.005740106,0.035319125,0.151977536,0,0.000130741,0,0,0,0,0.103188601,0.018147805,0.214864088,0.049697228,0.213764777,0.321801662,0.008007468,0.006363191,0.020950458,0.06664023,0.024325458,0.015308578,0.013411198,0.051446273,0.153519394,0,0.000130741,0,0,0,0,0.215479116,0.002339114,0.233320477,0.056073843,0.234749268,0.340275983,0.001959703,0.003421508,0.020584384,0.087149982,0.04656329,0.000962049,0.070097564,0.124386638,0.17781385,0,0.000146475,0,0,0,0,0.499669166,0.001498003,0.546334673,0.040804126,0.30640011,0.585825686,0.000695566,0.005448353,0.064858397,0.047492442,0.124274505,0.233910113,0,0.0000623,0.0000062,0,0,0,0.514908197,0.000296679,0.576891765,0.044463993,0.33037781,0.639252337,0.000222053,0.007898992,0.072695168,0.052978301,0.134834749,0.246078493,0.387137258
60,0.000226071,0.000224276,0.000224276,0.00026703,0.000133639,0.122685568,0.144264956,0.200325238,0.223399591,0.245994801,0,0,0,0,0,0,0.000226071,0,0,0,0,0.004467085,0.004917775,0.012816989,0.00135365,0.015506493,0.023232487,0.006362939,0.00074661,0.00426835,0.009202638,0.001939372,0.005674408,0.001137627,0.006594819,0.024464326,0,0.000224276,0,0,0,0,0.010784148,0.002005468,0.02000593,0.00138471,0.015870202,0.03253964,0.001274435,0.000591632,0.004353179,0.009378613,0.005321673,0.003731318,0.002555599,0.009665995,0.024802412,0,0.000224276,0,0,0,0,0.02401142,0.000464893,0.01921583,0.001277977,0.014663032,0.030585483,0.000382198,0.000290981,0.004040704,0.010750481,0.011190439,0.000259026,0.016720841,0.038117489,0.028354444,0,0.00026703,0,0,0,0,0.046385824,0.000368753,0.041143563,0.001332223,0.014403981,0.046908957,0.00013742,0.000344307,0.003897525,0.00527566,0.034963807,0.028237572,0,0.000120039,0.0000136,0,0,0,0.043735473,2.46E-05,0.047787833,0.001433425,0.015321871,0.058043785,1.42E-05,0.000503553,0.004368182,0.005795273,0.038438378,0.030528295,0.154158664
61,7.16E-05,7.11E-05,0.0000711,0.0000565,0.00005,2.395651097,2.773322787,3.227142284,4.04174107,4.530087419,0.992420269,0.920424637,0.724279606,0.74021,0.85328,0,7.16E-05,0,0.114059852,0.877320417,0.00104,0.069702409,0.080269624,0.209812499,0.024121995,0.309984622,0.383007751,0.115095755,0.013505057,0.104368189,0.255155988,0.022185473,0.067486882,0.013608144,0.181567648,0.545779062,0,7.11E-05,0,0.120847657,0.798536981,0.00104,0.160357506,0.032081562,0.320899407,0.026188172,0.335866459,0.536144683,0.023339499,0.010834886,0.10728711,0.266678587,0.061795283,0.045084516,0.031049131,0.263972155,0.551743828,0,0.0000711,0,0.134527719,0.588711887,0.00104,0.283756734,0.00650227,0.268867727,0.023681106,0.30064314,0.499009281,0.008171242,0.006223964,0.092062709,0.276222318,0.106151894,0.002596529,0.167641399,0.554941833,0.630670137,0,0.0000565,0,0.1024,0.63677,0.00104,0.535413131,0.004397106,0.478948285,0.019500165,0.29005991,0.717995752,0.002522153,0.006132098,0.116110996,0.344061494,1.015648879,0.510951101,0,0.00005,0,0.13213,0.72011,0.00104,0.528751992,0.000303361,0.589898,0.021519553,0.31402303,0.870207462,0.000260003,0.009250193,0.137803132,0.388695192,1.114987044,0.554388457,0.756431429
62,0.000513147,0.000509075,0.000509075,0.000396577,0.000334663,0.736718879,0.847091484,1.14545674,1.487553197,1.635638112,0.789167206,0.719314756,0.532236775,0.57391,0.64938,0.001209429,0.000513147,0,0.006729164,0.781518042,0.00092,0.019628001,0.022421421,0.058567523,0.008144755,0.099204071,0.148079163,0.044335,0.005201834,0.033439128,0.065790249,0.008182509,0.024748953,0.004981759,0.052850781,0.141143732,0.001209612,0.000509075,0,0.007057091,0.711337666,0.00092,0.044667555,0.008813158,0.088099934,0.008494283,0.103335402,0.209594539,0.009082135,0.004215804,0.034155625,0.067160337,0.022314781,0.016182451,0.01112674,0.07699203,0.142856708,0.00131615,0.000509075,0,0.006896586,0.524420189,0.00092,0.109798535,0.00242523,0.100281363,0.010616345,0.13039791,0.218291019,0.003508804,0.002671773,0.034236539,0.07202053,0.044562185,0.00107791,0.069602206,0.183002167,0.162964223,0.001042483,0.000396577,0,0.00576,0.56723,0.00092,0.193335258,0.001492356,0.162606723,0.00922419,0.147611202,0.28982962,0.001079011,0.002623041,0.04925198,0.160194109,0.303775497,0.16653021,0.000988797,0.000334663,0,0.00698,0.64148,0.00092,0.192077964,0.000101183,0.196757419,0.010075326,0.15900938,0.336464405,0.00010885,0.003872204,0.057255845,0.179959484,0.320401246,0.179554803,0.572498389
63,0.001903869,0.00179603,0.001796036,0.001917415,0.002375119,0.56486996,0.670911287,0.92161599,1.276486613,1.36272082,0.010273826,0.009376718,0.006974424,0.00752,0.00851,0,6.56E-05,0.001838254,4.29E-05,0.010020897,0.00021,0.030379119,0.031803663,0.095049807,0.019506796,0.088802383,0.114555508,0.026948611,0.003980564,0.011432136,0.035480456,0.003419762,0.00969777,0.002228389,0.008215779,0.083369217,0,6.51E-05,0.001730936,4.57E-05,0.009121019,0.00021,0.066276747,0.012135805,0.14310122,0.020941683,0.095383787,0.160311948,0.004131224,0.003236801,0.011719916,0.037143937,0.009164731,0.006018203,0.005170578,0.012035505,0.084139202,0,0.0000651,0.001730936,4.31E-05,0.006721321,0.00021,0.13795434,0.001655987,0.162889217,0.029716018,0.129385534,0.200143687,0.001271423,0.002178866,0.01303192,0.055164933,0.01881856,0.000406358,0.02940706,0.043127454,0.096464632,0,0.0000381,0.001879315,0.00004,0.00727,0.00021,0.241681276,0.000768226,0.280101901,0.022566825,0.160668579,0.316425813,0.000408867,0.0032032,0.023756872,0.079044462,0.0495042,0.098356391,0,0.0000465,0.002328619,0.00007,0.00823,0.00021,0.254119729,0.000158115,0.307479099,0.024625468,0.172871389,0.333401477,0.000130176,0.00463157,0.027717849,0.087272911,0.050184736,0.100128299,0.093472446
64,0.045795878,0.043199811,0.043199811,0.045718508,0.056604077,0.824203696,0.96588598,1.088885448,1.170699401,1.256285392,0.00064,0.00064,0.00064,0.00064,0.00064,0,0.001536663,0.044259214,0,0,0.00064,0.032382553,0.038102641,0.099360453,0.011661913,0.141596566,0.18364292,0.055857576,0.006554128,0.041406739,0.054237946,0.011783357,0.036610655,0.007332351,0.035484079,0.068189819,0,0.001524468,0.041675343,0,0,0.00064,0.07551492,0.015542448,0.155124135,0.012334191,0.149406963,0.249192146,0.010992623,0.005103067,0.042343195,0.05694264,0.032227868,0.02401718,0.016433895,0.052034959,0.068675749,0,0.001524468,0.041675343,0,0,0.00064,0.135695359,0.003263286,0.134752234,0.011837111,0.139736082,0.235406833,0.003959916,0.003016451,0.035368496,0.065882072,0.05365209,0.001335836,0.086072336,0.103305176,0.075602171,0,0.000853976,0.044864532,0,0,0.00064,0.203295886,0.001695005,0.184482284,0.009216616,0.147561904,0.252135593,0.001018854,0.002477101,0.046960892,0.100950989,0.155689983,0.065214295,0,0.000945827,0.05565825,0,0,0.00064,0.195252167,0.000114356,0.222323635,0.00984494,0.156394495,0.277036137,0.000101648,0.003616303,0.054642486,0.112027725,0.153354189,0.071577312,0.639499554
65,0,0,0,0,0,1.413155894,1.731497265,2.3199843,2.597419566,2.834964337,0,0,0,0,0,0,0,0,0,0,0,0.080836156,0.084176135,0.252058831,0.023994958,0.105137848,0.23601092,0.055235465,0.008198873,0.039703093,0.104421869,0.019082873,0.0535736,0.012438623,0.16450906,0.17377759,0,0,0,0,0,0,0.173231184,0.031514977,0.372456619,0.025173273,0.110087717,0.331457812,0.008436415,0.00669117,0.040407123,0.106735712,0.05204202,0.03376549,0.029431024,0.234650427,0.175416302,0,0,0,0,0,0,0.332075359,0.003919893,0.389405353,0.027794372,0.119356492,0.341695074,0.002139852,0.003724368,0.038594654,0.12749125,0.099455765,0.002131102,0.154882541,0.470377536,0.206940688,0,0,0,0,0,0,0.424296155,0.001343774,0.489664524,0.02876253,0.182142753,0.468353417,0.000608859,0.004768918,0.037144816,0.323905282,0.322368525,0.314060013,0,0,0,0,0,0,0.455020993,0.000281486,0.547168336,0.03181615,0.197376483,0.506751823,0.000199336,0.007090678,0.044133651,0.362661355,0.347003851,0.335460195,0.985528012
66,0,0,0,0,0,0.008258982,0.009535941,0.011735733,0.031409876,0.036906858,0,0,0,0,0,0,0,0,0,0,0,0.000281515,0.000307246,0.000800585,5.92E-05,0.000502253,0.000880944,0.0002527,2.97E-05,0.000203765,0.001022543,0.000115585,0.00034488,6.91E-05,0.000242592,0.003146428,0,0,0,0,0,0,0.000690072,0.000127127,0.00126818,6.26E-05,0.000528996,0.001238482,5.11E-05,2.37E-05,0.000215091,0.001068703,0.000321462,0.000229889,0.000157319,0.00036917,0.003183969,0,0,0,0,0,0,0.001603396,2.99E-05,0.00123662,6.80E-05,0.000573737,0.001426725,1.99E-05,1.52E-05,0.000164006,0.000804101,0.000569209,1.34E-05,0.000865714,0.000795984,0.003549722,0,0,0,0,0,0,0.003823087,2.09E-05,0.002279449,7.03E-05,0.000879964,0.002989453,7.73E-06,1.88E-05,0.00018571,0.009030485,0.008328986,0.003774939,0,0,0,0,0,0,0.004257243,1.44E-06,0.002804941,7.82E-05,0.000969734,0.004027609,7.99E-07,2.84E-05,0.000220661,0.01058385,0.00981941,0.004114499,0.014256065
67,0,0,0,0,0,0.58711427,0.681984086,0.892847138,1.026614423,1.103649807,0,0,0,0,0,0,0,0,0,0,0,0.030261946,0.031342359,0.093896461,0.024943134,0.112181698,0.119093874,0.027686242,0.004115264,0.012771299,0.02889641,0.003719903,0.01046101,0.002427909,0.008306524,0.07701024,0,0,0,0,0,0,0.064682993,0.011680196,0.138133503,0.026486468,0.118643484,0.160427233,0.004044839,0.003219819,0.012862572,0.029157929,0.010050178,0.006529059,0.005694468,0.012612884,0.07775846,0,0,0,0,0,0,0.135575505,0.001562183,0.1558478,0.03197952,0.139726474,0.180591851,0.001097389,0.001921793,0.014095974,0.036231089,0.026182659,0.000562296,0.040859384,0.03642308,0.09019014,0,0,0,0,0,0,0.19471672,0.000585447,0.213433028,0.017871314,0.105991707,0.276441757,0.000347329,0.002720779,0.029673155,0.011421256,0.040031955,0.133379977,0,0,0,0,0,0,0.207836216,0.000120143,0.233595632,0.019432118,0.113305725,0.295089931,0.000110613,0.003935171,0.034459421,0.012874236,0.041339112,0.14155149,0.288029596
68,0,0,0,0,0,0.021966012,0.026808106,0.039331428,0.042848954,0.047817477,0,0,0,0,0,0,0,0,0,0,0,0.00113098,0.001294687,0.003370378,0.000433352,0.003516428,0.004626553,0.001391391,0.000163287,0.001304837,0.001482256,0.000383065,0.001158555,0.000231185,0.001479056,0,0,0,0,0,0,0,0.002666323,0.000524938,0.005231092,0.000454637,0.003677775,0.006436921,0.000280268,0.000130143,0.001341605,0.001505904,0.001083813,0.000785838,0.000535818,0.002153031,0,0,0,0,0,0,0,0.006495343,0.00013874,0.005736348,0.000524222,0.004189792,0.007107992,0.000113034,8.60E-05,0.001344577,0.001920021,0.00251576,6.00E-05,0.003873106,0.005226453,0,0,0,0,0,0,0,0.01059627,7.80E-05,0.008494055,0.000322296,0.003840989,0.008439544,3.39E-05,8.23E-05,0.001333451,0.003515897,0.006112301,0,0,0,0,0,0,0,0.010848734,5.36E-06,0.010415556,0.000358253,0.004280838,0.009877423,3.58E-06,0.000127438,0.001573419,0.004041794,0.006285083,0,0.086681457
69,0.000598783,0.000594031,0.000594031,0.000704359,0.000349888,0.437378382,0.524561812,0.713174462,0.892437193,0.929219382,0,0,0,0,0,0,0.000598783,0,0,0,0,0.026264599,0.026338405,0.078928696,0.010847507,0.070766602,0.108764743,0.024898524,0.003700691,0.009097357,0.014836944,0.004521226,0.012488513,0.002906708,0.017977477,0.025040389,0,0.000594031,0,0,0,0,0.056796046,0.009835615,0.116347034,0.011096124,0.076104291,0.147483535,0.003655875,0.002909952,0.009084942,0.014846933,0.01169784,0.007463385,0.00652633,0.025462563,0.025251347,0,0.000594031,0,0,0,0,0.126796407,0.00131859,0.131595267,0.013519247,0.089348977,0.169226999,0.000965188,0.001690039,0.009338801,0.019285496,0.024379981,0.000512993,0.03730815,0.058683824,0.029204504,0,0.000704359,0,0,0,0,0.198964657,0.000545504,0.198876061,0.024580179,0.120662406,0.227142469,0.000246948,0.001934107,0.013029814,0.024260814,0.050516385,0.031677849,0,0.000314588,0.0000353,0,0,0,0.20685577,0.000106226,0.206523719,0.025522252,0.123905074,0.241499263,7.45E-05,0.002648699,0.014374444,0.025189404,0.052384622,0.030135447,0.431369795
70,0,0,0,0,0,0.003558458,0.00465405,0.007828651,0.008761835,0.009890426,0,0,0,0,0,0,0,0,0,0,0,0.000262217,0.000270313,0.00070369,3.74E-05,0.000292293,0.001011433,0.000213743,2.51E-05,6.77E-05,0.000151152,0.000109893,0.000302963,6.05E-05,5.01E-05,0,0,0,0,0,0,0,0.000645528,0.000108874,0.00108495,3.95E-05,0.00030861,0.001448001,4.25E-05,1.97E-05,6.90E-05,0.000155574,0.00030463,0.000201056,0.000137089,8.90E-05,0,0,0,0,0,0,0,0.00170848,2.76E-05,0.001138857,4.41E-05,0.000349404,0.002157613,1.53E-05,1.16E-05,6.55E-05,0.000198905,0.000553119,1.19E-05,0.00076862,0.000777731,0,0,0,0,0,0,0,0.002478086,1.55E-05,0.001686474,2.69E-05,0.000318501,0.00227468,4.58E-06,1.11E-05,6.49E-05,0.000360354,0.001520731,0,0,0,0,0,0,0,0.002476164,9.88E-07,0.001921724,2.77E-05,0.000328277,0.002948364,4.29E-07,1.53E-05,7.12E-05,0.00038259,0.001717802,0,0.016160968
71,0,0,0,0,0,1.289487395,1.561526532,2.072273181,2.783124648,3.062665144,0,0,0,0,0,0,0,0,0,0,0,0.069580803,0.071884928,0.215128587,0.037772629,0.163736955,0.27807716,0.064850321,0.009626916,0.03102404,0.082691492,0.013384435,0.037213877,0.008629097,0.091837295,0.114048861,0,0,0,0,0,0,0.155029636,0.027916151,0.329745288,0.041127482,0.177859605,0.360214272,0.009136799,0.007246354,0.031892936,0.08849894,0.036810134,0.023653314,0.020584227,0.136767352,0.115044042,0,0,0,0,0,0,0.318678936,0.003674373,0.363068562,0.046667375,0.198300774,0.376237881,0.002339421,0.004059,0.031990206,0.107724816,0.072427935,0.001533898,0.111386434,0.301117338,0.133066232,0,0,0,0,0,0,0.575232239,0.001767796,0.644532066,0.055226144,0.298409752,0.552568522,0.000691308,0.00541499,0.043406461,0.256341001,0.194604158,0.154930209,0,0,0,0,0,0,0.622933148,0.000370787,0.720919366,0.06111374,0.325414465,0.605396982,0.000225837,0.008033664,0.051643227,0.287462121,0.21486038,0.164291425,0.567011167
72,0,0,0,0,0,0.080915985,0.098005662,0.151236684,0.204487641,0.232331775,0,0,0,0,0,0,0,0,0,0,0,0.004344127,0.004769817,0.012467286,0.000611612,0.010733899,0.014087961,0.00413955,0.000485736,0.004830535,0.002653081,0.001518281,0.004459986,0.000898631,0.006818915,0.008096567,0,0,0,0,0,0,0.010242047,0.00190669,0.019072127,0.000619072,0.010804232,0.019329522,0.000820166,0.000380761,0.004893323,0.002688537,0.004156704,0.002926026,0.002013235,0.009951486,0.008201735,0,0,0,0,0,0,0.024679492,0.000490904,0.020305575,0.000727065,0.013127231,0.022511256,0.00034469,0.000262513,0.004885152,0.003469997,0.008917091,0.000209163,0.013510566,0.02835283,0.009443159,0,0,0,0,0,0,0.046361644,0.000331299,0.036100716,0.001551832,0.010882594,0.026575786,8.94E-05,0.000217333,0.002444773,0.002578568,0.066157987,0.011195702,0,0,0,0,0,0,0.047949926,2.28E-05,0.044321575,0.001712213,0.011806867,0.032886158,9.26E-06,0.000329363,0.002889262,0.002932684,0.074479193,0.012992483,0.080378034
73,0.000202466,0.000200859,0.000200859,0.000937271,0.00081669,0.743075152,0.889614721,1.110606477,1.293911639,1.433867036,0,0,0,0,0,0,0.000202466,0,0,0,0,0.036046893,0.037197676,0.111540367,0.02053261,0.092757324,0.189583278,0.043921677,0.006522943,0.018235295,0.027031084,0.008804377,0.024535076,0.005711547,0.04269742,0.077957587,0,0.000200859,0,0,0,0,0.082913531,0.014932668,0.176723724,0.021904125,0.098973553,0.236921123,0.005964043,0.004734322,0.018981849,0.02772766,0.025420139,0.016368012,0.014303316,0.064946323,0.078800333,0,0.000200859,0,0,0,0,0.162136069,0.001878154,0.186627899,0.02510414,0.110475772,0.215449306,0.001308155,0.002272018,0.017882796,0.036194851,0.051791739,0.001099373,0.080023705,0.127275835,0.091086666,0,0.000937271,0,0,0,0,0.255917274,0.000778901,0.284332076,0.027845216,0.159512414,0.222278964,0.000261424,0.002048186,0.0284748,0.031829615,0.109907158,0.170725611,0,0.00081669,0,0,0,0,0.278181368,0.000163924,0.318870894,0.031670119,0.178725983,0.246227851,8.45E-05,0.003004817,0.033966843,0.036894513,0.121907078,0.184169184,0.115485984
74,3.56E-05,3.53E-05,0.0000353,0.000164624,0.000143445,0.943659517,1.119622174,1.578446434,1.719813915,1.891085687,0,0,0,0,0,0,3.56E-05,0,0,0,0,0.037169403,0.042859464,0.111913481,0.00981673,0.13475885,0.194289118,0.058162063,0.006823631,0.053850832,0.043129512,0.017379414,0.053043213,0.01066913,0.069940549,0.099854127,0,3.53E-05,0,0,0,0,0.087161948,0.017426137,0.174133713,0.010338859,0.139978127,0.25959482,0.011245754,0.005219413,0.055634553,0.043891482,0.049538021,0.036258643,0.024911676,0.103365656,0.100923373,0,0.0000353,0,0,0,0,0.196246307,0.004430993,0.183223884,0.011649025,0.184241249,0.287619075,0.004591027,0.003495243,0.053944245,0.045962639,0.092951529,0.002267079,0.146384083,0.247440559,0.113999496,0,0.000164624,0,0,0,0,0.295783952,0.002336847,0.254487357,0.019168526,0.165885657,0.283255738,0.001022485,0.002485473,0.031599227,0.039199193,0.535296218,0.089293243,0,0.000143445,0,0,0,0,0.293638195,0.000159845,0.310772228,0.020758299,0.177324423,0.335066483,0.000104309,0.003710505,0.037210247,0.044066059,0.570358539,0.097916555,0.780282343
75,9.35E-05,9.27E-05,0.0000927,0.00000164,0.000000842,0.411335902,0.480086834,0.625618604,0.601850543,0.629998031,0,0,0,0,0,0,9.35E-05,0,0,0,0,0.016238144,0.016703033,0.049966879,0.015362064,0.067693146,0.083867681,0.019596815,0.002877709,0.008587612,0.021505792,0.004117765,0.011486426,0.002665296,0.017758731,0.07290881,0,9.27E-05,0,0,0,0,0.036123861,0.006485174,0.076468964,0.016032976,0.070518162,0.11486192,0.002971292,0.002287544,0.008813112,0.021875634,0.010981632,0.007099939,0.006143656,0.025710624,0.073712344,0,0.0000927,0,0,0,0,0.071161199,0.000846318,0.080952428,0.019440472,0.082201901,0.125426486,0.000803166,0.001316488,0.008865541,0.029134064,0.021948136,0.000469595,0.033942447,0.061476007,0.087634356,0,0.00000164,0,0,0,0,0.104822861,0.000326079,0.118906357,0.014666069,0.079022234,0.142464258,0.000180735,0.001415681,0.017298424,0.014700482,0.026657224,0.08139014,0,0.000000842,0,0,0,0,0.109174931,6.60E-05,0.12838467,0.015324746,0.081630014,0.14592782,5.55E-05,0.001973424,0.019829038,0.015542233,0.028621675,0.083467978,0.041476672
76,0.000332203,0.000329566,0.000329566,0.00000581,0.00000299,0.673604815,0.799078141,1.032009199,1.279492246,1.385185058,0,0,0,0,0,0,0.000332203,0,0,0,0,0.020231432,0.022658974,0.059170392,0.009281666,0.116556359,0.14307195,0.04196991,0.004924235,0.033852368,0.033421327,0.009113615,0.02715961,0.005465749,0.053661227,0.093066002,0,0.000329566,0,0,0,0,0.048350106,0.009254123,0.092484331,0.009850965,0.12272804,0.204536336,0.008659529,0.004019487,0.035272403,0.033920965,0.025903321,0.018505751,0.012721221,0.07868328,0.094188282,0,0.000329566,0,0,0,0,0.105069182,0.002177028,0.090030359,0.009808605,0.125114212,0.214134172,0.003230262,0.002459671,0.032335408,0.032837636,0.050507966,0.001200754,0.077538543,0.176112523,0.109452877,0,0.00000581,0,0,0,0,0.228054996,0.00169318,0.184393885,0.010231433,0.132598853,0.270001754,0.000935549,0.002273998,0.03052884,0.018682111,0.287906139,0.11219151,0,0.00000299,0,0,0,0,0.2259745,0.000113063,0.2198103,0.010624498,0.135558048,0.321576703,9.45E-05,0.003362081,0.035005643,0.02012432,0.300767868,0.112173517,0.656500274
77,0,0,0,0,0,1.901132527,2.264168591,3.045932584,4.031437209,4.54773578,0,0,0,0,0,0,0,0,0,0,0,0.062892264,0.071238115,0.186169043,0.022538771,0.285850389,0.308101282,0.090823686,0.010657302,0.101890995,0.159932107,0.021849333,0.065488491,0.013194899,0.215370365,0.285135484,0,0,0,0,0,0,0.143701596,0.028022765,0.280256172,0.024424045,0.309548873,0.439981667,0.01873802,0.008699177,0.10484219,0.165177235,0.060988904,0.043834581,0.030165667,0.316782507,0.289005192,0,0,0,0,0,0,0.301153664,0.006514197,0.269438935,0.02346308,0.294142228,0.448054302,0.00690272,0.005257211,0.096994292,0.181341425,0.110586236,0.002648419,0.171092875,0.795495349,0.33284765,0,0,0,0,0,0,0.607263392,0.004642601,0.506117476,0.021540402,0.295919443,0.706123762,0.002551172,0.006202826,0.089302316,0.141353788,1.162593726,0.487826304,0,0,0,0,0,0,0.61339309,0.000319363,0.621163067,0.023700988,0.320965218,0.846813428,0.000264214,0.009399847,0.105525341,0.162503564,1.290728643,0.552959016,0.999718734
78,0.000717909,0.000712211,0.000712211,0.001451472,0.002172366,0.453051299,0.546262623,0.636627469,0.712833164,0.800921715,0.035871379,0.033126387,0.025429568,0.02672,0.03066,0,0.000717909,0,0.002718941,0.032422438,0.00073,0.016338554,0.018352259,0.047953432,0.005691293,0.072284169,0.111918572,0.03340026,0.003918684,0.024943463,0.016751388,0.006958051,0.020908315,0.00421132,0.035213661,0.034207878,0,0.000712211,0,0.002885486,0.029510901,0.00073,0.039437336,0.007586151,0.075857726,0.005937971,0.075742077,0.159602355,0.006891048,0.003198477,0.025951784,0.017310328,0.01944835,0.014013254,0.009640386,0.051030274,0.034615106,0,0.000712211,0,0.002945417,0.021754151,0.00073,0.082699018,0.001740142,0.071961778,0.005077007,0.065001025,0.135720988,0.002160067,0.001644726,0.02165986,0.016084655,0.033831735,0.000812918,0.052493217,0.105951335,0.039788998,0,0.001451472,0,0.00246,0.02353,0.00073,0.101502984,0.000755209,0.08224608,0.003845976,0.067971597,0.198588681,0.000672078,0.00163371,0.02192921,0.020368955,0.162232025,0.051086659,0,0.002172366,0,0.00332,0.02661,0.00073,0.102296637,5.12E-05,0.099514097,0.004195178,0.073018089,0.241096088,6.75E-05,0.002399674,0.025460508,0.023019758,0.172885633,0.056917408,0.3899535
