FID,Rail30,Rail25,Rail19,Rail16,Rail13,Road30,Road25,Road19,Road16,Road13,River30,River25,River19,River16,River13,Aviat30,RailF30,RailP30,ShipCom30,ShipPass30,ShipSmal30,RdCarD30,RdCarE30,RdCarP30,RdHGVA30,RdHGVR30,RdLGVD30,RdLGVE30,RdLGVP30,RdMoto30,RdCoach30,RdPHVD30,RdPHVE30,RdPHVP30,RdTaxi30,RdLTBus30,Aviat25,RailF25,RailP25,ShipCom25,ShipPass25,ShipSmal25,RdCarD25,RdCarE25,RdCarP25,RdHGVA25,RdHGVR25,RdLGVD25,RdLGVE25,RdLGVP25,RdMoto25,RdCoach25,RdPHVD25,RdPHVE25,RdPHVP25,RdTaxi25,RdLTBus25,Aviat19,RailF19,RailP19,ShipCom19,ShipPass19,ShipSmal19,RdCarD19,RdCarE19,RdCarP19,RdHGVA19,RdHGVR19,RdLGVD19,RdLGVE19,RdLGVP19,RdMoto19,RdCoach19,RdPHVD19,RdPHVE19,RdPHVP19,RdTaxi19,RdLTBus19,Aviat16,RailF16,RailP16,ShipCom16,ShipPass16,ShipSmal16,RdCarD16,RdCarE16,RdCarP16,RdHGVA16,RdHGVR16,RdLGVD16,RdLGVE16,RdLGVP16,RdMoto16,RdCoach16,RdTaxi16,RdLTBus16,Aviat13,RailF13,RailP13,ShipCom13,ShipPass13,ShipSmal13,RdCarD13,RdCarE13,RdCarP13,RdHGVA13,RdHGVR13,RdLGVD13,RdLGVE13,RdLGVP13,RdMoto13,RdCoach13,RdTaxi13,RdLTBus13,Shape_Area
78,2.692411523,2.671043178,2.671043178,8.366242031,11.91072021,1435.003852,2108.89279,2320.999269,1987.020149,2045.715045,90.46114931,77.66606126,55.544728,58.09481,47.93054,0,2.692411523,0,7.688445342,81.01270397,1.76,49.70559902,0,193.2838815,31.04701739,260.5875263,390.9196831,0,10.67461559,90.43194672,113.4347582,21.58982325,0,35.51551988,188.2473914,49.56608978,0,2.671043178,0,7.533199215,68.37286205,1.76,115.4626112,0,306.132763,34.74506541,304.6743818,552.4277472,0,11.00010302,107.0489446,120.7742179,60.33553008,0,78.97004242,317.2713137,100.0500699,0,2.671043178,0,7.113411394,46.67131661,1.76,217.9905762,0,275.2577823,29.19227199,262.5439308,416.4201585,0,6.920084864,92.14928631,106.3470525,108.2314423,0,158.6222013,474.7197188,172.6047629,0,8.366242031,0,5.85359,50.48122,1.76,243.4677514,0,310.4581519,18.3248308,222.8389299,400.0349152,0,5.732268186,76.33433147,102.0984703,358.1647925,249.5657073,0,11.91072021,0,5.71869,40.45185,1.76,213.3087618,0,407.746989,18.11283178,218.9831693,367.3251816,0,8.200291643,84.13630019,101.0273009,330.705084,296.1691346,0.3899535
79,0,0,0,0,0,723.0258562,969.0273032,842.0786887,740.0274688,774.6014218,123.8383201,106.0276805,76.0370453,78.61767,64.2863,0,0,0,11.16521791,112.3020922,0.37101,17.90252789,0,78.8824024,11.33105594,100.2133871,139.1856224,0,3.852610348,28.19171981,239.8247672,6.507180877,0,12.12573166,72.81421093,12.19463962,0,0,0,10.87628316,94.78038733,0.37101,40.05713529,0,119.6208624,12.8137741,117.3688059,191.6002964,0,3.86479217,32.83372156,259.9518064,17.91773523,0,26.5907352,121.7925329,24.61510584,0,0,0,10.96894076,64.69709454,0.37101,56.21376003,0,76.93590872,10.72697001,101.5889291,109.6591468,0,1.836944894,23.79080412,221.1780283,22.57371631,0,35.90340923,140.8388804,40.83219081,0,0,0,8.26817,69.97849,0.37101,105.4958997,0,131.4913583,11.39918544,78.06137855,104.5551551,0,1.490855392,25.79470999,141.4058691,138.8495444,1.483512827,0,0,0,7.8398,56.07549,0.37101,95.30836219,0,178.8510031,11.45758948,78.07411359,99.57397734,0,2.214904019,29.28266353,141.5690131,136.7024801,1.567315324,0.046721823
80,0.062112739,0.061619781,0.061619781,0.037966608,0.146374497,623.9561184,863.0119176,1008.175985,2502.780571,2543.85789,0,0,0,0,0,0,0.062112739,0,0,0,0,20.76893202,0,86.25576649,32.97361582,123.1085716,139.7772526,0,4.21933552,15.78673545,119.1939224,6.349892816,0,12.56290628,33.14945826,29.80972914,0,0.061619781,0,0,0,0,45.2156165,0,131.493071,38.14609839,140.1215952,188.078335,0,4.064214514,17.67568406,127.4868843,16.88005895,0,27.47621351,56.08829904,70.28584728,0,0.061619781,0,0,0,0,81.61886136,0,124.9820452,37.17052933,136.6618878,169.4352954,0,2.487397077,15.96051618,117.9623044,34.31346216,0,50.57887148,81.25892811,155.7458864,91.17773023,0.037966608,0,0,0,0,240.9164783,0,457.674726,42.26885658,374.3415711,424.0291829,0,6.158255491,44.06680519,577.4128811,184.4281391,151.4836748,88.30988336,0.146374497,0,0,0,0,240.9744904,0,519.2861511,42.68991594,375.7431153,385.3341167,0,8.633485467,50.58584075,571.587759,169.5661553,179.4568602,0.025740998
81,0.031107002,0.030860121,0.030860121,0.019014253,0.073306568,2321.034107,3105.436195,3068.977234,3700.687071,3785.496827,1289.730272,1098.902176,760.1008493,816.96437,654.82016,180.5518685,0.031107002,0,79.9895302,1209.129732,0.61101,58.00449296,0,237.7302515,56.64795671,476.6242351,495.1579316,0,13.6065497,91.69108822,663.6969429,17.82424006,0,30.90302558,130.5766688,48.57072378,180.5643994,0.030860121,0,77.81343363,1020.477732,0.61101,131.3975628,0,365.9739386,65.07686778,568.897848,692.1791818,0,13.86668829,108.4596473,717.0404601,49.98721344,0,69.00415287,225.5117293,98.04090516,177.8344407,0.030860121,0,62.91171,696.5781293,0.61101,213.5093874,0,277.6659297,64.90159855,579.7689653,471.179479,0,7.861562989,88.73832646,693.1567773,78.73715422,0,119.637145,311.4422148,162.3786932,830.6236747,0.019014253,0,62.91171,753.44165,0.61101,419.2096774,0,550.1777444,49.70520393,556.4651322,592.5801552,0,8.514734668,130.4476457,751.9095596,530.0547654,111.6224528,800.2149561,0.073306568,0,50.45778,603.75137,0.61101,381.0314531,0,744.7909267,49.54972809,549.6869568,534.0227807,0,11.93343611,149.9791308,735.4152767,501.9723713,127.114767,0.299588286
82,0,0,0,0,0,3552.308123,5047.360013,7027.195434,8885.888623,9304.391007,230.739364,202.8922984,155.8142367,147.14599,119.21083,0,0,0,73.58247472,156.9260593,0.23083,195.3338417,0,733.1682718,175.4729723,524.5381934,603.7092733,0,18.29406526,89.51609842,727.9835456,29.07919097,0,54.7179431,288.133836,112.3608913,0,0,0,70.21947738,132.441991,0.23083,421.273965,0,1123.780605,204.3749478,590.4165362,868.7613544,0,18.77947617,99.71696969,780.515039,81.13727751,0,126.3051238,462.7331468,269.5655716,0,0,0,65.17849917,90.40490756,0.23083,838.5694744,0,1291.938081,228.3048065,657.8066064,1105.384315,0,15.76036281,100.2900983,929.803668,159.1541652,0,231.6032383,859.5590692,609.0215496,0,0,0,49.13026,97.7849,0.23083,1212.473215,0,2005.002579,223.480114,783.5618504,1424.617579,0,20.52929433,156.6936736,1297.30433,615.7952169,1146.43077,0,0,0,40.62255,78.35745,0.23083,1225.381329,0,2346.72902,224.6589098,780.7889689,1360.197791,0,30.30562419,177.7787891,1302.148326,606.7311026,1249.671147,0.649998315
83,0,0,0,0,0,482.466389,706.4952482,1191.400663,1242.074427,1329.157989,0.003421329,0.003376416,0.003555413,0.00268,0.0032,0,0,0,0.003421329,0,0,18.09698533,0,65.59649977,6.359072135,84.47211997,85.51808492,0,2.30585031,23.49205716,86.50122548,9.932416909,0,15.42265453,52.54404264,32.2253799,0,0,0,0.003376416,0,0,39.93307392,0,99.41505905,7.699626393,106.0871395,116.7653848,0,2.297413281,27.17463625,93.84423004,27.68346896,0,34.27960768,86.26808241,65.04752592,0,0,0,0.003555413,0,0,128.2126535,0,154.009289,10.62206322,135.131097,163.6947183,0,2.696858147,33.23597081,134.3719557,70.05929897,0,98.0840801,150.7778418,110.5048365,0,0,0,0.00268,0,0,229.627304,0,289.7072613,20.05554877,102.9007855,157.0559394,0,2.250759308,17.84751143,113.0664873,200.1004646,109.462366,0,0,0,0.0032,0,0,206.4093898,0,391.7008995,20.08711404,102.5523033,150.593062,0,3.364224055,20.19572572,112.9872328,192.2383959,129.0296422,0.349637306
84,100.1031224,94.48428765,94.48428765,99.09335768,125.264886,3003.784033,4160.032382,5311.727639,4987.847077,5230.23937,3.359991441,3.343288541,3.173340363,3.08602,3.27926,0,4.464899905,95.63822251,1.272371441,0,2.08762,80.81501989,0,325.3532006,45.63126335,371.1870758,572.7631009,0,15.65482406,132.3258273,864.1932142,32.33065732,0,54.68380875,245.7658865,263.0801546,0,4.429464191,90.05482346,1.255668541,0,2.08762,184.0826035,0,504.0407378,51.39068683,434.6032902,749.6140641,0,14.94085498,153.5150704,912.0166442,90.01113271,0,121.0886708,413.6964637,531.0321626,0,4.429464191,90.05482346,1.085720363,0,2.08762,399.9866658,0,505.7624184,58.73668086,498.4388205,674.9237434,0,11.19510744,160.775793,915.2838591,193.1146685,0,283.0545784,716.1744254,894.2808782,0,2.488663134,96.60469454,0.9984,0,2.08762,560.8026703,0,712.3953682,48.09935802,369.5961908,630.486314,0,8.969685835,177.8508907,840.1687129,862.9621776,776.5157083,0,3.787686021,121.4772,1.19164,0,2.08762,493.5543079,0,941.8473888,47.4453641,359.645063,579.8063489,0,12.86258721,196.8175093,827.426198,776.3640439,994.4705593,0.546214569
85,137.6339937,129.8102219,129.8102219,118.1287964,121.0704488,3728.404805,5129.68782,6447.434252,7687.378971,7909.566327,0.021042041,0.020765814,0.020063315,0.01651,0.01971,0,4.189956644,133.444037,0.021042041,0,0,190.7635364,0,715.1931463,247.2283189,786.3188076,821.9604461,0,24.905984,101.4646827,508.4705996,27.50926277,0,51.76067555,143.3934811,109.4358641,0,4.15670302,125.6535189,0.020765814,0,0,416.7842094,0,1108.880892,276.5094045,859.1869828,1098.389379,0,23.74440463,111.9291529,544.3753442,72.69605546,0,112.9414044,241.6591999,262.5913911,0,4.15670302,125.6535189,0.020063315,0,0,789.7102447,0,1168.0017,258.9200147,844.2778611,1160.249075,0,16.50198802,114.7372321,601.1947431,172.29211,0,241.4541737,479.8705005,600.2246086,0,2.266609583,115.8621868,0.01651,0,0,1184.379546,0,1984.038435,145.023389,853.8263712,1534.076127,0,22.19036017,178.8781722,680.1474467,286.4247723,818.3943507,0,5.011548753,116.0589,0.01971,0,0,1156.362499,0,2233.082857,142.0376787,828.912119,1412.206538,0,31.56075827,196.6637736,668.5915234,265.3193597,974.8292201,0.655709223
86,95.43658335,90.00016013,90.00016014,81.93023204,83.85620929,668.5186589,946.4552301,1168.978528,1478.605017,1493.096481,0,0,0,0,0,0,2.680285344,92.756298,0,0,0,25.18324753,0,93.97490575,13.51277322,108.9771356,204.6299404,0,5.553063381,37.96904142,75.03002756,10.99657023,0,17.55480047,60.34408544,14.79306791,0,2.659013238,87.3411469,0,0,0,57.9193274,0,147.0994463,14.86148833,124.7689554,275.8050244,0,5.455526426,44.7456952,74.07958374,30.63484515,0,38.77024398,102.4550124,29.86008144,0,2.659013238,87.3411469,0,0,0,111.2237895,0,136.511372,21.19267031,171.7031214,245.6639161,0,4.064722714,45.45373497,82.0049087,59.73891278,0,86.32361465,153.5768614,51.52090374,0,1.394992176,80.53523987,0,0,0,216.4641469,0,282.8713115,10.79692004,184.1552379,275.0018358,0,3.950981606,51.86716838,193.6819467,215.9602619,43.85520645,0,3.184209288,80.672,0,0,0,188.913251,0,369.2228158,10.66820061,179.0619895,254.6483454,0,5.688274682,56.84854391,189.2900678,196.6335088,42.12148346,0.344090501
87,0,0,0,0,0,1384.794166,1980.378187,2870.929495,3061.897706,3195.538176,0,0,0,0,0,0,0,0,0,0,0,83.71036072,0,308.5922605,90.36415786,266.226981,252.2715178,0,7.619599106,42.1439488,116.0968681,22.68943409,0,41.63443299,136.6319215,16.81268394,0,0,0,0,0,0,179.153751,0,470.0042733,99.2639739,283.1299504,343.3110761,0,7.397670236,46.59166724,122.6307576,60.79146474,0,92.20605697,235.4973241,40.40022098,0,0,0,0,0,0,370.332857,0,551.4117582,119.5781189,344.7282636,389.693392,0,5.544135564,47.25785212,251.953362,124.0789152,0,173.803161,399.0036428,93.54403687,0,0,0,0,0,0,575.3998916,0,943.663256,84.45175098,302.070307,505.6924816,0,7.250242116,55.4152466,163.195973,155.8639538,268.8946032,0,0,0,0,0,0,575.5815578,0,1092.81553,83.55246805,297.0349265,474.0601023,0,10.50356026,62.08410246,164.0342598,147.6360981,288.2355707,0.349761725
88,0,0,0,0,0,0.834248837,1.252699309,2.089960204,2.223458223,2.402401751,0,0,0,0,0,0,0,0,0,0,0,0.06446018,0,0.225390227,0.023724234,0.144475722,0.164965557,0,0.004387276,0.020946662,0.109097871,0.02516042,0,0.037180347,0.014460342,0,0,0,0,0,0,0,0.149399394,0,0.359503606,0.025672626,0.162583946,0.235975897,0,0.004580608,0.024717454,0.114025942,0.069722788,0,0.081997858,0.02451919,0,0,0,0,0,0,0,0.396739081,0,0.475157826,0.030671812,0.199775241,0.308742631,0,0.005106337,0.032060837,0.148949049,0.183006334,0,0.255911907,0.053839151,0,0,0,0,0,0,0,0.624650475,0,0.780279545,0.016645133,0.165167796,0.326511921,0,0.004688078,0.02936477,0.227853294,0.04829721,0,0,0,0,0,0,0,0.556919304,0,1.047066378,0.016418471,0.163254999,0.309577579,0,0.006929673,0.032893379,0.224258148,0.04508382,0,0.002641848
89,0,0,0,0,0,388.4274277,575.92648,610.4219193,807.4828619,816.3880526,0,0,0,0,0,0,0,0,0,0,0,17.34611829,0,69.96813981,23.07120412,66.35067001,85.76284643,0,2.62550444,11.30561851,40.16641357,5.507546491,0,10.51047596,47.62352466,8.189365392,0,0,0,0,0,0,38.97838616,0,110.8505131,26.94506013,74.87147009,121.8961271,0,2.66206285,13.05492305,42.90016319,15.72793136,0,24.83648303,83.52463572,19.67872428,0,0,0,0,0,0,60.62906519,0,93.34287664,23.96031886,66.06124789,96.68174151,0,1.375082281,10.4262,41.80564693,26.30745296,0,36.57303474,108.2451658,45.01408657,0,0,0,0,0,0,117.324355,0,192.7395774,50.50699186,84.83322869,117.1235417,0,1.688394544,18.85568643,25.27347608,70.29526125,128.842349,0,0,0,0,0,0,114.4191297,0,217.6756117,47.93180363,80.22406017,104.5826598,0,2.331361503,20.61052017,23.97542453,69.25482778,135.3826536,0.017229981
90,0.383231997,0.380190474,0.380190474,1.941681525,1.466407173,100.0101034,146.6731747,177.796208,184.6953741,188.2621659,0,0,0,0,0,0,0.383231997,0,0,0,0,3.845259756,0,13.69256075,3.023889616,20.67025416,23.57264378,0,0.633555987,6.418158759,10.71499052,1.681656487,0,2.546220949,11.49163227,1.719280356,0,0.380190474,0,0,0,0,9.200284156,0,22.49578428,3.449429276,24.53789585,32.20550173,0,0.631586846,7.777739292,11.4413361,5.114960428,0,6.162023451,20.18623401,3.470399227,0,0.380190474,0,0,0,0,18.72845597,0,22.6510698,3.357009397,24.22798637,29.4812486,0,0.487921651,7.373454132,12.28607797,9.169927381,0,12.94364321,31.21742524,5.871988274,0,1.941681525,0,0,0,0,30.90903776,0,38.5511309,2.86537204,21.47403866,26.74268745,0,0.381790335,6.741653759,16.26406994,32.44046726,8.32512596,0,1.466407173,0,0,0,0,26.94924364,0,50.58832646,2.720192143,20.34670475,24.57265022,0,0.547331229,7.381105168,15.40993348,31.04526457,8.701414278,0.086787602
91,2.245191458,2.227372478,2.227372478,0.015755288,0.020153322,2690.598648,3728.225218,4934.360023,4528.944734,4640.677581,0,0,0,0,0,0,2.245191458,0,0,0,0,113.2884312,0,474.5787401,166.9040525,507.6532388,592.4115739,0,18.40164491,64.42499178,416.3060251,24.87350754,0,51.64014758,186.8939946,73.22230021,0,2.227372478,0,0,0,0,247.3015834,0,728.7180053,186.9371004,549.4936863,813.803457,0,18.02121325,71.56106054,442.7929826,66.22511968,0,113.726631,313.6940588,175.9503194,0,2.227372478,0,0,0,0,476.3173041,0,791.6783212,208.9656676,616.3483492,913.3063643,0,13.09129972,72.30237825,522.6395861,131.3315847,0,204.393941,571.192992,412.7922348,0,0.015755288,0,0,0,0,710.3978332,0,1198.613357,103.8033942,517.0985044,750.4949813,0,10.85382854,146.0838312,266.5688099,167.8244648,657.2057294,0,0.020153322,0,0,0,0,675.4666051,0,1318.054648,102.5270545,509.9327864,697.4688364,0,15.59132529,155.7136333,264.9216937,161.4021669,739.5988306,0.249690231
92,0,0,0,0,0,9.862817593,13.6725504,25.72474718,118.2933158,121.1672695,0,0,0,0,0,0,0,0,0,0,0,0.40186398,0,1.434269183,0.277517059,1.707398399,2.261877091,0,0.06070488,0.718494593,1.031693611,0.154478797,0,0.237682832,1.576837168,0,0,0,0,0,0,0,0.929337268,0,2.277167433,0.300308612,1.921399434,2.914073162,0,0.057068545,0.803155558,1.078296348,0.406373433,0,0.497532455,2.487838149,0,0,0,0,0,0,0,2.916429015,0,3.569166197,0.372393886,2.469056733,3.886408995,0,0.064478944,1.268370476,1.510045741,1.971865994,0,2.831035954,4.86549525,0,0,0,0,0,0,0,25.83860523,0,40.00364054,5.784566482,22.97493592,13.88414154,0,0.200760361,1.122574193,2.309434725,6.174656811,0,0,0,0,0,0,0,21.63709163,0,50.03256387,5.574054861,21.84261937,12.67925859,0,0.284308702,1.19843342,2.217574041,5.701365054,0,0.016676424
93,0,0,0,0,0,0.417244074,0.592538993,1.020156202,1.046140072,1.092156098,0,0,0,0,0,0,0,0,0,0,0,0.019577307,0,0.068453636,0.014790506,0.088682812,0.088403189,0,0.002351092,0.026826501,0.050189265,0.007462085,0,0.011026959,0.039480721,0,0,0,0,0,0,0,0.044965279,0,0.108201108,0.016887199,0.103984156,0.118148849,0,0.002293428,0.031348251,0.053309204,0.021052471,0,0.024758871,0.067590177,0,0,0,0,0,0,0,0.123106247,0,0.149975015,0.022996235,0.152473189,0.153196521,0,0.002540175,0.041800087,0.085897795,0.056928007,0,0.080971976,0.150270956,0,0,0,0,0,0,0,0.193453378,0,0.245546244,0.012478303,0.126076646,0.161813411,0,0.002327057,0.038279614,0.131370424,0.134794996,0,0,0,0,0,0,0,0.172119586,0,0.328499998,0.012306934,0.124597644,0.153296944,0,0.003434499,0.042835397,0.129238506,0.12582659,0,7.40797E-05
94,0.426337816,0.422954182,0.422954182,0.328318986,0.65995614,835.5250115,1211.095581,1783.593948,1791.292319,1859.811328,4.672560032,4.590245331,4.063311365,3.83034,4.25608,0,0.426337816,0,3.548304311,0.263285721,0.86097,33.16406426,0,126.1807659,15.70915279,118.2945913,154.1759264,0,4.190835769,43.24311376,154.9853968,6.756612631,0,10.94147693,83.51948355,84.36359149,0,0.422954182,0,3.507068228,0.222207104,0.86097,75.64639368,0,196.7423423,17.10596621,133.9837245,211.9071701,0,4.201304417,50.63900893,165.5780154,19.05052333,0,24.57871192,141.3729492,170.2894713,0,0.422954182,0,3.050663251,0.151678113,0.86097,158.3776718,0,206.4461539,15.82086844,124.5992607,220.1161305,0,3.668910988,58.67448062,193.7261271,75.41120161,0,114.251983,307.787222,304.7139377,0,0.328318986,0,2.80531,0.16406,0.86097,206.1029018,0,265.3972484,13.44062358,128.530415,240.3014167,0,3.451470376,63.51049277,265.7336608,255.5183153,349.3057745,0,0.65995614,0,3.26364,0.13147,0.86097,180.1203974,0,348.1377668,13.21588987,124.1753304,220.3909644,0,4.929875077,69.85555746,253.1478412,224.4346018,421.4031039,0.2853185
95,0,0,0,0,0,509.9898962,684.6006476,717.7941307,1261.234919,1303.76542,327.9667294,283.6260967,219.523453,212.44629,155.08347,0,0,0,114.8390745,211.9485249,1.17913,22.78082475,0,83.43798235,34.53871013,98.02883173,105.8875631,0,3.187226764,12.86688224,112.5793067,4.646636444,0,8.412690731,17.95102373,5.672217531,0,0,0,103.5672781,178.8796886,1.17913,50.74140636,0,132.2001045,39.03491316,107.114917,142.1825504,0,3.053183472,14.29630807,122.3569291,12.24069826,0,18.32329312,29.42622764,13.63011656,0,0,0,96.2410381,122.1032849,1.17913,89.6575287,0,129.8707019,31.50779662,86.37691268,126.5647283,0,1.792448264,12.72876838,103.7601534,26.79758546,0,36.28636322,41.61534109,30.83580272,5.786603556,0,0,79.19626,132.0709,1.17913,176.1310676,0,289.6142445,4.305989871,118.6223048,233.3469733,0,3.378118999,31.50139156,308.1386072,43.48205574,52.71416557,5.559750971,0,0,48.07268,105.83166,1.17913,173.4577768,0,330.366071,4.289898542,115.965909,215.4916112,0,4.824208347,34.76954209,305.994847,41.05460519,77.55095037,0.079209759
96,5.06134969,4.798167133,4.798167133,4.297777799,4.657769193,342.651954,528.7275907,720.4246105,848.8666264,904.7427782,2547.315554,2193.847122,1708.171805,1605.15512,996.60381,0,0.640337698,4.421011992,1209.254595,1335.925519,2.13544,6.858366851,0,25.96210178,7.540755762,60.07674428,73.03225413,0,1.988021321,17.91277452,51.39324946,4.185276429,0,6.817015851,43.89581339,42.98958021,0,0.635255653,4.16291148,1064.221218,1127.490464,2.13544,16.85018554,0,43.43922234,10.05820028,82.7809572,109.9835966,0,2.181622233,22.13011409,53.61334047,12.15979598,0,15.66428128,73.09101118,86.77526354,0,0.635255653,4.16291148,936.4113381,769.6250273,2.13544,43.23852424,0,54.50487461,9.248017793,77.35361931,112.8757635,0,1.878952265,24.60517733,43.96658779,30.64567342,0,45.36676708,133.0792995,143.6613536,17.35981067,0.459253959,3.83852384,770.56812,832.45156,2.13544,102.6357863,0,137.1996434,8.295961494,163.1773207,108.8870152,0,1.56921977,27.78748613,17.86123611,130.2627718,151.1901855,16.67925291,0.812727193,3.845042,327.40442,667.06395,2.13544,89.50182148,0,178.8859276,8.203484756,159.9446186,99.32577621,0,2.225283281,30.52068481,17.87233617,121.6178505,196.6449948,0.245304751
97,0,0,0,0,0,9590.013858,13609.79598,18237.42014,20432.21521,21633.88723,0.37059,0.37059,0.37059,0.37059,0.37059,0,0,0,0,0,0.37059,497.3310966,0,2041.614117,443.4932449,1298.582514,1782.620666,0,54.84959748,246.6806636,1677.209736,65.77685913,0,128.832827,1052.47218,300.5503575,0,0,0,0,0,0.37059,1072.10073,0,3104.532144,504.6065059,1425.810593,2389.386379,0,52.42077938,272.9059702,1799.343114,179.6309471,0,291.6095541,1796.313854,721.1354054,0,0,0,0,0,0.37059,2045.782254,0,3255.297025,542.9601974,1541.501997,2579.278297,0,36.71009877,278.205825,2035.890456,379.3001815,0,550.5974519,3303.996727,1687.899632,0,0,0,0,0,0.37059,2709.83415,0,4646.179925,531.1808923,1739.545463,3025.201535,0,43.65421624,330.7373335,3269.834565,1614.789972,2521.257162,0,0,0,0,0,0.37059,2730.206014,0,5411.041548,535.2661359,1737.054359,2877.589612,0,64.16706362,374.4326254,3284.335077,1590.3802,3029.414599,0.53566871
98,0,0,0,0,0,1836.59002,2725.090239,3774.5901,5013.327525,5245.731795,0,0,0,0,0,0,0,0,0,0,0,83.64599548,0,324.4856435,13.05018213,105.0652284,403.8234854,0,11.01142333,153.7033817,260.3454482,34.71501502,0,57.28532404,309.7834417,79.67545115,0,0,0,0,0,0,186.4268798,0,493.6656091,13.81063127,112.5254263,562.4707507,0,11.18817746,177.0654907,283.071707,95.78277424,0,125.8338644,502.4225549,160.8263732,0,0,0,0,0,0,415.513723,0,523.252478,25.3093331,208.9382465,534.5309906,0,8.88244379,180.4032601,284.299241,196.7169591,0,289.2132549,840.524968,267.0052021,0,0,0,0,0,0,664.4556216,0,870.0810672,55.4943547,311.840078,477.5998003,0,6.869264673,66.59781942,1027.590395,1030.0274,502.7717241,0,0,0,0,0,0,592.7977164,0,1163.661443,55.42023574,309.4629123,455.4800828,0,10.19750403,74.99937641,1024.32081,982.9175389,576.4741749,0.464125546
99,0,0,0,0,0,1157.183692,1726.357942,2179.079339,2671.362373,2775.206828,0,0,0,0,0,0,0,0,0,0,0,36.47380589,0,149.5452196,19.16128272,156.8433724,261.9154699,0,7.188858215,69.37168837,112.7230008,17.50804649,0,30.67827989,242.3766795,53.39798849,0,0,0,0,0,0,83.20822317,0,231.1178876,21.61366469,184.1690763,360.8170913,0,7.221219761,82.08969073,119.4558803,49.99972217,0,69.20489999,409.6757574,107.7848283,0,0,0,0,0,0,178.4083889,0,239.4104836,26.15206299,228.5072506,355.1183078,0,5.935449942,75.63917767,107.3517923,93.05960082,0,145.6454753,536.4452782,187.4060703,0,0,0,0,0,0,347.7595274,0,453.4815529,22.53907788,217.9102122,368.7375725,0,5.30812622,76.22659665,45.10771792,563.8321173,570.4598716,0,0,0,0,0,0,306.7644958,0,598.8406725,22.12418074,212.8935773,343.5522465,0,7.694946767,84.81545755,45.98170947,522.5580256,629.9815162,0.230841427
100,0,0,0,0,0,2559.481719,3485.265926,4038.907329,5503.053025,5566.673067,0.112514182,0.094959386,0.091306698,0.07011,0.02756,0,0,0,0.112514182,0,0,97.71405553,0,383.4772047,227.4256745,684.6334683,504.0961429,0,15.41746476,56.52019272,355.8406714,19.03910787,0,37.54389926,111.6251254,66.14871211,0,0,0,0.094959386,0,0,218.9235039,0,607.1455342,259.6478337,756.7094314,698.8606145,0,15.24283435,64.31939977,372.8667555,52.72676205,0,85.8771454,194.7012022,158.2449091,0,0,0,0.091306698,0,0,390.1554489,0,595.3872257,249.0959384,714.974111,638.8498785,0,9.096585704,59.19417731,460.10448,100.934252,0,146.8651752,300.4114841,373.8385725,18.08313611,0,0,0.07011,0,0,859.4754126,0,1498.400808,152.3013713,896.5082842,1143.687993,0,16.56859439,135.4072618,53.16189676,209.4720892,538.0693135,17.37422178,0,0,0.02756,0,0,822.4605846,0,1657.506826,149.1379464,874.9347835,1046.416081,0,23.41718368,145.6165522,51.9309299,205.4203913,589.8317894,0.249194702
101,0,0,0,0,0,308.0321327,446.30683,527.711412,626.9901728,644.588279,0.045946071,0.038894602,0.037520268,0.02881,0.01155,0,0,0,0.045946071,0,0,8.81666579,0,33.43867875,11.04115124,61.36869454,50.80565541,0,1.37391534,14.01759906,52.24329113,3.48238,0,5.677444721,31.01486355,34.75179319,0,0,0,0.038894602,0,0,20.47800739,0,53.17171187,12.14776107,71.28387859,72.93690193,0,1.438902003,16.46734013,54.60252415,9.840439938,0,12.78877374,51.00345126,70.14713792,0,0,0,0.037520268,0,0,43.66862552,0,55.05324545,10.22302346,54.40393748,56.19315201,0,0.935119397,16.3625368,50.84252986,18.96389556,0,28.46617905,75.72451739,116.8746501,13.019858,0,0,0.02881,0,0,95.82986443,0,125.2475676,6.671658808,62.38706541,86.67204905,0,1.24768914,19.11702565,34.77749298,72.24231122,122.7974485,12.50943968,0,0,0.01155,0,0,80.31041106,0,157.5558733,6.298614448,59.01966976,76.58732138,0,1.715922888,20.23444675,32.5253456,68.58454138,141.7561324,0.178027643
102,0,0,0,0,0,8858.760172,12530.65754,17407.59444,18584.74984,19775.06884,0,0,0,0,0,0,0,0,0,0,0,385.816071,0,1445.164711,293.2437822,1008.9293,1408.336923,0,42.55870061,244.6229133,2127.519034,88.89776884,0,164.342046,1243.660503,405.6684193,0,0,0,0,0,0,819.9690071,0,2182.734942,328.1254735,1067.207614,1953.257949,0,42.10770758,267.3092711,2267.974663,233.5838457,0,356.5058619,2038.936442,972.9447664,0,0,0,0,0,0,1606.797949,0,2398.526081,351.3741145,1165.531813,2142.559767,0,30.40559799,266.6556366,2575.362069,464.2805155,0,649.4493412,3519.906915,2236.744644,0,0,0,0,0,0,1943.246263,0,3272.711052,227.753028,1219.744512,2395.608692,0,34.50028901,335.5905802,4077.013653,1675.639464,3402.942307,0,0,0,0,0,0,1959.506267,0,3817.308243,229.0591863,1216.223217,2282.47379,0,50.81398925,379.9444009,4097.423228,1644.655346,4097.661174,0.661993252
