FID,Rail30,Rail25,Rail19,Rail16,Rail13,Road30,Road25,Road19,Road16,Road13,River30,River25,River19,River16,River13,Aviat30,RailF30,RailP30,ShipCom30,ShipPass30,ShipSmal30,RdCarD30,RdCarE30,RdCarP30,RdHGVA30,RdHGVR30,RdLGVD30,RdLGVE30,RdLGVP30,RdMoto30,RdCoach30,RdPHVD30,RdPHVE30,RdPHVP30,RdTaxi30,RdLTBus30,Aviat25,RailF25,RailP25,ShipCom25,ShipPass25,ShipSmal25,RdCarD25,RdCarE25,RdCarP25,RdHGVA25,RdHGVR25,RdLGVD25,RdLGVE25,RdLGVP25,RdMoto25,RdCoach25,RdPHVD25,RdPHVE25,RdPHVP25,RdTaxi25,RdLTBus25,Aviat19,RailF19,RailP19,ShipCom19,ShipPass19,ShipSmal19,RdCarD19,RdCarE19,RdCarP19,RdHGVA19,RdHGVR19,RdLGVD19,RdLGVE19,RdLGVP19,RdMoto19,RdCoach19,RdPHVD19,RdPHVE19,RdPHVP19,RdTaxi19,RdLTBus19,Aviat16,RailF16,RailP16,ShipCom16,ShipPass16,ShipSmal16,RdCarD16,RdCarE16,RdCarP16,RdHGVA16,RdHGVR16,RdLGVD16,RdLGVE16,RdLGVP16,RdMoto16,RdCoach16,RdTaxi16,RdLTBus16,Aviat13,RailF13,RailP13,ShipCom13,ShipPass13,ShipSmal13,RdCarD13,RdCarE13,RdCarP13,RdHGVA13,RdHGVR13,RdLGVD13,RdLGVE13,RdLGVP13,RdMoto13,RdCoach13,RdTaxi13,RdLTBus13,Shape_Area
87,0,0,0,0,0,0.230451651,0.277005584,0.421846398,0.570246549,0.651733385,0,0,0,0,0,0,0,0,0,0,0,0.014427011,0.017956013,0.043421003,0.007980201,0.032702996,0.042865838,0.010463949,0.001487558,0.006085838,0.007902389,0.003707462,0.012450415,0.003052403,0.016623148,0.009325426,0,0,0,0,0,0,0.032104289,0.006767251,0.063322802,0.008180414,0.033485723,0.058779729,0.001545977,0.001148675,0.006337876,0.008167795,0.009931981,0.007691627,0.00700551,0.023038653,0.009497282,0,0,0,0,0,0,0.078184067,0.000663031,0.068413091,0.011136209,0.043900062,0.074523311,0.000349453,0.000620958,0.006524005,0.020213276,0.019603353,0.000366343,0.027656031,0.05872958,0.010963628,0,0,0,0,0,0,0.139651757,0.000324318,0.121944187,0.010273086,0.051737784,0.144407428,0.000133892,0.001073468,0.009734249,0.019836784,0.039812281,0.031317315,0,0,0,0,0,0,0.160755653,6.73E-05,0.135281044,0.011717434,0.05814648,0.172146273,4.33E-05,0.00157802,0.012328915,0.023508547,0.043272249,0.032888167,0.349761725
88,0,0,0,0,0,0.000211729,0.000287527,0.00064801,0.001655215,0.002164654,0,0,0,0,0,0,0,0,0,0,0,1.82E-05,1.93E-05,4.10E-05,2.52E-06,1.89E-05,5.13E-05,1.02E-05,1.18E-06,4.08E-06,1.02E-05,6.66E-06,1.96E-05,3.98E-06,4.54E-06,0,0,0,0,0,0,0,5.04E-05,7.93E-06,6.27E-05,2.54E-06,1.90E-05,7.81E-05,2.12E-06,9.55E-07,4.35E-06,1.03E-05,1.85E-05,1.30E-05,8.96E-06,8.67E-06,0,0,0,0,0,0,0,0.000174322,1.59E-06,6.79E-05,2.89E-06,2.13E-05,0.000157082,8.66E-07,6.68E-07,4.57E-06,1.29E-05,4.14E-05,6.88E-07,4.59E-05,0.00011591,0,0,0,0,0,0,0,0.000366977,8.94E-07,0.000100587,1.94E-06,2.14E-05,0.000448625,2.60E-07,6.45E-07,4.72E-06,2.67E-05,0.000682446,0,0,0,0,0,0,0,0.000455688,6.10E-08,0.000122573,2.22E-06,2.49E-05,0.000723707,2.65E-08,9.67E-07,5.93E-06,3.21E-05,0.000796466,0,0.002641848
89,0,0,0,0,0,0.05619873,0.068500312,0.08447744,0.129367843,0.142397886,0,0,0,0,0,0,0,0,0,0,0,0.002358003,0.003008624,0.007301748,0.001825292,0.007236653,0.012078576,0.003010793,0.000428044,0.001477824,0.002436334,0.000795999,0.002770026,0.000681056,0.005134579,0.005655179,0,0,0,0,0,0,0.005455712,0.00119264,0.0111982,0.001987144,0.007843524,0.017204539,0.000463295,0.000344279,0.001605464,0.002555516,0.002266154,0.001819736,0.001662172,0.007162969,0.005738968,0,0,0,0,0,0,0.010695076,0.000101327,0.010464885,0.002203143,0.008382562,0.016747767,8.76E-05,0.000155718,0.00143577,0.003352185,0.004083081,8.06E-05,0.006073407,0.014053281,0.006561008,0,0,0,0,0,0,0.025202831,6.31E-05,0.023742003,0.005997602,0.012356409,0.027834113,2.89E-05,0.000231593,0.003213181,0.003235046,0.015241629,0.012221421,0,0,0,0,0,0,0.027790949,1.28E-05,0.025665027,0.006609944,0.013630164,0.030479024,8.84E-06,0.000322436,0.003955583,0.003582659,0.017072818,0.013267657,0.017229981
90,4.97E-05,4.93E-05,0.0000493,0.000230175,0.000200563,0.019660695,0.024282194,0.031255944,0.046691435,0.055764723,0,0,0,0,0,0,4.97E-05,0,0,0,0,0.000823452,0.0010759,0.002283929,0.000307315,0.002774386,0.004560208,0.001312886,0.000152019,0.001139502,0.000932477,0.000350713,0.001212668,0.000247309,0.001758469,0.000729461,0,4.93E-05,0,0,0,0,0.002173899,0.0004559,0.003614659,0.000326708,0.002952861,0.006379102,0.00026096,0.000117223,0.001249051,0.000967198,0.001068494,0.000882975,0.000611424,0.002478549,0.00074319,0,0.0000493,0,0,0,0,0.005217509,7.33E-05,0.003126842,0.000312295,0.002754001,0.007086627,8.08E-05,6.23E-05,0.001027851,0.001040306,0.00169259,3.36E-05,0.00224389,0.00565212,0.000851931,0,0.000230175,0,0,0,0,0.010231374,4.63E-05,0.005196948,0.000350108,0.003251466,0.011630786,2.26E-05,5.61E-05,0.001176688,0.00192883,0.011919196,0.000881098,0,0.000200563,0,0,0,0,0.01145505,3.09E-06,0.006194742,0.000382208,0.003552184,0.01617765,2.23E-06,8.13E-05,0.001447274,0.002227954,0.013281278,0.000959787,0.086787602
91,0.000259616,0.000257555,0.000257555,0.00000454,0.00000234,0.326614707,0.382546473,0.525635042,0.707623009,0.789893799,0,0,0,0,0,0,0.000259616,0,0,0,0,0.014869438,0.018613555,0.04513984,0.011943976,0.04944929,0.069571534,0.017055694,0.00242652,0.00817352,0.021458119,0.003054209,0.01049259,0.00258483,0.01668644,0.035095152,0,0.000257555,0,0,0,0,0.033593883,0.007167884,0.067266663,0.012501546,0.05152196,0.096382212,0.002551016,0.00189772,0.008546963,0.022380133,0.0081319,0.006446237,0.00589856,0.022422344,0.035837453,0,0.000257555,0,0,0,0,0.075194498,0.000668226,0.069106445,0.016348035,0.064403237,0.116284183,0.000573302,0.001019805,0.008653652,0.032081601,0.015762907,0.000304088,0.023039287,0.058315045,0.043880733,0,0.00000454,0,0,0,0,0.151330158,0.000354757,0.13355527,0.011813215,0.073216536,0.179417279,0.00016626,0.001332425,0.022503736,0.029488222,0.034659305,0.069785847,0,0.00000234,0,0,0,0,0.165633455,7.03E-05,0.14110419,0.013628716,0.084490351,0.210806279,5.30E-05,0.001932941,0.027057215,0.03472712,0.038027828,0.072362435,0.249690231
92,0,0,0,0,0,0.002171197,0.002764319,0.007594476,0.014738586,0.017171809,0,0,0,0,0,0,0,0,0,0,0,0.000130833,0.000112535,0.000238857,2.95E-05,0.000223152,0.000651679,0.000126791,1.47E-05,0.000124092,9.62E-05,3.41E-05,0.000106522,2.18E-05,0.000260534,0,0,0,0,0,0,0,0.000381382,4.61E-05,0.000365578,2.98E-05,0.000225108,0.000893704,2.38E-05,1.07E-05,0.000125478,9.76E-05,8.97E-05,6.71E-05,4.66E-05,0.00036183,0,0,0,0,0,0,0,0.00170545,1.10E-05,0.000469954,3.42E-05,0.000255127,0.001865199,9.96E-06,7.69E-06,0.000167228,0.000124862,0.000382197,6.86E-06,0.000458743,0.002095974,0,0,0,0,0,0,0,0.003688854,2.17E-05,0.002447951,0.000464955,0.002347205,0.003111548,5.44E-06,1.35E-05,0.000145984,0.000262374,0.002229078,0,0,0,0,0,0,0,0.00379021,1.41E-06,0.002844356,0.000536801,0.002659239,0.004342129,5.39E-07,1.97E-05,0.000175629,0.000310321,0.002491498,0,0.016676424
93,0,0,0,0,0,8.38E-05,9.97E-05,0.000152685,0.000203694,0.000236443,0,0,0,0,0,0,0,0,0,0,0,4.00E-06,5.87E-06,1.24E-05,1.57E-06,1.16E-05,1.71E-05,5.47E-06,6.34E-07,5.23E-06,4.68E-06,1.49E-06,5.82E-06,1.18E-06,6.72E-06,0,0,0,0,0,0,0,9.67E-06,2.39E-06,1.89E-05,1.67E-06,1.22E-05,2.30E-05,1.06E-06,4.78E-07,5.52E-06,4.82E-06,4.21E-06,3.92E-06,2.70E-06,9.16E-06,0,0,0,0,0,0,0,2.55E-05,4.70E-07,2.01E-05,2.11E-06,1.58E-05,2.66E-05,4.00E-07,3.09E-07,5.63E-06,7.10E-06,9.04E-06,2.03E-07,1.36E-05,2.59E-05,0,0,0,0,0,0,0,4.29E-05,2.64E-07,2.97E-05,1.43E-06,1.59E-05,3.87E-05,1.20E-07,2.98E-07,5.81E-06,1.49E-05,5.35E-05,0,0,0,0,0,0,0,4.58E-05,1.80E-08,3.62E-05,1.66E-06,1.87E-05,4.85E-05,1.23E-08,4.47E-07,7.31E-06,1.81E-05,5.97E-05,0,7.40797E-05
94,0.000112243,0.000111352,0.000111352,0.0000886,0.0000782,0.139383335,0.161218477,0.223624436,0.350522451,0.39127432,0.001790508,0.001868641,0.001748611,0.00166,0.00243,0,0.000112243,0,0.001326676,0.000103832,0.00036,0.005575398,0.007935645,0.016900086,0.001461951,0.014850325,0.022345692,0.006944975,0.000804204,0.006693828,0.009769789,0.001100427,0.004220214,0.000865086,0.009813406,0.030102308,0,0.000111352,0,0.001414133,9.45E-05,0.00036,0.013502074,0.003212611,0.02554964,0.001484334,0.015070514,0.031089825,0.001387951,0.000623521,0.007083861,0.010200674,0.003094784,0.002843482,0.001978976,0.013322783,0.030773447,0,0.000111352,0,0.001314649,7.40E-05,0.00036,0.030123744,0.000539629,0.023060744,0.00138952,0.013653543,0.032150662,0.000456321,0.000352413,0.007398553,0.013833644,0.010630586,0.000238522,0.015960927,0.037958678,0.035876949,0,0.0000886,0,0.00122,0.00008,0.00036,0.046252476,0.000281106,0.031630753,0.001568197,0.019380738,0.059569654,0.000173434,0.000431239,0.009822612,0.028559201,0.114452949,0.038400092,0,0.0000782,0,0.00198,0.00009,0.00036,0.048719206,1.89E-05,0.037978825,0.001796487,0.02179195,0.074003024,1.72E-05,0.000628769,0.012189661,0.033740729,0.117769119,0.042620394,0.2853185
95,0,0,0,0,0,0.078074592,0.092110465,0.115057851,0.213730867,0.246329831,0.098416545,0.09200385,0.07658597,0.07466,0.07587,0,0,0,0.033732083,0.064194462,0.00049,0.003883583,0.004831886,0.011694658,0.003018783,0.011960214,0.018539775,0.004543913,0.000645794,0.001897694,0.008059238,0.000768184,0.002603165,0.00063805,0.002452888,0.002536767,0,0,0,0.033084055,0.058429795,0.00049,0.008996432,0.001896017,0.01775435,0.003179566,0.012565235,0.025105363,0.000663206,0.000492567,0.00198554,0.008545949,0.002020133,0.001578595,0.001437617,0.003295503,0.002594393,0,0,0,0.033022196,0.043073774,0.00049,0.019973291,0.000171718,0.017696249,0.003028544,0.011607216,0.027411926,0.000132297,0.000235033,0.001900997,0.009078493,0.004549368,8.66E-05,0.006519815,0.009584403,0.00308187,0.000146313,0,0,0.02758,0.04659,0.00049,0.0395832,9.05E-05,0.03408071,0.000489901,0.020588842,0.058094891,5.52E-05,0.000442191,0.004892592,0.036902198,0.011757686,0.006752939,0.000138779,0,0,0.02269,0.05269,0.00049,0.045162859,1.85E-05,0.037231305,0.000571092,0.023195899,0.067846809,1.75E-05,0.00063612,0.006084718,0.043505066,0.012868116,0.00919186,0.079209759
96,0.000219769,0.000214436,0.000214446,0.000162168,0.0001598,0.057557459,0.072103262,0.124769339,0.168172867,0.201332761,0.947071105,0.887138806,0.718676332,0.68162,0.66027,0,0.000148626,7.11E-05,0.454926421,0.491254684,0.00089,0.00125966,0.001643002,0.003500332,0.000677169,0.007458613,0.011781197,0.003280276,0.000379772,0.002665885,0.003532427,0.000735954,0.002504822,0.000515474,0.005456541,0.012166333,0,0.000147446,6.70E-05,0.439108828,0.447139978,0.00089,0.003447835,0.000723105,0.005751964,0.000855819,0.009396474,0.018641312,0.000734152,0.000329694,0.003014161,0.003595708,0.002171414,0.001768405,0.001234722,0.007929997,0.012508501,0,0.000147446,0.000067,0.388136521,0.329649811,0.00089,0.010731387,0.000153616,0.006569228,0.000815412,0.008631055,0.023388302,0.00025202,0.000194546,0.003113483,0.003569514,0.005060814,9.95E-05,0.006667471,0.040926782,0.01459625,0.00043894,0.000100399,6.18E-05,0.32417,0.35656,0.00089,0.025754274,0.000127483,0.014365066,0.000921792,0.023447401,0.033083695,6.37E-05,0.000158474,0.003906898,0.00193968,0.049981785,0.014422604,0.000416336,0.0000979,0.0000619,0.25615,0.40323,0.00089,0.028794002,8.63E-06,0.017338937,0.001078984,0.027028893,0.047303682,6.40E-06,0.000233432,0.004867308,0.002399175,0.056122919,0.016150397,0.245304751
97,0,0,0,0,0,1.313470552,1.554141731,2.291091607,3.090946699,3.586795613,0.00018,0.00018,0.00018,0.00018,0.00018,0,0,0,0,0,0.00018,0.069915218,0.09010399,0.217604478,0.036120161,0.146807697,0.242847012,0.060714341,0.008627693,0.034775451,0.102905424,0.009725785,0.033385258,0.008139047,0.118022172,0.133776825,0,0,0,0,0,0.00018,0.155171353,0.034258885,0.320140147,0.038386539,0.155243804,0.327530134,0.008867316,0.006575379,0.036235897,0.108065166,0.026434823,0.020942837,0.018955727,0.160576024,0.136757699,0,0,0,0,0,0.00018,0.356800718,0.003407368,0.349497585,0.048949038,0.1920107,0.399504516,0.002120542,0.003750603,0.039310559,0.155570051,0.057389019,0.00110536,0.083130799,0.430559332,0.167985416,0,0,0,0,0,0.00018,0.558479879,0.001303507,0.491420701,0.059759269,0.255591884,0.657032482,0.000634399,0.005089222,0.049625302,0.365531793,0.389978009,0.25650025,0,0,0,0,0,0.00018,0.647648281,0.000273464,0.550002884,0.070582574,0.298122924,0.782620621,0.000207071,0.007556181,0.063461056,0.436165852,0.445504359,0.284650345,0.53566871
98,0,0,0,0,0,0.287111259,0.342689034,0.547732561,0.907109506,1.073384929,0,0,0,0,0,0,0,0,0,0,0,0.013317617,0.018801735,0.040112693,0.001251514,0.013645418,0.056145053,0.017233735,0.001995427,0.022098758,0.01705967,0.005427867,0.020135998,0.004148492,0.035144487,0.020592794,0,0,0,0,0,0,0.031562505,0.007447842,0.059335212,0.001237784,0.013136951,0.078816684,0.003469475,0.001558397,0.023013838,0.018147773,0.014977114,0.013311092,0.00930856,0.046158774,0.021207033,0,0,0,0,0,0,0.08323937,0.001491244,0.063750073,0.002295439,0.024178973,0.091232719,0.001265961,0.000977189,0.022892585,0.022131168,0.029805381,0.000651365,0.043630637,0.135383537,0.024806921,0,0,0,0,0,0,0.163835524,0.000861933,0.097086618,0.00634836,0.045350718,0.135327898,0.000324911,0.000807946,0.009820364,0.106437798,0.290376791,0.050530645,0,0,0,0,0,0,0.182978169,5.93E-05,0.11916447,0.007457266,0.052650153,0.18531854,3.36E-05,0.001226339,0.012456931,0.131933378,0.327517759,0.05258898,0.464125546
99,0,0,0,0,0,0.163790827,0.196514002,0.274876711,0.477288258,0.551300234,0,0,0,0,0,0,0,0,0,0,0,0.005638203,0.007525643,0.016049829,0.001595459,0.017867374,0.031299389,0.009134572,0.001058011,0.00959961,0.006251458,0.002561231,0.009166843,0.00188717,0.021332084,0.02282395,0,0,0,0,0,0,0.014196277,0.003085913,0.024574877,0.001693202,0.018940293,0.043775527,0.001822675,0.000819166,0.010313133,0.006507274,0.007448907,0.006386626,0.004461905,0.029244673,0.023243553,0,0,0,0,0,0,0.037167806,0.000576065,0.024621363,0.002156788,0.023955816,0.052447063,0.000648715,0.000501194,0.009153342,0.007157915,0.013066475,0.000274418,0.01837125,0.058940888,0.025837615,0,0,0,0,0,0,0.07591066,0.000452277,0.050947874,0.002557567,0.031579027,0.090677402,0.000242294,0.00060253,0.010952411,0.004931794,0.15256932,0.055865102,0,0,0,0,0,0,0.081683911,3.10E-05,0.062218585,0.002958,0.036304532,0.118524023,2.47E-05,0.000901213,0.013833436,0.006231781,0.167403369,0.061185697,0.230841427
100,0,0,0,0,0,0.347066466,0.411052825,0.538996835,0.848686043,0.94973111,7.53E-05,6.85E-05,6.37E-05,0.00005,0.00003,0,0,0,7.53E-05,0,0,0.015352125,0.018434431,0.044639219,0.01808729,0.075254465,0.073606373,0.017867884,0.002538376,0.007757142,0.021629567,0.002694943,0.009094125,0.002231408,0.011699072,0.026180046,0,0,0,6.85E-05,0,0,0.036127822,0.007290017,0.068294629,0.019262459,0.079948702,0.103181069,0.002702708,0.002003908,0.00831043,0.022150176,0.007467559,0.005811409,0.005294977,0.01638867,0.026818289,0,0,0,6.37E-05,0,0,0.085522173,0.000678262,0.069715051,0.022524384,0.089415839,0.118981041,0.000564066,0.000998849,0.008196282,0.033494039,0.014916186,0.000283326,0.021353674,0.0404991,0.031854566,0.00045723,0,0,0.00005,0,0,0.178285845,0.000395797,0.149146222,0.017026538,0.134592409,0.240602849,0.000222454,0.001783077,0.019533734,0.006342445,0.046685993,0.05406868,0.000433683,0,0,0.00003,0,0,0.198058354,7.90E-05,0.158826543,0.019591082,0.153584983,0.276755044,6.98E-05,0.002545547,0.023705913,0.007295648,0.052390512,0.056828624,0.249194702
101,0,0,0,0,0,0.054133977,0.065718532,0.089636481,0.125585982,0.14626831,3.05E-05,2.78E-05,2.55E-05,0.00002,0.00001,0,0,0,3.05E-05,0,0,0.001958134,0.002258397,0.004795284,0.001021452,0.007466478,0.010991983,0.002373066,0.000274923,0.002343324,0.003795639,0.00074793,0.002284125,0.000465223,0.004058814,0.009299207,0,0,0,2.78E-05,0,0,0.005263401,0.000929145,0.007369136,0.001045612,0.007748288,0.016586265,0.000494306,0.000222242,0.002481057,0.003864062,0.002110346,0.001539734,0.001065047,0.005426098,0.009573793,0,0,0,2.55E-05,0,0,0.014561241,0.000157683,0.006736179,0.000928875,0.005835421,0.019881355,0.000127739,9.86E-05,0.002145037,0.00401044,0.003502414,6.07E-05,0.004059462,0.016329886,0.011201497,0.000329205,0,0,0.00002,0,0,0.027088186,0.000123961,0.013961652,0.000761098,0.008620198,0.030945166,5.81E-05,0.000144486,0.002793051,0.003951059,0.026097323,0.011041696,0.000312252,0,0,0.00001,0,0,0.029072104,7.99E-06,0.016062514,0.000842101,0.009588767,0.040879824,5.55E-06,0.000202511,0.003329409,0.004551502,0.028973172,0.012752858,0.178027643
102,0,0,0,0,0,1.407714791,1.641979056,2.369193965,2.948179345,3.395787228,0,0,0,0,0,0,0,0,0,0,0,0.063882106,0.082004011,0.197982,0.025991385,0.12410684,0.232929928,0.058398096,0.008292033,0.036704209,0.143151846,0.014220304,0.04964973,0.012108377,0.153363312,0.204930616,0,0,0,0,0,0,0.139924093,0.030680722,0.286570284,0.027152426,0.126304503,0.325181414,0.0088328,0.006537508,0.03774044,0.149045854,0.037339183,0.030093902,0.02724832,0.200285137,0.20904247,0,0,0,0,0,0,0.320103501,0.002989743,0.30576541,0.033337076,0.152798843,0.392599836,0.00206696,0.003642088,0.039128321,0.204426096,0.073327872,0.001440796,0.108321186,0.478124419,0.251121817,0,0,0,0,0,0,0.436553009,0.001007787,0.379244144,0.026186251,0.195709315,0.555043692,0.000561589,0.004502832,0.055813236,0.468497482,0.447975809,0.377084198,0,0,0,0,0,0,0.507537587,0.00021116,0.42421371,0.030626334,0.224868288,0.652987814,0.000183442,0.006691042,0.071197432,0.557619935,0.509808753,0.409841732,0.661993252
103,0,0,0,0,0,0.134110321,0.165977806,0.2375128,0.393156951,0.450344041,0,0,0,0,0,0,0,0,0,0,0,0.005661601,0.007872999,0.016800184,0.00096588,0.011435326,0.019198642,0.005771567,0.000668222,0.008984241,0.008095996,0.00170665,0.006361587,0.001311045,0.020557782,0.018718601,0,0,0,0,0,0,0.014032396,0.003240714,0.025821346,0.001104613,0.013072403,0.029125518,0.001252363,0.000562458,0.009758354,0.00883653,0.005037918,0.004491551,0.003143463,0.027309639,0.019188539,0,0,0,0,0,0,0.032834609,0.000572421,0.024424354,0.00107288,0.012430749,0.034949791,0.000460965,0.000356129,0.009067141,0.010177656,0.009356165,0.000208067,0.013889707,0.065420635,0.022291533,0,0,0,0,0,0,0.066649223,0.000446349,0.050131784,0.004415341,0.028722234,0.062556435,0.000193452,0.000481736,0.007024855,0.013192923,0.140926366,0.018416253,0,0,0,0,0,0,0.070170022,3.07E-05,0.061649543,0.005040451,0.032285739,0.079644305,2.00E-05,0.000730572,0.008932233,0.016132672,0.15642787,0.019279938,0.304495693
104,0,0,0,0,0,0.358782969,0.405935945,0.545385243,0.939743954,1.10827346,0.571042993,0.537969513,0.445846484,0.43632,0.48996,0,0,0,0.120314559,0.449538435,0.00119,0.010577279,0.014812637,0.031641926,0.002574178,0.03202942,0.055734516,0.017144957,0.0019856,0.01675842,0.047097023,0.003430934,0.012750757,0.002633224,0.029822011,0.079790086,0,0,0,0.127609662,0.409169851,0.00119,0.025001907,0.005846902,0.046643818,0.00263124,0.032631767,0.078193586,0.003453881,0.001551975,0.017408184,0.04805377,0.009405924,0.008376255,0.005871156,0.0389311,0.08193448,0,0,0,0.143001389,0.301655094,0.00119,0.062857955,0.001120653,0.047909144,0.002575505,0.03062416,0.088574364,0.001255271,0.000969822,0.01714382,0.054953944,0.018696121,0.000412985,0.027647624,0.094941793,0.095702081,0,0,0,0.10885,0.32628,0.00119,0.145933948,0.000975709,0.109684287,0.002046203,0.067255244,0.164161123,0.000493749,0.001227926,0.033834146,0.099530939,0.229042455,0.085558226,0,0,0,0.11978,0.36899,0.00119,0.153656807,6.72E-05,0.135000024,0.002383644,0.07650937,0.210151956,5.10E-05,0.001859327,0.043030255,0.119981039,0.257596803,0.107986013,0.453578991
105,6.35E-05,6.30E-05,0.000063,0.000299327,0.000254769,0.462169656,0.543236427,0.651582306,0.977074602,1.140103146,1.381038032,1.269627494,0.944965849,1.01583,1.16232,0,6.35E-05,0,0.08656604,1.293661992,0.00081,0.015479675,0.021669914,0.046329736,0.006474633,0.076716971,0.095649827,0.029023902,0.003362066,0.023967007,0.065306274,0.005489741,0.020410314,0.004221383,0.03806787,0.010000343,0,6.30E-05,0,0.091326442,1.177491052,0.00081,0.037312115,0.008737122,0.069751679,0.006927857,0.081852878,0.135291108,0.005887623,0.002646592,0.025405952,0.068698886,0.015212393,0.013545987,0.009509983,0.052191388,0.010264863,0,0.000063,0,0.07607,0.868085849,0.00081,0.079343866,0.001421298,0.060802024,0.006921537,0.078639532,0.120171404,0.001665835,0.001287479,0.02103311,0.084629475,0.024939291,0.000549927,0.036866426,0.121392408,0.011918697,0,0.000299327,0,0.07607,0.93895,0.00081,0.142700281,0.000963467,0.108142423,0.004515038,0.093537507,0.210861312,0.000662852,0.001648865,0.036619173,0.088145097,0.270709271,0.018569317,0,0.000254769,0,0.09966,1.06185,0.00081,0.154497966,6.87E-05,0.137988887,0.005138335,0.105801531,0.254797097,6.72E-05,0.002452606,0.048384977,0.103849655,0.306505814,0.020550324,0.277799257
106,0,0,0,0,0,0.248264016,0.296972578,0.620911733,0.865879814,1.009708861,0,0,0,0,0,0,0,0,0,0,0,0.009273959,0.012837593,0.027368571,0.001669828,0.020570097,0.039253038,0.011848667,0.0013721,0.013612469,0.017656264,0.002748769,0.010130652,0.002082228,0.024380703,0.053459077,0,0,0,0,0,0,0.023240762,0.005323317,0.042379391,0.001828977,0.022336597,0.057119549,0.00246801,0.00110882,0.01475663,0.018057111,0.007857909,0.006936431,0.004839616,0.033768841,0.054950617,0,0,0,0,0,0,0.0792212,0.001328455,0.056849079,0.004288317,0.0470234,0.103990825,0.001370842,0.001058898,0.020384572,0.043902869,0.027715362,0.000595771,0.03996329,0.126767507,0.066451345,0,0,0,0,0,0,0.132500877,0.000726634,0.081867539,0.003794374,0.05745296,0.142856737,0.000370827,0.000922281,0.019176991,0.031292022,0.277680854,0.117237718,0,0,0,0,0,0,0.145078174,4.96E-05,0.099618664,0.004367951,0.065331739,0.188263215,3.79E-05,0.001381137,0.024110047,0.038120107,0.305673394,0.137676975,0.427005797
107,6.68E-05,6.62E-05,0.0000662,0.000309137,0.000269366,0.064509708,0.079930313,0.125984931,0.164607585,0.18704291,0,0,0,0,0,0,6.68E-05,0,0,0,0,0.002672737,0.00349803,0.007462263,0.000664078,0.008907877,0.015682406,0.004478012,0.000518403,0.004266965,0.002624903,0.000866587,0.002836613,0.000584066,0.008798801,0.000647967,0,6.62E-05,0,0,0,0,0.006834558,0.001446377,0.011521343,0.000689909,0.009204109,0.023344638,0.000944002,0.000423898,0.004546621,0.002732099,0.002374589,0.001868451,0.001306077,0.012023368,0.000670274,0,0.0000662,0,0,0,0,0.017193213,0.000253734,0.010838507,0.000679951,0.008834277,0.027395049,0.000312298,0.00024104,0.004124495,0.003085482,0.004888207,9.17E-05,0.006137164,0.041123348,0.000786435,0,0.000309137,0,0,0,0,0.027303296,0.000164578,0.018526983,0.001575658,0.012961882,0.032944334,9.12E-05,0.000227105,0.003466532,0.013248983,0.052691783,0.001405267,0,0.000269366,0,0,0,0,0.028590296,1.10E-05,0.022026071,0.001721044,0.014103704,0.041503202,8.96E-06,0.000327251,0.00426457,0.015231611,0.057729375,0.001525868,0.114611531
108,0,0,0,0,0,0.0160749,0.018915886,0.022743174,0.039295431,0.046903076,0,0,0,0,0,0,0,0,0,0,0,0.000595718,0.000762285,0.001848329,0.000701089,0.002737724,0.003345426,0.000835717,0.000118405,0.000342068,0.000648585,0.000166608,0.000578823,0.000142344,0.000920041,0.002331738,0,0,0,0,0,0,0.001410725,0.000309091,0.002898472,0.00076315,0.002968816,0.004611978,0.000125093,9.21E-05,0.000362854,0.000671514,0.000437952,0.000351308,0.000320477,0.001201859,0.002390484,0,0,0,0,0,0,0.002816904,2.71E-05,0.002766776,0.00086978,0.003263884,0.004479102,2.37E-05,4.13E-05,0.00033722,0.000307788,0.000895813,1.77E-05,0.001333082,0.002737511,0.002825567,1.83E-05,0,0,0,0,0,0.007385266,1.82E-05,0.006849269,0.000425489,0.004868954,0.012787252,1.24E-05,9.91E-05,0.000831263,0.000571653,0.002336947,0.003109732,1.73E-05,0,0,0,0,0,0.00875572,3.96E-06,0.00796867,0.000516247,0.00585593,0.015173206,4.08E-06,0.000148807,0.001107052,0.000699674,0.002641737,0.004027989,0.002441629
