FID,TARGET_FID,score_perc,accessibility,WDI,HSA
4024,16,0.55,0.412150224,1.256027956,0.517672204
4025,16,0.56,0.284022613,1.279060129,0.363282
4026,16,0.59,0.080321219,1.717511351,0.137952605
4027,16,0.57,0.111317125,1.335570081,0.148671821
4028,16,0.55,0.115496894,1.355774017,0.156587688
4029,16,0.57,0.11801864,1.2468325,0.147149476
4030,16,0.57,0.080917743,1.644601741,0.133077461
4031,16,0.5,0.162026127,1.444342276,0.234021185
4032,16,0.55,0.151086661,1.386314716,0.209453661
4033,16,0.59,0.0891416,1.571162638,0.139883257
4034,16,0.46,0.328687356,1.556915141,0.511738321
4035,16,0.46,0.359832879,1.484377734,0.534127914
4036,16,0.31,0.249284323,1.463912907,0.364930537
4037,16,0.55,0.329655787,1.435712615,0.473290972
4038,16,0.33,0.273760511,1.391197787,0.380855017
4039,16,0.56,0.315371588,1.464910298,0.461991087
4040,16,0.55,0.182640851,1.42466955,0.260202859
4041,16,0.47,0.222477405,1.596408425,0.355164804
4042,16,0.46,0.289023006,1.54730306,0.447206182
4043,16,0.46,0.312165407,1.491665735,0.465576225
4044,16,0.42,0.306247929,1.35214449,0.41409145
4045,16,0.43,0.110622128,1.297892467,0.143575627
4046,16,0.43,0.323720911,1.206984169,0.390726014
4047,16,0.48,0.349231369,1.299987603,0.45399645
4048,16,0.56,0.276312758,1.248504819,0.34497781
4049,16,0.62,0.408202694,1.241368556,0.506729989
4050,16,0.59,0.232286284,1.274985074,0.296161544
4051,16,0.47,0.196154763,1.340733807,0.262991322
4052,16,0.58,0.138958581,1.251759588,0.173942736
4053,16,0.52,0.260459269,0.880686067,0.229382849
4054,16,0.54,0.263166614,0.905953992,0.238416845
4055,16,0.5,0.812225651,1.172711223,0.952506136
4056,16,0.55,0.392780977,1.331232618,0.522882848
4057,16,0.48,0.217638029,1.336744845,0.290926513
4058,16,0.56,0.246472918,0.87609524,0.21593375
4059,16,0.5,0.285508049,0.874516608,0.249681531
4060,16,0.63,0.215053242,1.115208799,0.239829268
4061,16,0.61,0.252506963,1.094393509,0.276341981
4062,16,0.56,0.360287606,1.155144345,0.41618419
4063,16,0.55,0.447433848,1.167776308,0.52232431
4064,16,0.61,0.442909564,1.24137971,0.549818946
4065,16,0.59,0.509980915,1.24137971,0.63307996
4066,16,0.61,0.487260142,1.12296272,0.547174974
4067,16,0.55,0.271863922,1.375296849,0.373893595
4068,16,0.59,0.491780635,1.23605713,0.60786896
4069,16,0.58,0.582336574,1.260594463,0.734090261
4070,16,0.59,0.143019892,1.03561162,0.148113062
4071,16,0.61,0.132591543,1.146027115,0.151953504
4072,16,0.62,0.156633099,1.243963325,0.194845831
4073,16,0.58,0.15945304,1.243963325,0.198353734
4074,16,0.58,0.205091501,1.266997062,0.25985033
4075,16,0.56,0.207204394,1.243963325,0.257754667
4076,16,0.6,0.219035409,1.377122058,0.301638494
4077,16,0.55,0.172968394,1.442969835,0.249588175
4078,16,0.56,0.106157003,1.467102426,0.155743197
4079,16,0.46,0.363498202,1.464910298,0.53249226
4080,16,0.49,0.230430004,1.373322766,0.31645477
4081,16,0.41,0.197096541,1.129689044,0.222657803
4082,16,0.4,0.197734396,1.144471163,0.226301315
4083,16,0.58,0.488670698,1.121519496,0.548053715
4084,16,0.58,0.360383266,1.121764755,0.404265246
4085,16,0.59,0.31992486,1.30828121,0.418551683
4086,16,0.36,0.322291486,0.952104409,0.306855145
4087,16,0.45,0.395489743,0.952104409,0.376547528
4088,16,0.54,0.505295141,1.001339704,0.506124807
4089,16,0.59,0.735786773,1.054303732,0.77574274
4090,16,0.54,0.823131023,1.218565824,1.003039333
4091,16,0.57,0.318493116,0.959021086,0.305441614
4092,16,0.57,0.560860822,1.29316939,0.725288048
4093,16,0.56,0.494846268,1.2728946,0.629887142
4094,16,0.58,0.542939107,1.293235885,0.702546886
4095,16,0.57,0.277973701,1.393846281,0.387452609
4096,16,0.6,0.483597498,1.23605713,0.597754136
4097,16,0.55,0.135275337,1.269030591,0.171668541
4098,16,0.58,0.149329419,1.259296222,0.188049973
4099,16,0.55,0.349433021,1.093860071,0.382230829
4100,16,0.39,0.185377385,1.206763419,0.223706647
4101,17,0.43,0.187540004,1.353399817,0.253816607
4102,17,0.42,0.183588086,1.351907037,0.248193779
4103,17,0.47,0.124749173,1.237182576,0.154337503
4104,17,0.47,0.104690909,1.480558018,0.155000964
4105,17,0.56,0.455125739,1.317921983,0.599820216
4106,17,0.61,0.537710005,1.249229916,0.670390088
4107,17,0.58,0.490214935,1.252543988,0.612168341
4108,17,0.57,0.202787078,1.213643084,0.246111134
4109,17,0.6,0.326296957,1.236631894,0.403509224
4110,17,0.6,0.401720364,1.290514964,0.518426141
4111,17,0.42,0.42969124,1.290514964,0.554522974
4112,17,0.62,0.515509843,1.293669147,0.669974387
4113,17,0.59,0.437078733,1.265871387,0.553285462
4114,17,0.49,0.436197945,1.290514964,0.562919976
4115,17,0.54,0.174940589,1.320751227,0.230601489
4116,17,0.59,0.177925331,1.220094481,0.217085714
4117,17,0.52,0.170144198,1.381817721,0.235152338
4118,17,0.6,0.175753427,1.135920082,0.199641847
4119,17,0.37,0.09181699,1.241206373,0.113963833
4120,17,0.51,0.177819252,1.234480064,0.219514322
4121,17,0.4,0.177579367,1.362384456,0.241923152
4122,18,0.54,0.234128931,1.325084467,0.31076997
4123,18,0.54,0.166483383,1.135295526,0.18900784
4124,18,0.57,0.177278953,1.273225143,0.22571602
4125,18,0.54,0.174940589,1.320751227,0.230601489
4126,18,0.54,0.179357366,1.276347679,0.228922358
4127,18,0.55,0.20120223,1.163261568,0.234050822
4128,18,0.59,0.092671704,1.256930592,0.1164819
4129,18,0.5,0.138280661,1.073944935,0.148505816
4130,18,0.55,0.168238408,1.140395926,0.191870134
4131,18,0.57,0.182095841,1.224438073,0.22296508
4132,18,0.58,0.084723807,1.093288613,0.092627573
4133,18,0.58,0.093509968,0.921348651,0.086155283
4134,18,0.53,0.101014141,0.921348651,0.093069243
4135,18,0.56,0.193971074,0.749148004,0.145313043
4136,18,0.51,0.152294376,0.902696306,0.137475571
4137,18,0.51,0.101898977,0.943717117,0.096163809
4138,18,0.54,0.197954711,0.830401774,0.164381943
4139,18,0.56,0.138064513,0.79760991,0.110080566
4140,18,0.58,0.145335317,1.024119682,0.148840758
4141,18,0.51,0.189448553,0.856796849,0.162318923
4142,18,0.52,0.187744503,0.916163682,0.172244153
4143,18,0.51,0.20096153,1.032716014,0.20753619
4144,18,0.51,0.196341375,0.991232321,0.194619917
4145,18,0.6,0.175753427,1.135920082,0.199641847
4146,18,0.58,0.148858807,1.133512715,0.168733351
4147,18,0.57,0.145959488,1.243374769,0.181482345
4148,18,0.56,0.15188042,0.909638845,0.13815633
4149,18,0.57,0.139180486,0.77826122,0.108319673
4150,18,0.58,0.131533534,0.954224941,0.12566579
4151,19,0.52,0.176435622,1.843877155,0.325325613
4152,19,0.54,0.182281974,1.846835058,0.336805531
4153,19,0.5,0.176471803,1.815091943,0.320312547
4154,19,0.52,0.21460602,1.773323667,0.379543683
4155,19,0.5,0.184058761,1.798377033,0.330824039
4156,19,0.49,0.208882238,1.788707024,0.373629126
4157,19,0.45,0.194207097,1.793507524,0.34831189
4158,19,0.45,0.215499018,1.809856597,0.390022319
4159,19,0.55,0.188210071,1.860538953,0.350075834
4160,19,0.51,0.220622696,1.865653819,0.411605575
4161,19,0.4,0.245380617,1.834707897,0.450201755
4162,19,0.4,0.219456234,1.851237403,0.406265589
4163,19,0.51,0.231680891,1.861062649,0.431172653
4164,19,0.51,0.210347726,1.855537099,0.39030801
4165,19,0.49,0.204812646,1.828358678,0.374470978
4166,19,0.38,0.179762518,1.81995949,0.3271605
4167,19,0.46,0.220512354,1.86038328,0.410237496
4168,19,0.32,0.193455369,1.857451951,0.359334053
4169,19,0.53,0.243102303,1.899115285,0.461679299
4170,19,0.35,0.263475225,1.870035232,0.492707954
4171,19,0.53,0.318508676,1.805853322,0.575179951
4172,20,0.56,0.173502263,1.797428997,0.311857998
4173,20,0.47,0.273137255,1.7993473,0.491468783
4174,20,0.56,0.822051159,1.659238891,1.363979254
4175,20,0.43,0.698271626,1.643965978,1.148292202
4176,20,0.42,0.62362049,1.758655065,1.096733333
4177,20,0.61,0.768713963,1.646066086,1.265353984
4178,20,0.52,0.642019324,1.637191107,1.051108328
4179,20,0.54,0.732657963,1.67317107,1.225862108
4180,20,0.58,0.687755662,1.718937524,1.182370614
4181,20,0.54,0.700241123,1.725451528,1.208232116
4182,20,0.47,0.430686027,1.724726546,0.742815624
4183,20,0.52,0.21460602,1.773323667,0.379543683
4184,20,0.5,0.184058761,1.798377033,0.330824039
4185,20,0.53,0.241699537,1.773298218,0.428605358
4186,20,0.4,0.597599891,1.787977089,1.068494914
4187,20,0.57,0.343125311,1.811140097,0.621448009
4188,20,0.52,0.637154604,1.77870709,1.133311412
4189,20,0.55,0.598476244,1.792675197,1.072873518
4190,20,0.46,0.641896038,1.772558801,1.137798471
4191,20,0.38,0.282882593,1.811720395,0.512504162
4192,20,0.53,0.247283797,1.754986961,0.434221248
4193,20,0.53,0.303655356,1.800141275,0.546622539
4194,20,0.5,0.706589125,1.6549289,1.169354764
4195,20,0.54,0.723545147,1.62564891,1.17623038
4196,20,0.51,0.823242883,1.629950883,1.343055793
4197,20,0.52,0.738802989,1.628912758,1.203445615
4198,20,0.32,0.674733003,1.62261784,1.094839732
4199,20,0.32,0.690945385,1.621719824,1.120574455
4200,20,0.54,0.638158398,1.719916841,1.098237599
4201,20,0.6,0.616255804,1.659822876,1.022875482
4202,20,0.48,0.641844276,1.614397099,1.036191537
4203,20,0.45,0.656847974,1.618824158,1.063882403
4204,20,0.43,0.732191806,1.668594727,1.221731387
4205,20,0.43,0.812106109,1.659926509,1.348036458
4206,20,0.6,0.588012242,1.606005542,0.944350918
4207,20,0.56,0.668670237,1.582753148,1.058339922
4208,20,0.39,0.745588725,1.682268761,1.253839897
4209,20,0.51,0.6805107,1.706498053,1.161258647
4210,20,0.43,0.791631377,1.666660939,1.319605561
4211,20,0.54,0.46748797,1.673016975,0.782036206
4212,20,0.55,0.465516464,1.682417279,0.783169923
4213,20,0.52,0.453908245,1.697697241,0.770604787
4214,20,0.45,0.215499018,1.809856597,0.390022319
4215,20,0.52,0.270350105,1.80556293,0.488134128
4216,20,0.4,0.245818764,1.792359863,0.440595685
4217,20,0.3,0.331840931,1.752266813,0.58147385
4218,20,0.37,0.32649858,1.801105555,0.588058406
4219,20,0.34,0.530611959,1.694111617,0.890554914
4220,20,0.51,0.38268255,1.793238313,0.68624101
4221,20,0.58,0.66844822,1.618892793,1.082146006
4222,20,0.56,0.622235188,1.635631831,1.01774768
4223,20,0.54,0.647331784,1.619361884,1.048264418
4224,20,0.53,0.655545415,1.591786076,1.04347911
4225,20,0.62,0.716472651,1.612838688,1.15555481
4226,20,0.56,0.60272424,1.578565986,0.951439984
4227,20,0.44,0.575374874,1.698249826,0.977130279
4228,20,0.55,0.550084847,1.616961211,0.889321181
4229,20,0.58,0.561447173,1.65296252,0.928051134
4230,20,0.55,0.637605936,1.639100452,1.045100177
4231,20,0.29,0.49401197,1.726849071,0.853084112
4232,20,0.4,0.245380617,1.834707897,0.450201755
4233,20,0.51,0.231680891,1.861062649,0.431172653
4234,20,0.51,0.210347726,1.855537099,0.39030801
4235,20,0.38,0.179762518,1.81995949,0.3271605
4236,20,0.46,0.220512354,1.86038328,0.410237496
4237,20,0.51,0.196868662,1.824793567,0.359244668
4238,20,0.33,0.30643181,1.846812965,0.565922239
4239,20,0.42,0.335041888,1.81950194,0.609609365
4240,20,0.49,0.440469997,1.81749157,0.800550506
4241,20,0.42,0.222419175,1.853844523,0.41233057
4242,20,0.27,0.252808765,1.844916083,0.466410956
4243,20,0.31,0.219449704,1.819551929,0.399300132
4244,20,0.57,0.643224301,1.686587368,1.08483531
4245,20,0.47,0.614400806,1.683078339,1.03407447
4246,20,0.59,0.601215727,1.682296706,1.011416783
4247,20,0.62,0.614026909,1.691306588,1.038507756
4248,20,0.59,0.643832768,1.68185836,1.082835522
4249,20,0.57,0.651004557,1.68185836,1.094897457
4250,20,0.58,0.595792371,1.695973958,1.010448345
4251,20,0.59,0.645540733,1.694698145,1.094002533
4252,20,0.58,0.593054017,1.702326688,1.009571681
4253,20,0.53,0.607741356,1.660420684,1.009106318
4254,20,0.37,0.53926552,1.805997815,0.973912351
4255,20,0.53,0.583277478,1.782093375,1.03954936
4256,20,0.51,0.638205979,1.796899203,1.146791816
4257,20,0.46,0.44487751,1.834949292,0.816327671
4258,20,0.39,0.635217388,1.708464743,1.085326983
4259,20,0.59,0.604616837,1.704467754,1.030552385
4260,20,0.56,0.648025593,1.737982007,1.126256821
4261,20,0.57,0.599671736,1.715386354,1.028667539
4262,20,0.52,0.601490167,1.7058916,1.026077023
4263,20,0.52,0.598143416,1.670671606,0.999305336
4264,20,0.46,0.59663663,1.735017578,1.03517504
4265,20,0.51,0.593254519,1.678757439,0.995914891
4266,20,0.58,0.596833634,1.677337986,1.001078722
4267,20,0.61,0.588851797,1.691666819,0.996141046
4268,20,0.53,0.243102303,1.899115285,0.461679299
4269,20,0.57,0.428881773,1.751115633,0.751021578
4270,20,0.42,0.406372763,1.751115633,0.711605698
4271,20,0.47,0.382933271,1.738142151,0.665592459
4272,20,0.61,0.477466516,1.762302808,0.841440581
4273,20,0.56,0.460473085,1.823093411,0.839485447
4274,20,0.57,0.306311146,1.729436677,0.529745731
4275,20,0.49,0.361117823,1.75755223,0.634683436
4276,20,0.53,0.26587539,1.819568013,0.483778355
4277,20,0.58,0.319129408,1.768575104,0.564727477
4278,20,0.61,0.333782104,1.79706571,0.599813055
4279,20,0.51,0.406204388,1.810243221,0.735328739
4280,20,0.48,0.482072519,1.833730503,0.883358945
4281,20,0.4,0.330799661,1.844918843,0.610298527
4282,20,0.55,0.324540543,1.821662938,0.59120348
4283,20,0.53,0.318508676,1.805853322,0.575179951
4284,20,0.63,0.579900948,1.747768207,1.013532441
4285,20,0.56,0.598939548,1.77952878,1.065552965
4286,20,0.47,0.591797162,1.78439864,1.056018405
4287,20,0.56,0.583236466,1.816624022,1.059521374
4288,20,0.51,0.532486873,1.80748746,0.96266607
4289,20,0.39,0.603245307,1.712717396,1.033188732
4290,20,0.53,0.592827172,1.669551152,0.989755288
4291,20,0.38,0.649656707,1.688565807,1.096988101
4292,20,0.36,0.593741733,1.715741612,1.018707398
4293,20,0.4,0.510819262,1.704215353,0.870546029
4294,20,0.6,0.328804435,1.773297565,0.583068104
4295,20,0.47,0.249970177,1.784613849,0.44610024
4296,20,0.4,0.386583643,1.754023676,0.678076863
4297,20,0.47,0.246480993,1.775972941,0.437743574
4298,20,0.46,0.532872175,1.733508204,0.923738288
4299,20,0.47,0.615643967,1.724445008,1.061644165
4300,20,0.48,0.452057182,1.733508204,0.783644834
4301,20,0.57,0.401709324,1.736156377,0.697430204
4302,20,0.59,0.439286219,1.756282662,0.771510769
4303,20,0.58,0.39557033,1.745460312,0.690452311
4304,20,0.58,0.375568214,1.751115633,0.657663371
4305,20,0.52,0.34695781,1.738142151,0.603061994
4306,20,0.53,0.530264712,1.730963933,0.917869091
4307,20,0.53,0.471085631,1.74160398,0.820444609
4308,20,0.58,0.394731632,1.745460312,0.688988398
4309,20,0.58,0.341592916,1.745460312,0.596236878
4310,20,0.5,0.370037154,1.74160398,0.64445818
4311,20,0.56,0.28888492,1.747633876,0.504865073
4312,20,0.54,0.32002785,1.758327558,0.562713788
4313,20,0.58,0.317313808,1.740073934,0.552149486
4314,20,0.49,0.349964386,1.726371961,0.604168704
4315,20,0.53,0.310244664,1.740073934,0.539848653
4316,20,0.51,0.320145499,1.719049367,0.550345918
4317,20,0.52,0.390382493,1.462663187,0.571156766
4318,20,0.48,0.419077242,1.51144973,0.633414184
4319,20,0.47,0.375207195,1.517449753,0.569358066
4320,20,0.54,0.537085911,1.675364337,0.899914632
4321,20,0.5,0.643078738,1.733193335,1.114579783
4322,20,0.36,0.573168041,1.743854488,1.000255852
4323,20,0.53,0.601538445,1.77072668,1.065160174
4324,20,0.33,0.619888021,1.762816704,1.092748958
4325,20,0.53,0.60857893,1.766201963,1.074836868
4326,20,0.53,0.547515174,1.764562925,0.966343048
4327,20,0.49,0.639220432,1.758711324,1.124180604
4328,20,0.55,0.511804444,1.771344351,0.906902114
4329,20,0.47,0.488166041,1.737576561,0.848225871
4330,20,0.52,0.444315927,1.612333733,0.717491846
4331,20,0.5,0.458692056,1.691934903,0.776075367
4332,20,0.55,0.42626182,1.519310796,0.647623031
4333,20,0.44,0.399315227,1.488471292,0.594369251
4334,20,0.54,0.664330793,1.687596294,1.121122184
4335,20,0.58,0.52763065,1.686945086,0.890154507
4336,20,0.37,0.622072391,1.682749847,1.046792221
4337,20,0.55,0.559381342,1.623204675,0.907243554
4338,20,0.47,0.527410411,1.658543071,0.874730583
4339,20,0.57,0.559222167,1.649085369,0.922430935
4340,20,0.57,0.643241224,1.68759697,1.085531927
4341,20,0.55,0.532430285,1.647181355,0.876883219
4342,20,0.36,0.51627869,1.700296993,0.878507626
4343,20,0.47,0.56808393,1.712632512,0.972919009
4344,20,0.39,0.558036481,1.704918202,0.951406553
4345,20,0.53,0.552401274,1.689982809,0.933548657
4346,20,0.42,0.403376995,1.751917917,0.706683385
4347,20,0.5,0.411756971,1.730592722,0.712583617
4348,20,0.55,0.415352255,1.756923248,0.729742034
4349,20,0.44,0.488526248,1.707654637,0.833819323
4350,20,0.47,0.430641983,1.736548376,0.747767176
4351,20,0.52,0.445276174,1.739034273,0.77435986
4352,20,0.5,0.519340201,1.729264498,0.898109571
4353,20,0.42,0.535696093,1.696940572,0.909044434
4354,20,0.4,0.471480703,1.719407611,0.810770719
4355,20,0.57,0.598287779,1.724281212,1.031616376
4356,20,0.56,0.542026781,1.737893337,0.941984731
4357,20,0.56,0.573937319,1.687761852,0.968939508
4358,20,0.53,0.648564386,1.55704899,1.01004466
4359,20,0.57,0.586257687,1.74038859,1.020316189
4360,20,0.4,0.563571227,1.729298686,0.974214823
4361,20,0.53,0.585766704,1.698636342,0.995004611
4362,20,0.53,0.505671931,1.6839468,0.851524631
4363,20,0.49,0.577296055,1.669551152,0.963825294
4364,20,0.58,0.593483738,1.670759249,0.991655215
4365,20,0.6,0.638802432,1.68965601,1.079312647
4366,20,0.52,0.437008418,1.668535255,0.728869616
4367,20,0.52,0.316017216,1.731535677,0.547195085
4368,20,0.58,0.515259336,1.637305435,0.843636911
4369,20,0.51,0.567455507,1.632433684,0.926336916
4370,20,0.57,0.619650208,1.647515825,1.022121756
4371,20,0.39,0.324052173,1.706971803,0.553147922
4372,20,0.34,0.337979568,1.711717494,0.578525539
4373,20,0.37,0.288672955,1.718117575,0.495974077
4374,20,0.4,0.328913082,1.750609317,0.575798306
4375,20,0.51,0.288338493,1.724184409,0.497148734
4376,20,0.34,0.304390987,1.750217423,0.532750408
4377,20,0.41,0.501515049,1.760957322,0.883146598
4378,20,0.48,0.32437476,1.75265606,0.568517388
4379,20,0.53,0.365532842,1.749039154,0.639331252
4380,20,0.36,0.376304969,1.743773452,0.656190615
4381,20,0.48,0.417836901,1.734669123,0.724808771
4382,20,0.39,0.444201621,1.753523796,0.778918112
4383,20,0.49,0.400345813,1.742768759,0.697710175
4384,20,0.48,0.499914129,1.760054375,0.87987605
4385,20,0.55,0.296068816,1.714787028,0.507694965
4386,20,0.53,0.448885538,1.731536366,0.777261632
4387,20,0.37,0.393590307,1.731898794,0.681658579
4388,20,0.39,0.450120706,1.736705445,0.781727082
4389,20,0.62,0.501359171,1.597484405,0.800913457
4390,20,0.59,0.509198769,1.499208698,0.763395224
4391,20,0.5,0.513952535,1.675041439,0.861693191
4392,20,0.38,0.529187299,1.739755302,0.920656409
4393,20,0.57,0.498640403,1.673527591,0.834582388
4394,20,0.56,0.505099511,1.741159984,0.879459056
4395,20,0.49,0.534918298,1.724300702,0.922359997
4396,20,0.44,0.62046875,1.564270404,0.970580902
4397,20,0.44,0.542965352,1.62940025,0.883516351
4398,20,0.44,0.53889531,1.531378891,0.82508864
4399,20,0.41,0.676704306,1.56886611,1.063552268
4400,20,0.53,0.744976075,1.548280204,1.15343171
4401,20,0.39,0.623408817,1.730963933,1.079098177
4402,20,0.45,0.698065659,1.662619176,1.160617351
4403,20,0.34,0.655837808,1.664587246,1.091628316
4404,20,0.51,0.611024232,1.733544842,1.059099148
4405,20,0.58,0.653448349,1.740708436,1.137546932
4406,20,0.49,0.642711422,1.734561068,1.114664247
4407,20,0.49,0.347304208,1.628199338,0.565480481
4408,20,0.49,0.56763385,1.66453917,0.944848778
4409,20,0.46,0.621472017,1.662619176,1.033271292
4410,20,0.48,0.526624636,1.621669556,0.853847499
4411,20,0.5,0.413214739,1.664888063,0.687974561
4412,20,0.47,0.405209299,1.688010616,0.683997599
4413,20,0.45,0.369737677,1.624209898,0.600531595
4414,20,0.48,0.535797726,1.628498249,0.872545658
4415,20,0.56,0.455020888,1.640578236,0.746497366
4416,20,0.57,0.401684416,1.630811196,0.655071442
4417,20,0.49,0.392635428,1.708624505,0.670866513
4418,20,0.51,0.316327793,1.733663516,0.548405954
4419,20,0.5,0.302028569,1.724326937,0.520795998
4420,20,0.45,0.425466554,1.641041221,0.698208152
4421,20,0.48,0.419340214,1.655325484,0.694144544
4422,20,0.49,0.372164946,1.700417535,0.6328358
4423,20,0.48,0.421987245,1.72080918,0.726159526
4424,20,0.56,0.370118525,1.674920956,0.619919273
4425,20,0.46,0.327160174,1.714041075,0.560863452
4426,20,0.56,0.369906678,1.727253903,0.638922754
4427,20,0.59,0.327069421,1.678859105,0.549103475
4428,20,0.61,0.31597067,1.674597059,0.529123554
4429,20,0.48,0.413997379,1.63627991,0.677462483
4430,20,0.51,0.397422021,1.638349835,0.651087218
4431,20,0.44,0.379818464,1.711687567,0.650130542
4432,20,0.55,0.381708443,1.72714706,0.659266615
4433,20,0.6,0.36680284,1.56531476,0.574161899
4434,20,0.56,0.488505018,1.566692556,0.765337176
4435,20,0.55,0.38826626,1.707191425,0.66284483
4436,20,0.53,0.425629069,1.546237536,0.658123644
4437,20,0.55,0.588115267,1.571058257,0.924403855
4438,20,0.42,0.384541417,1.720193429,0.661485618
4439,20,0.5,0.397927339,1.734183791,0.690079142
4440,20,0.38,0.56241962,1.586527571,0.892294234
4441,20,0.46,0.46931581,1.732360431,0.813089937
4442,20,0.54,0.496883781,1.732163693,0.860791924
4443,20,0.54,0.508215751,1.751018765,0.889895316
4444,20,0.57,0.513488538,1.756351356,0.90186629
4445,20,0.55,0.448815229,1.741956323,0.781816526
4446,20,0.51,0.458498449,1.732185426,0.794204332
4447,20,0.56,0.394174038,1.754814174,0.691702189
4448,20,0.57,0.496843184,1.773297565,0.881050809
4449,20,0.52,0.71347925,1.708709088,1.219128478
4450,20,0.49,0.673441643,1.693089209,1.140194613
4451,20,0.39,0.661875365,1.717484054,1.136493349
4452,20,0.51,0.633044577,1.697509289,1.074391209
4453,20,0.57,0.586503281,1.721329169,1.009516927
4454,20,0.51,0.657240225,1.691317797,1.111563505
4455,20,0.44,1.280723261,1.709224454,2.189043517
4456,20,0.49,1.035961898,1.687465379,1.747227176
4457,20,0.41,1.252779398,1.625017129,2.03578798
4458,20,0.48,0.715738553,1.695980472,1.213774818
4459,20,0.55,0.989077388,1.633677616,1.615833588
4460,20,0.49,0.700460842,1.721773709,1.206035062
4461,20,0.46,0.756679101,1.715757981,1.298278207
4462,20,0.46,0.67183084,1.720743516,1.155938681
4463,20,0.46,0.758739001,1.69082861,1.28289761
4464,20,0.48,0.809241951,1.703009484,1.378096819
4465,20,0.46,0.984317962,1.67250376,1.64647344
4466,20,0.44,0.905664525,1.601584146,1.449938166
4467,20,0.44,0.5965594,1.630544768,0.973291828
4468,20,0.55,1.240637107,1.636563894,2.030411212
4469,20,0.33,1.127647714,1.617363295,1.823816022
4470,20,0.53,1.141693534,1.617438124,1.846618647
4471,20,0.5,1.112400496,1.620199132,1.802310318
4472,20,0.47,0.886348085,1.630135084,1.44486711
4473,20,0.58,0.467544343,1.666536917,0.779270414
4474,20,0.47,0.583258076,1.643223116,0.958423154
4475,20,0.47,0.408567529,1.65029695,0.674257747
4476,20,0.51,0.564669369,1.631645657,0.921315498
4477,20,0.47,0.571820742,1.603751375,0.917058302
4478,20,0.46,0.587565454,1.577591033,0.927136012
4479,20,0.49,0.595884609,1.620586713,0.965682679
4480,20,0.52,0.531577967,1.631645657,0.867349775
4481,20,0.49,0.627113149,1.574927472,0.988111992
4482,20,0.49,0.617935932,1.589393555,0.982205249
4483,20,0.48,0.594405669,1.619517537,0.962650405
4484,20,0.49,0.580384599,1.640772042,0.952278823
4485,20,0.48,0.592411764,1.617221056,0.958060778
4486,20,0.52,0.55295293,1.586420591,0.877274593
4487,20,0.54,0.525970383,1.635694716,0.860542732
4488,20,0.49,0.547383266,1.617221056,0.885239744
4489,20,0.47,0.474323557,1.63921592,0.777536406
4490,20,0.53,0.468329607,1.630275825,0.763508464
4491,20,0.46,0.421516134,1.664076933,0.701435276
4492,20,0.45,0.438521509,1.661626162,0.728658813
4493,20,0.47,0.374878768,1.692306404,0.634403607
4494,20,0.47,0.369539491,1.660607145,0.613659919
4495,20,0.47,0.408009176,1.626213416,0.663509996
4496,20,0.55,0.336451148,1.656029629,0.55717307
4497,20,0.47,0.495346605,1.654247495,0.81942588
4498,20,0.48,0.377638958,1.657748846,0.626030546
4499,20,0.42,0.442617493,1.648354193,0.729590401
4500,20,0.45,0.544422365,1.630586542,0.887727782
4501,20,0.52,0.477532281,1.63874952,0.782555796
4502,20,0.41,0.396182007,1.732787366,0.686499177
4503,20,0.51,0.304936845,1.678660672,0.51188549
4504,20,0.46,0.254957963,1.62127661,0.413357382
4505,20,0.36,0.355115813,1.587065584,0.563592086
4506,20,0.6,0.306352162,1.682617928,0.51547364
4507,20,0.35,0.351467621,1.684533101,0.592058842
4508,20,0.41,0.242977037,1.584194643,0.38492292
4509,20,0.48,0.242365266,1.594670498,0.38649274
4510,20,0.43,0.306034866,1.630178663,0.498891509
4511,20,0.5,0.35955182,1.612190378,0.579665985
4512,20,0.55,0.242322777,1.569038082,0.380213665
4513,20,0.45,0.426730494,1.607985113,0.686176282
4514,20,0.59,0.378331473,1.7544412,0.663760324
4515,20,0.52,0.469996739,1.7544412,0.824581643
4516,20,0.6,0.497964436,1.7544412,0.873649323
4517,20,0.59,0.510514712,1.7544412,0.895668044
4518,20,0.52,0.561310681,1.731714124,0.972029634
4519,20,0.58,0.563793336,1.746379764,0.984597274
4520,20,0.54,0.545436713,1.748011797,0.953693288
4521,20,0.55,0.557965771,1.758090669,0.98094317
4522,20,0.57,0.563972265,1.759699238,0.992421565
4523,20,0.59,0.589453373,1.717540668,1.01241014
4524,20,0.52,0.585845598,1.723742335,1.009846859
4525,20,0.45,0.603090153,1.726738449,1.041440976
4526,20,0.49,0.646577008,1.704917783,1.102360639
4527,20,0.48,0.641929197,1.71877236,1.10333016
4528,20,0.55,0.664830142,1.70925127,1.136250602
4529,20,0.55,0.546362659,1.710332292,0.934461699
4530,20,0.56,0.54488501,1.728143797,0.94163965
4531,20,0.62,0.598161227,1.738151496,1.039751209
4532,20,0.58,0.51824998,1.729628133,0.896441815
4533,20,0.36,1.380379272,1.653918215,2.283256818
4534,20,0.48,1.083934961,1.700624701,1.843366569
4535,20,0.4,1.412003544,1.67469157,2.364259571
4536,20,0.42,1.291031572,1.704779656,2.200924359
4537,20,0.36,1.316583528,1.652369535,2.175227973
4538,20,0.57,1.027767676,1.642940513,1.689535421
4539,20,0.57,1.311322255,1.644016968,2.155841651
4540,20,0.55,1.238954032,1.615818322,2.001989752
