FID,TARGET_FID,score_perc,accessibility,WDI,HSA
0,0,0.53,0.232291133,1.222757236,0.284641122
1,0,0.52,0.233694118,1.237025529,0.290151472
2,0,0.6,0.343779859,1.013996038,0.348591415
3,0,0.61,0.357766446,1.126247987,0.402521558
4,0,0.54,0.51371737,1.166930733,0.599855551
5,0,0.57,0.370484177,1.104528376,0.410372584
6,0,0.57,0.45467125,1.066380765,0.488038887
7,0,0.58,0.14206794,1.248326406,0.177079845
8,0,0.62,0.303637171,1.109905688,0.337008623
9,0,0.58,0.43054219,1.100489343,0.475698113
10,0,0.54,0.467644996,1.15347986,0.539415559
11,0,0.44,0.419851413,1.098109574,0.461152446
12,0,0.56,0.405926428,1.04804086,0.425427483
13,0,0.59,0.150969315,0.965087791,0.145698643
14,0,0.53,0.185640499,1.028093399,0.190855771
15,0,0.57,0.255223359,1.277471908,0.326026324
16,0,0.56,0.262091568,1.21744092,0.318730139
17,0,0.55,0.195901566,1.361203417,0.266661882
18,0,0.56,0.256546591,1.308538579,0.335701112
19,0,0.56,0.246566754,1.290475698,0.318181432
20,0,0.59,0.279252164,1.035729823,0.289229794
21,0,0.63,0.280496963,0.976099901,0.273793057
22,0,0.62,0.228656096,1.020618414,0.233370622
23,0,0.6,0.279933051,1.024941767,0.286915076
24,0,0.63,0.264813071,1.056664468,0.280145384
25,0,0.6,0.271221037,1.215868156,0.329769022
26,0,0.57,0.138442464,0.99480956,0.137723886
27,0,0.61,0.144119805,1.038106095,0.149611648
28,0,0.59,0.268012526,0.933561222,0.250206102
29,0,0.58,0.157633254,0.797197152,0.125664781
30,0,0.53,0.163311295,0.91570553,0.149545056
31,0,0.62,0.228928352,0.897543369,0.205473124
32,0,0.56,0.239083124,1.463854058,0.349601997
33,0,0.57,0.166232249,1.360358055,0.225853965
34,0,0.58,0.239247243,1.411950732,0.338149452
35,0,0.56,0.219652352,1.383628973,0.303917359
36,0,0.56,0.219424109,1.383628973,0.303601555
37,0,0.56,0.219333157,1.383628973,0.30347571
38,0,0.58,0.219272049,1.369248456,0.300317161
39,0,0.56,0.224600321,1.383628973,0.310763511
40,0,0.56,0.225548204,1.372004972,0.309453258
41,0,0.56,0.267928312,1.360076754,0.364403069
42,0,0.56,0.268461225,1.360076754,0.365127872
43,0,0.55,0.269067308,1.360076754,0.365952191
44,0,0.55,0.219521276,1.411359633,0.309823467
45,0,0.55,0.219443745,1.411359633,0.309714043
46,0,0.53,0.309599662,1.303026496,0.403416562
47,0,0.56,0.259577127,1.299502335,0.337321082
48,0,0.6,0.305597094,1.317382494,0.402588262
49,0,0.55,0.21014247,1.377080822,0.289484862
50,0,0.55,0.262959487,1.295542443,0.340675176
51,0,0.58,0.195374044,1.355992267,0.264925693
52,0,0.52,0.190930604,1.34864289,0.257497202
53,0,0.54,0.19246841,1.534089187,0.295263706
54,0,0.58,0.208335847,1.355341476,0.282367573
55,0,0.59,0.206425983,1.41409426,0.291905797
56,0,0.61,0.202728654,1.41729098,0.287325493
57,0,0.61,0.149027396,1.353661973,0.20173272
58,0,0.57,0.216704604,1.344880442,0.291441784
59,0,0.4,0.253660503,1.378705802,0.349723207
60,0,0.58,0.266282161,1.309806559,0.348778121
61,0,0.59,0.266885217,1.306929166,0.348800074
62,0,0.59,0.260566975,1.337363656,0.348472803
63,0,0.57,0.486803155,1.108494641,0.539397211
64,0,0.58,0.21627213,1.350398128,0.292053479
65,0,0.58,0.213364026,1.350398128,0.288126382
66,0,0.63,0.256500892,1.437892034,0.368820589
67,0,0.59,0.280594338,1.48888239,0.417771969
68,0,0.59,0.31526278,1.566153086,0.493749775
69,0,0.59,0.309769568,1.567618328,0.485600453
70,0,0.57,0.2679792,1.594030802,0.427167099
71,0,0.57,0.287965284,1.549681165,0.446254376
72,0,0.57,0.271392864,1.60033028,0.434318219
73,0,0.57,0.258836625,1.624179041,0.420397022
74,0,0.57,0.255828036,1.624179041,0.415510534
75,0,0.57,0.254690631,1.624179041,0.413663184
76,0,0.55,0.3002849,1.584233775,0.47572148
77,0,0.57,0.252977837,1.573533161,0.398069015
78,0,0.57,0.293659064,1.592109769,0.467537465
79,0,0.55,0.291582551,1.568567234,0.457366836
80,0,0.57,0.289979373,1.592109769,0.461678993
81,0,0.57,0.247069099,1.635857701,0.404169888
82,0,0.58,0.241834343,1.634998255,0.395398728
83,0,0.59,0.183540979,1.476469999,0.27099275
84,0,0.57,0.285496269,1.598924268,0.456486913
85,0,0.59,0.177348355,1.467388456,0.260238928
86,0,0.54,0.276472378,1.538172792,0.42526229
87,0,0.55,0.268095379,1.519778648,0.407445633
88,0,0.55,0.219498504,1.570343258,0.344687996
89,0,0.58,0.26540603,1.441764567,0.38265301
90,0,0.53,0.217874751,1.480008455,0.322456474
91,0,0.56,0.207691238,1.439000098,0.299056703
92,0,0.61,0.249574723,1.438440692,0.358998437
93,0,0.63,0.194124838,1.544201542,0.299767875
94,0,0.62,0.18126636,1.417724786,0.256985812
95,0,0.59,0.168925773,1.451307644,0.245163266
96,0,0.64,0.164704037,1.42829411,0.235245806
97,0,0.59,0.393052305,1.286388097,0.502748283
98,0,0.56,0.432135458,1.343007396,0.580254346
99,0,0.55,0.464552571,1.557340176,0.723466383
100,0,0.58,0.458223925,1.493485649,0.684350856
101,0,0.58,0.441979368,1.518780322,0.671269567
102,0,0.53,0.452263948,1.590990323,0.719547564
103,0,0.58,0.441100388,1.589836874,0.701277662
104,0,0.58,0.440235339,1.487036026,0.654645808
105,0,0.57,0.438687545,1.589836874,0.697441636
106,0,0.57,0.439191935,1.554797598,0.682854565
107,0,0.57,0.437778689,1.589836874,0.695996702
108,0,0.57,0.424621766,1.587897019,0.674255637
109,0,0.57,0.423549452,1.607866146,0.681010825
110,0,0.56,0.392587766,1.589836874,0.624150506
111,0,0.57,0.335248487,1.620305585,0.543204995
112,0,0.57,0.339918101,1.581990964,0.537747365
113,0,0.54,0.328919345,1.590363166,0.523101211
114,0,0.54,0.326058031,1.590363166,0.518550683
115,0,0.57,0.287182748,1.621934728,0.465791673
116,0,0.54,0.323793534,1.551189901,0.50226526
117,0,0.57,0.320444521,1.566153086,0.501865175
118,0,0.55,0.3400591,1.35791391,0.461770981
119,0,0.55,0.3156706,1.362563879,0.430121357
120,0,0.51,0.336133098,1.370287546,0.460598997
121,0,0.6,0.384517676,1.357950335,0.522155907
122,0,0.57,0.492727904,1.354883871,0.667597709
123,0,0.51,0.480945895,1.414281334,0.680192802
124,0,0.59,0.470828185,1.39650031,0.657511706
125,0,0.57,0.45481772,1.373468751,0.624677925
126,0,0.56,0.447352859,1.369696945,0.612728025
127,0,0.57,0.457899004,1.385721539,0.634520512
128,0,0.58,0.31656805,1.37350737,0.43480855
129,0,0.56,0.307654842,1.390195107,0.427700255
130,0,0.66,0.35785742,1.428711295,0.511274938
131,0,0.56,0.441055471,1.455332819,0.641882502
132,0,0.65,0.328361886,1.43848974,0.472345204
133,0,0.54,0.283679681,1.402926151,0.397981642
134,0,0.62,0.276108394,1.401242545,0.386894829
135,0,0.5,0.300181048,1.381944879,0.414792506
136,0,0.55,0.296842506,1.372480968,0.407410691
137,0,0.61,0.312753404,1.36318271,0.426907988
138,0,0.53,0.326856748,1.332872699,0.435658436
139,0,0.58,0.382425436,1.348101438,0.51554828
140,0,0.5,0.373874664,1.383662009,0.517315231
141,0,0.5,0.375770713,1.395657474,0.524446684
142,0,0.59,0.43594143,1.328383843,0.576420356
143,0,0.48,0.349902459,1.322719459,0.462822792
144,0,0.52,0.392784824,1.354730582,0.532135461
145,0,0.51,0.391578629,1.335501611,0.52333692
146,0,0.56,0.406129789,1.364550251,0.554184505
147,0,0.54,0.342340281,1.346898416,0.461097582
148,0,0.41,0.259786495,1.319748423,0.344327385
149,0,0.55,0.265525079,1.333408731,0.354053459
150,0,0.5,0.627587817,1.438099685,0.902529016
151,0,0.45,0.584309402,1.476195976,0.862264265
152,0,0.63,0.592506182,1.41448404,0.83799684
153,0,0.45,0.587539527,1.424131702,0.836613942
154,0,0.59,0.659772635,1.389124442,0.915330004
155,0,0.52,0.59352738,1.331071934,0.790027638
156,0,0.52,0.553713778,1.395568538,0.772989788
157,0,0.6,0.485325464,1.376424236,0.668015621
158,0,0.51,0.582415933,1.395870169,0.812992643
159,0,0.51,0.547369455,1.469110511,0.80414622
160,0,0.43,0.508915864,1.380738828,0.702679894
161,0,0.46,0.498806388,1.376796918,0.686755097
162,0,0.53,0.548919315,1.342254081,0.736789191
163,0,0.48,0.538223501,1.359857569,0.731907301
164,0,0.61,0.408218973,1.367539335,0.559473011
165,0,0.49,0.596133855,1.440575408,0.858775771
166,0,0.54,0.611327335,1.451742375,0.887489797
167,0,0.53,0.540625574,1.440443195,0.778740429
168,0,0.5,0.392426859,1.420441134,0.557419252
169,0,0.52,0.341282114,1.404504598,0.479332299
170,0,0.56,0.427515399,1.407150503,0.603987426
171,0,0.55,0.49483375,1.406253305,0.696459419
172,0,0.58,0.396486244,1.382486026,0.54825295
173,0,0.52,0.545794415,1.474808344,0.804942157
174,0,0.54,0.455517073,1.395235568,0.635562365
175,0,0.47,0.618317295,1.441276425,0.890983543
176,0,0.43,0.190711473,1.506486949,0.287304345
177,0,0.46,0.206870678,1.531831431,0.316891007
178,0,0.42,0.213202771,1.492437021,0.318191708
179,0,0.62,0.24550505,1.470753584,0.361077432
180,0,0.5,0.326249535,1.436845564,0.468770197
181,0,0.38,0.188820406,1.517736549,0.286579631
182,0,0.48,0.177414524,1.480944443,0.262741054
183,0,0.5,0.195169288,1.453101611,0.283600807
184,0,0.51,0.23267048,1.447626853,0.336820035
185,0,0.42,0.19982857,1.506486949,0.301039132
186,0,0.6,0.219322919,1.487343803,0.326208585
187,0,0.4,0.199449329,1.426112355,0.284437152
188,0,0.51,0.298967809,1.411916974,0.422117725
189,0,0.45,0.460304646,1.42736995,0.65702502
190,0,0.39,0.323212081,1.442774535,0.46632216
191,0,0.61,0.159870578,1.437711121,0.229847708
192,0,0.59,0.148134559,1.383645914,0.204965778
193,0,0.55,0.147375193,1.374774035,0.202607589
194,0,0.57,0.155163795,1.38709644,0.215227148
195,0,0.55,0.147301594,1.379815105,0.203248964
196,0,0.31,0.197710961,1.432300602,0.283181528
197,0,0.5,0.170162911,1.409968541,0.239924352
198,0,0.46,0.176817815,1.638322125,0.289684538
199,0,0.48,0.223001686,1.550389143,0.345739392
200,0,0.47,0.197514301,1.581404256,0.312349957
201,0,0.45,0.319863826,1.54982922,0.495734303
202,0,0.48,0.197854871,1.570612172,0.310753269
203,0,0.43,0.181859817,1.623471558,0.29524424
204,0,0.35,0.208852648,1.589386146,0.331947505
205,0,0.47,0.174212332,1.574992494,0.274383116
206,0,0.58,0.520274815,1.460177078,0.759693359
207,0,0.59,0.517154295,1.442506447,0.7459773
208,0,0.62,0.511331176,1.481507039,0.757540737
209,0,0.44,0.464676079,1.547105864,0.71885269
210,0,0.62,0.463452729,1.537059998,0.712359209
211,0,0.45,0.484855382,1.550077537,0.751563437
212,0,0.45,0.458711054,1.539481023,0.706176963
213,0,0.43,0.518044033,1.561458735,0.809193288
214,0,0.52,0.327556458,1.556968523,0.509995095
215,0,0.49,0.3998347,1.569986593,0.627735118
216,0,0.49,0.217150015,1.572510408,0.341470658
217,0,0.44,0.18463652,1.479155924,0.273106203
218,0,0.49,0.312049478,1.466871527,0.457736494
219,0,0.5,0.35705323,1.44539798,0.516084017
220,0,0.57,0.478967511,1.454929463,0.695274766
221,0,0.65,0.166587977,1.427194413,0.23775343
222,0,0.49,0.29416252,1.475039975,0.433901476
223,0,0.57,0.190011797,1.501153885,0.285236947
224,0,0.6,0.285789996,1.492595431,0.42746587
225,0,0.6,0.26527368,1.497999867,0.397379937
226,0,0.63,0.164097786,1.494354471,0.24522026
227,0,0.44,0.517315101,1.771311755,0.91572564
228,0,0.41,0.410626315,1.783696357,0.732322347
229,0,0.42,0.330715038,1.661552725,0.549500473
230,0,0.49,0.345751534,1.612871757,0.557652884
231,0,0.47,0.494011605,1.642726125,0.809440488
232,0,0.5,0.493202609,1.803384345,0.889433864
233,0,0.39,0.424244538,1.767391902,0.749806361
234,0,0.48,0.51597814,1.794717733,0.926035118
235,0,0.59,0.569560874,1.796331232,1.023119986
236,0,0.51,0.575050573,1.799557517,1.035572464
237,0,0.53,0.713943736,1.814743965,1.295625086
238,0,0.56,0.598437103,1.811947572,1.084401305
239,0,0.63,0.631956514,1.832775641,1.15819072
240,0,0.57,0.680866783,1.837723533,1.251244909
241,0,0.58,0.564471203,1.84796927,1.043021899
242,0,0.47,0.554485956,1.731541004,0.960156726
243,0,0.57,0.564502778,1.714588294,0.967899799
244,0,0.54,0.53798776,1.587651461,0.854130106
245,0,0.54,0.527274884,1.54568021,0.815315207
246,0,0.53,0.541917097,1.708990303,0.926758584
247,0,0.51,0.538708058,1.802687776,0.971122432
248,0,0.51,0.527105685,1.753138441,0.924062161
249,0,0.55,0.213811754,1.458537003,0.311852355
250,0,0.49,0.479251815,1.692020466,0.813041608
251,0,0.58,0.328296312,1.532579153,0.503140083
252,0,0.55,0.394699198,1.62191935,0.640170266
253,0,0.43,0.694999906,1.758471999,1.222137874
254,0,0.57,0.626854561,1.7252347,1.081471241
255,0,0.48,0.388101361,1.603486571,0.622528451
256,0,0.52,0.343024667,1.573738906,0.539933126
257,0,0.55,0.228764955,1.485388485,0.33980483
258,0,0.55,0.25617978,1.492548277,0.382360689
259,0,0.62,0.341516522,1.553127052,0.530379501
260,0,0.61,0.368359489,1.600473814,0.589524009
261,0,0.59,0.345807915,1.555069692,0.53776242
262,0,0.55,0.403662512,1.582392683,0.637750971
263,0,0.39,0.76911604,1.689189976,1.299183105
264,0,0.41,0.632084561,1.702009827,1.075882678
265,0,0.45,0.622008425,1.720199276,1.069978443
266,0,0.5,0.623469051,1.711505756,1.067070869
267,0,0.39,0.693911944,1.699692684,1.17941086
268,0,0.44,0.613813624,1.78173646,1.093654114
269,0,0.57,0.606917875,1.714583058,1.040611106
270,0,0.6,0.617765016,1.726220075,1.066398373
271,0,0.49,0.549758605,1.703621516,0.936579071
272,0,0.54,0.634070462,1.740070634,1.10332739
273,0,0.57,0.620716789,1.747920281,1.084963464
274,0,0.53,0.642667136,1.75491591,1.127826781
275,0,0.53,0.641994488,1.744640176,1.120049377
276,0,0.53,0.601357824,1.732717039,1.041982947
277,0,0.46,0.571935683,1.74357912,0.997159764
278,0,0.53,0.572295553,1.575203761,0.901365411
279,0,0.49,0.602249695,1.642617718,0.989266019
280,0,0.45,0.428151116,1.57776084,0.675520065
281,0,0.54,0.538920876,1.638852866,0.88346497
282,0,0.57,0.52843852,1.615235834,0.853552834
283,0,0.5,0.521178221,1.615235834,0.841825739
284,0,0.5,0.526596504,1.683695044,0.886627924
285,0,0.54,0.519195074,1.600691209,0.831070991
286,0,0.43,0.316513756,1.556585645,0.492680768
287,0,0.57,0.455426149,1.57858212,0.718927577
288,0,0.56,0.575348764,1.71636254,0.98752494
289,0,0.59,0.546652743,1.702466313,0.930259026
290,0,0.42,0.31513819,1.48494495,0.467962864
291,0,0.49,0.327796832,1.56477852,0.512929441
292,0,0.38,0.631030054,1.462528431,0.922899395
293,0,0.47,0.599662372,1.472976664,0.883260247
294,0,0.5,0.666338449,1.438673334,0.958722818
295,0,0.48,0.342146088,1.494140368,0.511214282
296,0,0.5,0.429439644,1.597836271,0.686174239
297,0,0.47,0.532819614,1.46513697,0.780653714
298,0,0.52,0.582885946,1.498737963,0.873593296
299,0,0.58,0.56895632,1.483850591,0.841346746
300,0,0.53,0.495034747,1.562424963,0.773454647
301,0,0.55,0.528153939,1.585931816,0.837616136
302,0,0.43,0.677265856,1.379979271,0.935590117
303,0,0.5,0.677859968,1.369968296,0.928841841
304,0,0.45,0.714738302,1.415934628,1.012022712
305,0,0.43,0.693830242,1.368215997,0.950630188
306,0,0.41,0.716803144,1.373986379,0.984873607
307,0,0.54,0.494803303,1.251006908,0.619002351
308,0,0.49,0.685717196,1.308861781,0.897509031
309,0,0.34,0.84298765,1.693691258,1.427760814
310,0,0.52,0.773502466,1.675306614,1.295853798
311,0,0.53,0.766421625,1.698734439,1.301939685
312,0,0.46,0.75082694,1.688679733,1.267991872
313,0,0.5,0.689589484,1.713210007,1.180805771
314,0,0.51,0.796098071,1.697305173,1.351221373
315,0,0.56,0.72122444,1.701679591,1.22729291
316,0,0.59,0.791072047,1.718320643,1.360052523
317,0,0.6,0.772902304,1.708201851,1.320273146
318,0,0.48,0.634933737,1.731494289,1.099384139
319,0,0.52,0.613143005,1.724424575,1.057318865
320,0,0.51,0.610633313,1.72166427,1.051305557
321,0,0.53,0.592637669,1.726066076,1.022931775
322,0,0.54,0.630249265,1.712886665,1.079545562
323,0,0.34,0.549275962,1.726864872,0.948296672
324,0,0.53,0.608501405,1.710577325,1.040888705
325,0,0.54,0.546824348,1.709802735,0.934961766
326,0,0.44,0.631049507,1.717437291,1.083756676
327,0,0.48,0.627989954,1.718287959,1.079067576
328,0,0.4,0.688755837,1.720214613,1.185162957
329,0,0.59,0.575258013,1.65035685,0.949150634
330,0,0.47,0.554056242,1.590407498,0.881051516
331,0,0.5,0.530066726,1.689143434,0.89535873
332,0,0.43,0.566616677,1.648957965,0.934117328
333,0,0.54,0.67417068,1.633827457,1.101478567
334,0,0.51,0.689548981,1.648435172,1.136676793
335,0,0.59,0.630631515,1.675627076,1.056484387
336,0,0.46,0.551735723,1.687916211,0.931283671
337,0,0.28,0.575708005,1.681176398,0.967866711
338,0,0.52,0.555668265,1.505356962,0.836479091
339,0,0.58,0.558879241,1.504776438,0.840988314
340,0,0.56,0.447299626,1.526169032,0.682654837
341,0,0.59,0.43290967,1.521902267,0.658846207
342,0,0.58,0.479345035,1.548162737,0.742085937
343,0,0.53,0.73679268,1.539360966,1.134189891
344,0,0.4,0.620450255,1.325769565,0.822574065
345,0,0.4,0.594227387,1.393811915,0.828241212
346,0,0.44,0.667924713,1.393949243,0.931053148
347,0,0.45,0.634996973,1.382415932,0.877829932
348,0,0.38,0.649824959,1.333606186,0.867115112
349,0,0.47,0.554078938,1.435913937,0.795609669
350,0,0.38,0.619267029,1.361362201,0.843046725
351,0,0.54,0.566461999,1.396602733,0.791122375
352,0,0.44,0.41648327,1.452466804,0.604928124
353,0,0.42,0.416600595,1.46330887,0.609615346
354,0,0.39,0.686728722,1.344315468,0.923099427
355,0,0.44,0.422176415,1.27972337,0.540269025
356,0,0.47,0.583277285,1.245037218,0.726201928
357,0,0.52,0.714215402,1.314647849,0.938867462
358,0,0.58,0.671192427,1.368597418,0.918151744
359,0,0.55,0.65539774,1.314078217,0.861591863
360,0,0.57,0.551688928,1.370082284,0.75587017
361,0,0.58,0.442000619,1.369256122,0.605212054
362,0,0.55,0.374866429,1.316868943,0.493649958
363,0,0.55,0.972573745,1.684791545,1.637834237
364,0,0.56,0.890090212,1.723797758,1.534335513
365,0,0.5,0.877178545,1.692787373,1.484876765
366,0,0.54,0.897671177,1.714412715,1.539093812
367,0,0.5,0.803649273,1.695506819,1.362592822
368,0,0.47,0.721406673,1.672350279,1.20644465
369,0,0.51,0.996602532,1.587146032,1.582104696
370,0,0.53,1.076560913,1.648629294,1.775158721
371,0,0.52,0.838801798,1.625069089,1.362044514
372,0,0.46,1.064193354,1.568064959,1.671121889
373,0,0.5,0.832998048,1.509966004,1.257775011
374,0,0.41,0.799205417,1.491822558,1.192480259
375,0,0.56,0.945533308,1.54590497,1.461813003
376,0,0.58,0.646691558,1.34146794,0.867815124
377,0,0.32,0.731011433,1.482291375,1.083571942
378,0,0.42,0.711259451,1.465004601,1.041998367
379,0,0.41,0.659535827,1.427891307,0.941745474
380,0,0.56,0.639304603,1.377527154,0.880928962
381,0,0.56,0.656926771,1.302833503,0.855906057
382,0,0.58,0.612796992,1.293223024,0.792522741
383,0,0.57,0.653125864,1.236541402,0.807617172
384,0,0.58,0.566082371,1.366924416,0.773798809
385,0,0.44,0.551175765,1.364133839,0.751877513
386,0,0.54,0.646456515,1.275603648,0.824622288
387,0,0.57,0.668971638,1.310521998,0.876702047
388,0,0.59,0.622490755,1.362266632,0.848117181
389,0,0.59,0.661326564,1.352815811,0.893795299
390,0,0.49,0.637312816,1.34325403,0.856073008
391,0,0.5,0.334526729,1.313461589,0.439388009
392,0,0.44,0.489885658,1.401195865,0.686425758
393,0,0.51,0.600408441,1.476200285,0.886323112
394,0,0.62,0.471051,1.507476427,0.710098279
395,0,0.43,0.418320566,1.565366461,0.654824984
396,0,0.59,0.331462596,1.500235695,0.497272018
397,0,0.46,0.698163623,1.703863942,1.189575822
398,0,0.57,0.646153596,1.733865033,1.120343126
399,0,0.54,0.636547867,1.739021344,1.106970327
400,0,0.52,0.638653072,1.728532926,1.103932864
401,0,0.58,0.609695542,1.701444598,1.037363186
402,0,0.53,0.382966552,1.611188718,0.617031389
403,0,0.48,0.632544463,1.371543575,0.867562294
404,0,0.52,0.641322968,1.71675483,1.100994303
405,0,0.5,0.599970849,1.695674799,1.017355449
406,0,0.49,0.471482385,1.405794421,0.662807306
407,0,0.58,0.381145755,1.2901857,0.491748803
408,0,0.52,0.801374652,1.69690355,1.359855492
409,0,0.6,0.945506415,1.54720876,1.462895808
410,0,0.56,0.530464083,1.460571167,0.774780545
411,0,0.56,0.151003017,1.399133126,0.211273323
412,0,0.55,0.28337275,1.416700305,0.401454262
413,0,0.47,0.514782277,1.470842059,0.757132258
414,0,0.59,0.525282947,1.463871186,0.768946571
415,0,0.61,0.171721428,1.484742803,0.254962154
416,0,0.51,0.273670816,1.612871757,0.44139593
417,0,0.56,0.560008265,1.816978986,1.017523249
418,0,0.49,0.570256311,1.86883026,1.065664716
419,0,0.52,0.543210622,1.705740653,0.926758538
420,0,0.55,0.231682882,1.480467324,0.342998936
421,0,0.51,0.563792424,1.761192421,0.992837668
422,0,0.55,0.207135476,1.457080007,0.30181296
423,0,0.59,0.664260243,1.745174921,1.159250317
424,0,0.43,0.565460808,1.705885309,0.964611286
425,0,0.38,0.608570613,1.725094809,1.049842005
426,0,0.56,0.588614423,1.681720033,0.989831136
427,0,0.49,0.556538604,1.717403661,0.955801436
428,0,0.5,0.514144818,1.623580375,0.834755437
429,0,0.56,0.579905472,1.685737674,0.977568501
430,0,0.51,0.527214319,1.750320439,0.922793999
431,0,0.52,0.743651785,1.693691258,1.259516527
432,0,0.47,0.75269473,1.709670629,1.286860072
433,0,0.36,0.684131005,1.700068357,1.163069474
434,0,0.46,0.522380184,1.689210518,0.882410101
435,0,0.47,0.591340306,1.416772804,0.837794863
436,0,0.51,0.897324097,1.723910845,1.546906743
437,0,0.47,0.984698565,1.709491107,1.68333344
438,0,0.46,0.912057129,1.723891017,1.572287093
439,0,0.54,1.088537674,1.610646194,1.753402189
440,0,0.4,0.699871305,1.500320888,1.050151924
441,1,0.48,0.325357628,0.990219604,0.322175501
442,1,0.44,0.31014118,1.005943386,0.311984469
443,1,0.49,0.319684035,1.03866377,0.332044225
444,1,0.55,0.434276749,1.205882382,0.52377034
445,2,0.61,0.33539268,0.737498721,0.246525902
446,2,0.53,0.279917384,0.770130357,0.214831691
447,2,0.55,0.271024106,0.78291538,0.212188941
448,2,0.64,0.343649252,0.518906259,0.178321748
449,2,0.6,0.228166211,0.470021227,0.107242962
450,2,0.57,0.094649382,0.736650314,0.069723497
451,2,0.56,0.579000283,0.584192424,0.338247579
452,2,0.6,0.592173179,0.587975769,0.34818348
453,2,0.63,0.61196442,0.524350427,0.320883805
454,2,0.56,0.603753073,0.542993084,0.327833743
455,2,0.56,0.646567661,0.551213671,0.356396934
456,2,0.54,0.717753958,0.540252198,0.387722378
457,2,0.54,0.760149112,0.55934233,0.425083602
458,2,0.61,0.282000288,0.546125817,0.154007638
459,2,0.58,0.557567941,0.654502095,0.364929386
460,2,0.59,0.624430566,0.618860597,0.386435472
461,2,0.53,0.648558779,0.554176315,0.359400775
462,2,0.51,0.687299312,0.613060773,0.421465972
463,2,0.53,0.659111947,0.648924042,0.427713589
464,2,0.53,0.647191226,0.656243817,0.424715241
465,2,0.53,0.73303921,0.626202823,0.459031223
466,2,0.62,0.731614898,0.632774414,0.462947188
467,2,0.55,0.745782036,0.619779549,0.462220454
468,2,0.59,0.742503792,0.579625915,0.430567249
469,2,0.57,0.72865708,0.564179793,0.411678188
470,2,0.56,0.766867721,0.674393229,0.517170399
471,2,0.58,0.782350533,0.625305333,0.489209078
472,2,0.56,0.773304791,0.622617257,0.481461753
473,2,0.62,0.75440221,0.680929156,0.51369446
474,2,0.6,0.803414397,0.520971145,0.418555493
475,2,0.54,0.815382005,0.554133136,0.45147585
476,2,0.59,0.802354752,0.57919888,0.46442215
477,2,0.57,0.844599103,0.663513062,0.559913252
478,2,0.57,0.882948532,0.617079978,0.544751336
479,2,0.6,0.832052869,0.554252504,0.461959713
480,2,0.59,0.4646203,0.671603207,0.312040484
481,2,0.59,0.352378829,0.644992606,0.227281739
482,2,0.59,0.622906573,0.611077142,0.380643968
483,2,0.62,0.785434408,0.608012819,0.477554189
484,2,0.59,0.792153421,0.597372572,0.473210726
485,2,0.59,0.801911364,0.646041669,0.518068156
486,2,0.6,0.775562777,0.623041485,0.483566956
487,2,0.6,0.074279283,0.93673071,0.069579686
488,2,0.5,0.156525838,0.723910211,0.113310653
489,2,0.62,0.199661275,0.766746255,0.153089535
490,2,0.5,0.181014194,0.744748194,0.134753039
491,2,0.59,0.094915071,0.880899856,0.07986789
492,2,0.58,0.195830352,0.753696943,0.149241721
493,2,0.62,0.335848127,0.497228013,0.166993097
494,2,0.63,0.296193374,0.502999837,0.148985219
495,2,0.62,0.170477497,0.743512405,0.126752134
496,2,0.64,0.176402472,0.752482598,0.13273979
497,2,0.6,0.161055309,0.703789008,0.113348956
498,2,0.63,0.183193593,0.716926729,0.131336383
499,2,0.62,0.344662245,0.491149519,0.169280696
500,2,0.62,0.063342065,0.681603215,0.043174155
501,2,0.63,0.120963071,0.554979681,0.067132046
502,2,0.57,0.127579393,0.709506421,0.090518399
503,2,0.59,0.072441371,0.999074138,0.0723743
504,2,0.55,0.082912658,0.978834017,0.08115773
505,2,0.59,0.086795661,0.899988637,0.078115109
506,2,0.59,0.096744754,0.873773323,0.084532986
507,2,0.6,0.085395657,0.867927044,0.0741172
508,2,0.59,0.077927496,0.890504525,0.069394787
509,2,0.59,0.110165868,0.833344014,0.091806067
510,2,0.59,0.099354814,0.850305213,0.084481917
511,2,0.6,0.090584909,0.850305213,0.077024821
512,2,0.62,0.067852928,0.923921381,0.062690771
513,2,0.6,0.108366242,0.817026504,0.088538092
514,2,0.59,0.123016627,0.801330911,0.098577026
515,2,0.42,0.125181891,0.817026504,0.102276923
516,2,0.51,0.159876989,0.805412893,0.128766988
517,2,0.53,0.156323625,0.750212438,0.117275928
518,2,0.42,0.182684022,0.763834778,0.139540409
519,2,0.42,0.140363791,0.803101473,0.112726367
520,2,0.58,0.394979562,0.703044149,0.27768807
521,2,0.56,0.228190962,0.757437335,0.172840354
522,2,0.63,0.119659062,0.782863579,0.093676721
523,2,0.62,0.106654436,0.82560758,0.088054711
524,2,0.62,0.116779815,0.849209604,0.09917054
525,2,0.62,0.118614151,0.806711525,0.095687402
526,2,0.62,0.12764522,0.792250058,0.101126933
527,2,0.62,0.123200287,0.80354677,0.098997193
528,2,0.6,0.156770697,0.826534001,0.129576311
529,2,0.64,0.140304296,0.745606468,0.104611791
530,2,0.64,0.171098727,0.812861648,0.139079594
531,2,0.61,0.113926086,0.73939335,0.08423619
532,2,0.59,0.082893388,0.796801828,0.066049603
533,2,0.59,0.075479192,0.856545523,0.064651364
534,2,0.62,0.110168052,0.792250058,0.087280645
535,2,0.61,0.102872244,0.722965111,0.074373043
536,2,0.6,0.101230602,0.796467287,0.080626863
