FID,Rail19,Rail16,Rail13,Road19,Road16,Road13,River19,River16,River13,Aviat30,RailF30,RailP30,ShipCom30,ShipPass30,ShipSmal30,RdCarD30,RdCarE30,RdCarP30,RdHGVA30,RdHGVR30,RdLGVD30,RdLGVE30,RdLGVP30,RdMoto30,RdCoach30,RdPHVD30,RdPHVE30,RdPHVP30,RdTaxi30,RdLTBus30,Aviat25,RailF25,RailP25,ShipCom25,ShipPass25,ShipSmal25,RdCarD25,RdCarE25,RdCarP25,RdHGVA25,RdHGVR25,RdLGVD25,RdLGVE25,RdLGVP25,RdMoto25,RdCoach25,RdPHVD25,RdPHVE25,RdPHVP25,RdTaxi25,RdLTBus25,Aviat19,RailF19,RailP19,ShipCom19,ShipPass19,ShipSmal19,RdCarD19,RdCarE19,RdCarP19,RdHGVA19,RdHGVR19,RdLGVD19,RdLGVE19,RdLGVP19,RdMoto19,RdCoach19,RdPHVD19,RdPHVE19,RdPHVP19,RdTaxi19,RdLTBus19,Aviat16,RailF16,RailP16,ShipCom16,ShipPass16,ShipSmal16,RdCarD16,RdCarE16,RdCarP16,RdHGVA16,RdHGVR16,RdLGVD16,RdLGVE16,RdLGVP16,RdMoto16,RdCoach16,RdTaxi16,RdLTBus16,Aviat13,RailF13,RailP13,ShipCom13,ShipPass13,ShipSmal13,RdCarD13,RdCarE13,RdCarP13,RdHGVA13,RdHGVR13,RdLGVD13,RdLGVE13,RdLGVP13,RdMoto13,RdCoach13,RdTaxi13,RdLTBus13,Rail30,River30,Road30,Rail25,River25,Road25,Shape_Area
82,0,0,0,17.91265064,35.55149178,42.69045144,2.254589635,2.12732,1.78552,0,0,0,0.667015929,1.368212349,0.00184,0.32964994,0,0.279934482,0.112982667,0.557102652,0.847166692,0,0.003913536,0.048368753,0.809917235,0.046158713,0,0.018186745,0.57041333,0.073469327,0,0,0,0.7965757,1.45074864,0.00184,1.018166962,0,0.456113518,0.137338729,0.641962825,1.747798136,0,0.003431468,0.060937662,0.990845834,0.195801836,0,0.042249014,1.414131872,0.176236423,0,0,0,0.952419069,1.300330566,0.00184,3.137354956,0,0.637600604,0.519177418,1.871003506,4.011164523,0,0.00544427,0.084894797,3.156920564,0.591697954,0,0.068061042,3.395304968,0.434026042,0,0,0,0.719,1.40648,0.00184,5.018906079,0,1.485599315,1.079435895,4.475341189,6.097834747,0,0.034018785,0.170609921,9.55728776,2.806251227,4.826206867,0,0,0,0.61916,1.16452,0.00184,5.054643906,0,2.396487326,1.540473813,5.76536142,5.620671419,0,0.050606163,0.217740194,10.96598251,2.699514641,8.378970042,0,2.037068278,3.697264072,0,2.24916434,6.885014278,0.649998315
83,0,0,0,3.401607786,4.88171925,6.026741471,5.30E-05,0.00004,0.00005,0,0,0,2.89E-05,0,0,0.034437776,0,0.031410945,0.003409171,0.089025684,0.155840126,0,0.000612037,0.014756478,0.111240408,0.015996229,0,0.006082418,0.122310255,0.022700312,0,0,0,3.59E-05,0,0,0.118237365,0,0.049457977,0.004559664,0.115393554,0.304968505,0,0.000438101,0.019089484,0.133093048,0.065924349,0,0.013531545,0.309004118,0.045820999,0,0,0,5.30E-05,0,0,0.555711112,0,0.092809138,0.016664413,0.277949874,0.840734219,0,0.001117207,0.029609552,0.457624155,0.275704773,0,0.034719184,0.743871823,0.075092336,0,0,0,0.00004,0,0,1.025592167,0,0.241826267,0.096320355,0.594689926,0.802494935,0,0.004343952,0.018907584,0.805225517,0.962707184,0.329611362,0,0,0,0.00005,0,0,0.917836902,0,0.463924831,0.137328331,0.763554462,0.74108153,0,0.006860802,0.024000265,0.947061751,0.910294136,1.114798462,0,2.89E-05,0.607821841,0,3.59E-05,1.179518709,0.349637306
84,0.252520546,0.262049323,0.351415853,13.0167691,20.43909794,26.62488651,0.031990198,0.03072,0.03617,0,0.020183081,0.246912502,0.010882947,0,0.01663,0.124605573,0,0.107925931,0.039630958,0.520412713,0.737165114,0,0.00276928,0.076723696,1.583126611,0.043911504,0,0.015764365,0.419557191,0.198638995,0,0.020022898,0.232497648,0.013493221,0,0.01663,0.445464725,0,0.176939671,0.047017314,0.609221798,1.388404198,0,0.001931194,0.099780926,1.792672547,0.181686045,0,0.03521942,1.097462276,0.400956488,0,0.020022898,0.232497648,0.015360198,0,0.01663,1.515035012,0,0.24026473,0.102319165,1.079001877,2.583741846,0,0.003268236,0.132900561,3.369315962,0.672380907,0,0.082624185,2.557686164,0.67823045,0,0.01179188,0.250257443,0.01409,0,0.01663,2.314674124,0,0.523362053,0.214745589,2.079316764,2.862324371,0,0.016308992,0.199897642,5.861095334,3.891285361,2.476087709,0,0.021529353,0.3298865,0.01954,0,0.01663,2.02396625,0,0.95917426,0.301629529,2.600098987,2.502558993,0,0.023505426,0.250041247,6.805669875,3.418542482,7.739699462,0.267095583,0.027512947,3.870231931,0.252520546,0.030123221,6.276756603,0.546214569
85,0.207720748,0.185547515,0.206353084,16.55714727,27.51727934,33.5297315,0.000277578,0.00023,0.00032,0,0.018363398,0.201252283,0.000180258,0,0,0.340414793,0,0.285465816,0.148015315,0.789598748,1.192700795,0,0.005348824,0.055191295,0.490343604,0.040534977,0,0.015699228,0.292077252,0.072415241,0,0.018217657,0.189503091,0.000223493,0,0,1.066317543,0,0.47588506,0.174934623,0.889268268,2.284250881,0,0.0044152,0.068862087,0.611770382,0.163276726,0,0.034640153,0.759909358,0.173744632,0,0.018217657,0.189503091,0.000277578,0,0,3.306104304,0,0.690430176,0.517336107,2.112189841,4.822905413,0,0.006849492,0.098776758,1.856458596,0.631436042,0,0.072318015,2.009549348,0.432793175,0,0.010811123,0.174736392,0.00023,0,0,4.965424675,0,1.449217909,0.706610256,5.045251234,6.428425331,0,0.033753911,0.181962981,5.187915314,1.18857625,2.330141475,0,0.031319984,0.1750331,0.00032,0,0,4.866359815,0,2.299294094,0.965383283,6.277007716,5.847311851,0,0.050366566,0.224350415,5.841710115,1.090472745,6.067474902,0.21961568,0.000180258,3.727805888,0.207720748,0.000223493,6.707274911,0.655709223
86,0.143376244,0.128094204,0.141584131,3.371224266,6.014601911,6.475895722,0,0,0,0,0.011746801,0.139889478,0,0,0,0.046017602,0,0.040686617,0.007704376,0.105488535,0.324711841,0,0.001258337,0.023202782,0.064144189,0.017115059,0,0.006223921,0.158222314,0.010379692,0,0.011653572,0.131722672,0,0,0,0.166395585,0,0.067851543,0.009063888,0.120384527,0.63765863,0,0.000917097,0.030814711,0.072478894,0.071017391,0,0.013988877,0.416124207,0.0209516,0,0.011653572,0.131722672,0,0,0,0.468612929,0,0.076525582,0.033174566,0.331437166,1.084290268,0,0.001404114,0.038474212,0.246415557,0.224797129,0,0.027256471,0.805423726,0.033412548,0,0.006635792,0.121458412,0,0,0,0.919558177,0,0.213795131,0.054689132,1.089170192,1.257994642,0,0.006541491,0.052532834,1.508172974,0.847960311,0.064187027,0,0.019919431,0.1216647,0,0,0,0.805185383,0,0.403622005,0.075134567,1.333804769,1.137656564,0,0.010455508,0.065419532,1.638627573,0.768261661,0.23772816,0.151636279,0,0.805155265,0.143376244,0,1.627646948,0.344090501
87,0,0,0,7.508032286,11.36004503,12.86457735,0,0,0,0,0,0,0,0,0,0.149006677,0,0.125823672,0.047166501,0.237661862,0.377206753,0,0.001729076,0.022835593,0.093974831,0.035882898,0,0.014088654,0.280111348,0.01076091,0,0,0,0,0,0,0.456694394,0,0.204365521,0.054817129,0.261325572,0.735367107,0,0.00144621,0.028558447,0.119383649,0.146450412,0,0.031502715,0.744712108,0.025858044,0,0,0,0,0,0,1.509455548,0,0.308385107,0.240372727,0.86740388,1.560384858,0,0.002186102,0.040416629,0.771358411,0.473888693,0,0.053841398,1.603593508,0.076745425,0,0,0,0,0,0,2.419444065,0,0.735923099,0.380985453,1.656341799,2.399231914,0,0.014112455,0.062992489,1.205148885,0.694715934,1.791148936,0,0,0,0,0,0,2.407075583,0,1.183692051,0.542056288,2.136377697,2.175935582,0,0.020955129,0.080326809,1.388439781,0.644336262,2.285382173,0,0,1.396248773,0,0,2.810481308,0.349761725
88,0,0,0,0.010812353,0.01805403,0.019047967,0,0,0,0,0,0,0,0,0,0.00019978,0,0.000187268,9.39E-06,8.63E-05,0.000895163,0,2.95E-06,1.46E-05,7.44E-05,6.47E-05,0,2.49E-05,0.000294948,0,0,0,0,0,0,0,0.000720058,0,0.000319563,1.14E-05,0.000102379,0.001845198,0,2.40E-06,1.93E-05,9.37E-05,0.000265776,0,5.51E-05,0.000767406,0,0,0,0,0,0,0,0.002562059,0,0.00048224,4.71E-05,0.00036622,0.00390192,0,5.26E-06,2.72E-05,0.00044634,0.001042986,0,0.000128434,0.001802662,0,0,0,0,0,0,0,0.004595619,0,0.001496896,8.04E-05,0.000948435,0.005127222,0,2.90E-05,3.02E-05,0.001643918,0.004102362,0,0,0,0,0,0,0,0.004092467,0,0.003125393,0.000112959,0.001218438,0.004687813,0,5.42E-05,3.79E-05,0.001918369,0.003800377,0,0,0,0.001854539,0,0,0.004202361,0.002641848
89,0,0,0,1.528935692,2.932993447,3.666343074,0,0,0,0,0,0,0,0,0,0.025838534,0,0.020889453,0.015544174,0.078265425,0.106234915,0,0.00046852,0.00574826,0.042238071,0.007736985,0,0.002980399,0.084392188,0.005315287,0,0,0,0,0,0,0.083332445,0,0.035593375,0.019154762,0.090624586,0.215809622,0,0.000410706,0.007506091,0.051846857,0.033631552,0,0.00708967,0.227809468,0.012772426,0,0,0,0,0,0,0.224660037,0,0.043138146,0.048531324,0.168139493,0.357210178,0,0.000486169,0.008893155,0.128297925,0.094772141,0,0.010946857,0.409999426,0.033860839,0,0,0,0,0,0,0.476457952,0,0.135452577,0.253783101,0.485610146,0.501130694,0,0.002775547,0.020695336,0.181154254,0.29372126,0.58221258,0,0,0,0,0,0,0.463089869,0,0.208387865,0.340168642,0.598881439,0.434832202,0,0.003832259,0.025531178,0.197886752,0.284164466,1.109568403,0,0,0.395652212,0,0,0.78558156,0.017229981
90,0.00170359,0.008775778,0.00792669,0.560373293,0.861171376,0.910293308,0,0,0,0,0.001717219,0,0,0,0,0.008345051,0,0.00764297,0.001298199,0.014283781,0.050689642,0,0.000195623,0.004217949,0.007527564,0.003221682,0,0.001222183,0.028513422,0.001160102,0,0.00170359,0,0,0,0,0.031048498,0,0.013175059,0.001657151,0.017750689,0.099891365,0,0.00014283,0.005722389,0.009706436,0.01455132,0,0.002979453,0.077251038,0.002341688,0,0.00170359,0,0,0,0,0.089499276,0,0.015261874,0.005311379,0.045974075,0.165104031,0,0.000218649,0.006187697,0.037341333,0.040970621,0,0.004998913,0.145579655,0.00392579,0,0.008775778,0,0,0,0,0.158138454,0,0.04220055,0.012786992,0.120626278,0.172634703,0,0.000972879,0.007495639,0.117300817,0.169959157,0.059055906,0,0.00792669,0,0,0,0,0.137160467,0,0.081380166,0.017429081,0.148893588,0.153161793,0,0.001549614,0.009275642,0.132036017,0.159520144,0.069886796,0.001717219,0,0.128318168,0.00170359,0,0.276217917,0.086787602
91,0.010089481,0.0000619,0.000130513,11.7976202,16.23476403,19.66323482,0,0,0,0,0.010170196,0,0,0,0,0.163331568,0,0.133066031,0.152832471,0.792883947,0.659979769,0,0.002725936,0.032211,0.641453994,0.030772625,0,0.011625587,0.297704136,0.048199235,0,0.010089481,0,0,0,0,0.512022832,0,0.220147339,0.178250659,0.87014849,1.29995743,0,0.002337867,0.040497177,0.753300797,0.124988057,0,0.025843035,0.772056018,0.115820874,0,0.010089481,0,0,0,0,1.591168045,0,0.307496576,0.533043292,1.902343289,2.715340943,0,0.003369368,0.056492918,1.919508016,0.395385859,0,0.04386047,1.790231021,0.539380407,0,0.0000619,0,0,0,0,2.868280091,0,0.817127532,0.524787397,3.055525412,3.141827608,0,0.016612729,0.148333993,2.036030684,0.662876693,2.963361895,0,0.000130513,0,0,0,0,2.730212296,0,1.238427821,0.732633296,3.889870124,2.83829939,0,0.024428321,0.176690014,2.29129374,0.625970047,5.115409768,0.010170196,0,2.966786298,0.010089481,0,4.915370576,0.249690231
92,0,0,0,0.136807392,0.386750372,0.402287007,0,0,0,0,0,0,0,0,0,0.001579842,0,0.001467523,0.000109845,0.001020202,0.011629351,0,3.76E-05,0.000465204,0.000703712,0.000336121,0,0.000124943,0.007300273,0,0,0,0,0,0,0,0.005688731,0,0.002542883,0.000133053,0.001209898,0.021580605,0,2.78E-05,0.000582268,0.00088652,0.001310087,0,0.000262525,0.017724752,0,0,0,0,0,0,0,0.023409569,0,0.004604846,0.000604818,0.00473707,0.046742725,0,6.26E-05,0.001034641,0.004644598,0.009716364,0,0.001168718,0.040081489,0,0,0,0,0,0,0,0.078830653,0,0.016310504,0.036570039,0.159434055,0.051863792,0,0.000237714,0.001004869,0.017151651,0.025347096,0,0,0,0,0,0,0,0.067308387,0,0.028955063,0.045690198,0.172590165,0.043931614,0,0.000386844,0.001179053,0.019466366,0.022779318,0,0,0,0.024774602,0,0,0.051949104,0.016676424
93,0,0,0,0.002719952,0.004258335,0.004617881,0,0,0,0,0,0,0,0,0,3.64E-05,0,3.39E-05,5.85E-06,5.30E-05,0.000146148,0,6.56E-07,1.87E-05,3.42E-05,1.22E-05,0,4.84E-06,0.000103973,0,0,0,0,0,0,0,0.000129927,0,5.50E-05,7.48E-06,6.55E-05,0.000281451,0,4.38E-07,2.45E-05,4.38E-05,5.08E-05,0,1.09E-05,0.000273678,0,0,0,0,0,0,0,0.000497833,0,7.85E-05,3.73E-05,0.000292531,0.000601158,0,7.81E-07,3.44E-05,0.000264204,0.000212921,0,2.56E-05,0.000674598,0,0,0,0,0,0,0,0.000828388,0,0.000183075,6.32E-05,0.000750149,0.000719016,0,3.69E-06,3.81E-05,0.000975659,0.000697033,0,0,0,0,0,0,0,0.000735593,0,0.000342648,8.85E-05,0.000958477,0.000661179,0,5.58E-06,4.75E-05,0.001134485,0.000643965,0,0,0,0.000449905,0,0,0.000943548,7.40797E-05
94,0.001736521,0.001357423,0.004194719,4.177721196,7.88307971,9.112965599,0.053706377,0.05027,0.06366,0,0.001750413,0,0.03105782,0.002804764,0.00686,0.056909935,0,0.04990222,0.009500177,0.11957046,0.219858689,0,0.000856891,0.026147561,0.22228086,0.009923991,0,0.003637979,0.162146772,0.058849532,0,0.001736521,0,0.038569228,0.002973959,0.00686,0.202841963,0,0.081617258,0.011429487,0.140352362,0.43532059,0,0.000621258,0.034280017,0.263037393,0.041457075,0,0.00820195,0.42440816,0.11878887,0,0.001736521,0,0.044183735,0.002662642,0.00686,0.590364573,0,0.092953223,0.030150592,0.292472039,0.775428428,0,0.00094665,0.0463094,0.746201876,0.254087642,0,0.030390427,1.093405527,0.225010818,0,0.001357423,0,0.04053,0.00288,0.00686,0.872011502,0,0.19545294,0.066748801,0.768115752,1.075050623,0,0.005588074,0.064384599,2.040812748,1.370740315,1.424174356,0,0.004194719,0,0.05441,0.00239,0.00686,0.761125605,0,0.360763989,0.092784695,0.94523217,0.95115121,0,0.008299576,0.079186078,2.241414146,1.176921438,2.496086692,0.001750413,0.040722583,0.939585066,0.001736521,0.048403187,1.762356383,0.2853185
95,0,0,0,1.949751761,5.386026236,6.497707931,3.082317847,2.95833,2.16835,0,0,0,1.084935125,1.674642283,0.00939,0.040604645,0,0.034102692,0.017827592,0.086418741,0.161115245,0,0.000740465,0.007022207,0.085343358,0.007360707,0,0.002905,0.046871361,0.003692415,0,0,0,1.224435013,1.775663709,0.00939,0.129551679,0,0.057804592,0.021352028,0.097764933,0.310101535,0,0.000611514,0.008821007,0.112393376,0.029524222,0,0.006379706,0.118414328,0.008872727,0,0,0,1.481370866,1.591556981,0.00939,0.373971233,0,0.078018443,0.058197258,0.204931124,0.556498779,0,0.000802074,0.011303677,0.301780974,0.104874013,0,0.012318535,0.225253842,0.02180181,0.011989545,0,0,1.22746,1.72148,0.00939,0.74288559,0,0.214157258,0.021154699,0.694878323,1.022099238,0,0.005402677,0.031876657,2.322195831,0.195448411,0.135927552,0.011834089,0,0,0.73363,1.42533,0.00939,0.731540721,0,0.337316943,0.030104023,0.877390097,0.927109199,0,0.007895268,0.039360023,2.657915166,0.182209794,0.706866698,0,2.768967408,0.494004426,0,3.009488722,0.901591648,0.079209759
96,0.009023762,0.007948276,0.010872055,2.234231377,3.283370158,3.707956565,27.01169925,25.39624,16.5266,0,0.002767473,0.006667505,12.0783723,12.52280518,0.01701,0.013542004,0,0.011908825,0.004279047,0.058378629,0.143180594,0,0.000510862,0.01066689,0.047016627,0.007319928,0,0.0026045,0.134223649,0.030545366,0,0.002745509,0.006278253,13.39731043,13.27823315,0.01701,0.052324564,0,0.021430471,0.006135144,0.08020974,0.317330281,0,0.000434358,0.014847299,0.057588958,0.031851982,0,0.006137058,0.351358601,0.061656387,0,0.002745509,0.006278253,15.09318094,11.9015083,0.01701,0.193714339,0,0.031849719,0.016684628,0.168123983,0.568603309,0,0.000725317,0.019748304,0.138453515,0.12833173,0,0.015087367,0.849543563,0.103365603,0.035968634,0.002159245,0.005789031,12.50617,12.87306,0.01701,0.454235476,0,0.108490525,0.045681595,1.02386715,0.527029682,0,0.002638189,0.026579687,0.135379104,0.615163556,0.344305194,0.035502266,0.005073193,0.005798862,5.85108,10.65851,0.01701,0.400321,0,0.208779015,0.062485609,1.252891726,0.474124905,0,0.004359289,0.032378193,0.157175614,0.568291597,0.547149617,0.009434978,24.61818748,0.464176921,0.009023762,26.69255358,1.001304842,0.245304751
97,0,0,0,46.5762267,83.29787157,98.43359737,0.00449,0.00449,0.00449,0,0,0,0,0,0.00449,0.717747125,0,0.603049806,0.431995376,2.04729535,2.118391475,0,0.009555676,0.130912161,2.677495768,0.091161009,0,0.036566981,1.923025941,0.208098882,0,0,0,0,0,0.00449,2.219183263,0,0.978489252,0.507607931,2.279799068,4.07084324,0,0.007717874,0.163892327,3.157544546,0.377325114,0,0.083049359,5.069257481,0.499177735,0,0,0,0,0,0.00449,7.074007833,0,1.414742167,1.256490834,4.464699031,8.733794181,0,0.011553466,0.239869479,7.156383545,1.316531837,0,0.155670735,12.46475453,2.287729057,0,0,0,0,0,0.00449,10.77677598,0,3.041823361,2.739651196,10.37318939,11.97621413,0,0.062981238,0.34209527,25.25046889,6.463572438,12.27109968,0,0,0,0,0,0.00449,10.88275556,0,4.88671962,3.886620245,13.30914857,11.04643324,0,0.093908785,0.431374308,28.79854803,6.240263408,18.85782561,0,0.00449,10.99529555,0,0.00449,19.41388719,0.53566871
98,0,0,0,10.13744213,23.06842826,26.16520162,0,0,0,0,0,0,0,0,0,0.14107325,0,0.120858307,0.00671866,0.104783467,0.574324495,0,0.002165792,0.08986236,0.266525256,0.052172389,0,0.018377603,0.638036964,0.061700986,0,0,0,0,0,0,0.491679889,0,0.193713629,0.00798527,0.114424606,1.14688043,0,0.001613301,0.115952932,0.337303571,0.21348264,0,0.040589632,1.595167527,0.124544583,0,0,0,0,0,0,1.645195258,0,0.256058634,0.042187259,0.427767474,2.132971644,0,0.002705138,0.144956952,0.920030148,0.727340744,0,0.085662337,3.533072736,0.219493804,0,0,0,0,0,0,2.949709021,0,0.690445361,0.294727468,1.902977844,2.282350779,0,0.011692598,0.065529081,8.077940108,4.394595303,2.398460693,0,0,0,0,0,0,2.640200125,0,1.334643536,0.413274172,2.401050544,2.107840438,0,0.018791194,0.081897162,9.223594283,4.146662521,3.797247644,0,0,2.076599528,0,0,4.383338009,0.464125546
99,0,0,0,5.580703493,10.57183094,13.24589993,0,0,0,0,0,0,0,0,0,0.061037789,0,0.05322214,0.019439392,0.259431399,0.366553737,0,0.001267373,0.038953325,0.20930637,0.02497079,0,0.008892073,0.396993156,0.039388818,0,0,0,0,0,0,0.219920693,0,0.088973936,0.022591276,0.300954641,0.724212155,0,0.000951823,0.05178887,0.238870812,0.107355517,0,0.02066031,1.041963637,0.079507058,0,0,0,0,0,0,0.6854293,0,0.112063748,0.05948928,0.652841526,1.320071773,0,0.00158451,0.057940631,0.452036648,0.320449019,0,0.038429629,1.738441684,0.141925744,0,0,0,0,0,0,1.467351934,0,0.322803093,0.118047606,1.344133807,1.616835831,0,0.008069957,0.074093085,0.346823923,2.39169231,2.881979396,0,0,0,0,0,0,1.298872444,0,0.60624214,0.161749977,1.661296976,1.467384464,0,0.012547483,0.091609878,0.413850053,2.20860455,5.323741961,0,0,1.47945636,0,0,2.897750727,0.230841427
100,0,0,0,10.49203065,19.18293324,21.88266041,0.001458462,0.00112,0.0004,0,0,0,0.001093264,0,0,0.166558103,0,0.138777835,0.179332865,0.903889453,0.678333169,0,0.002946208,0.029584831,0.554183942,0.026563932,0,0.010275825,0.201299936,0.048848086,0,0,0,0.001159215,0,0,0.53568767,0,0.237862901,0.214635472,1.023789716,1.349772211,0,0.002544923,0.038089758,0.638803522,0.112339412,0,0.023764903,0.542994395,0.116784492,0,0,0,0.001458462,0,0,1.585552636,0,0.333814426,0.53239313,1.916265365,2.50281096,0,0.003491509,0.050249139,1.723005313,0.353739575,0,0.040882855,1.14583711,0.303988631,0.037467327,0,0,0.00112,0,0,3.398285449,0,0.965723141,0.812250894,5.531355071,4.346724406,0,0.021897497,0.131705361,0.395914191,0.806322486,2.772754749,0.036981527,0,0,0.0004,0,0,3.260911561,0,1.47801375,1.110196405,6.825060975,3.837167533,0,0.031656746,0.15706896,0.440952545,0.771330441,3.970301489,0,0.001093264,2.940594184,0,0.001159215,4.837069374,0.249194702
101,0,0,0,1.668206093,2.547305828,3.120423421,0.000599011,0.00046,0.00017,0,0,0,0.000445538,0,0,0.021280803,0,0.019535573,0.00808669,0.077599186,0.181457403,0,0.000595109,0.008844755,0.071401759,0.007323097,0,0.002771062,0.081860691,0.025081438,0,0,0,0.000473659,0,0,0.076973683,0,0.033222989,0.009808357,0.093780306,0.373845046,0,0.000481963,0.011609849,0.082768433,0.030593607,0,0.006237691,0.205137187,0.050627346,0,0,0,0.000599011,0,0,0.231522048,0,0.041428752,0.017662832,0.120196006,0.498952839,0,0.000657773,0.013220539,0.177016698,0.090206945,0,0.010864881,0.379376738,0.087100041,0.026976475,0,0,0.00046,0,0,0.453813647,0,0.113710339,0.03423039,0.380037924,0.476332515,0,0.002471184,0.018606363,0.258284601,0.350302412,0.459516453,0.026626699,0,0,0.00017,0,0,0.380530805,0,0.209457939,0.045633878,0.456575898,0.404257236,0,0.003795091,0.021864513,0.285514829,0.326203287,0.986589946,0,0.000445538,0.505837565,0,0.000473659,0.975086458,0.178027643
102,0,0,0,46.22091773,84.19101142,104.3503626,0,0,0,0,0,0,0,0,0,0.644850906,0,0.545864627,0.180965188,1.056790498,1.943485707,0,0.009188792,0.135558733,2.663333932,0.13125051,0,0.052669762,2.402651763,0.264961878,0,0,0,0,0,0,1.963912712,0,0.874107026,0.209882805,1.140400094,3.864183407,0,0.007675236,0.16751381,3.181298702,0.525756015,0,0.115619335,6.085026775,0.635382722,0,0,0,0,0,0,6.195099312,0,1.257773084,0.699614122,2.966445739,8.239299935,0,0.011426752,0.235690844,8.630741213,1.668452186,0,0.196924317,13.78341471,2.336035512,0,0,0,0,0,0,7.907897447,0,2.331094764,1.153339654,7.084165492,9.971949323,0,0.055268656,0.367695673,31.0352065,7.198585653,17.08580826,0,0,0,0,0,0,7.965660565,0,3.765103577,1.626466433,9.089253133,9.18200801,0,0.081666675,0.468731829,35.51462212,6.912438008,29.7444122,0,0,10.0315723,0,0,18.77075864,0.661993252
103,0,0,0,4.246709858,7.976895987,8.850052244,0,0,0,0,0,0,0,0,0,0.060583515,0,0.051855031,0.004460527,0.058986869,0.203918896,0,0.000762817,0.036558676,0.094399303,0.016411552,0,0.005753822,0.343955942,0.041189796,0,0,0,0,0,0,0.219046571,0,0.086470752,0.006157125,0.079046011,0.437999826,0,0.000616676,0.049290714,0.127393393,0.072219342,0,0.013614433,0.883686285,0.083142365,0,0,0,0,0,0,0.607118093,0,0.097828741,0.012760273,0.134955584,0.80559212,0,0.001041905,0.056089071,0.353443879,0.21515144,0,0.026371759,1.796346756,0.140010238,0,0,0,0,0,0,1.18366271,0,0.276970817,0.16070781,0.932633384,1.11727969,0,0.006536011,0.047250593,0.977263419,2.307192921,0.967398633,0,0,0,0,0,0,1.05712148,0,0.519179963,0.22711081,1.181758242,1.008330422,0,0.00987531,0.060383256,1.096734857,2.147502291,1.542055613,0,0,0.918836746,0,0,2.058683494,0.304495693
104,0,0,0,11.71961456,21.59630107,29.69744435,16.73187943,16.32416,13.66892,0,0,0,3.1877861,11.87553505,0.0226,0.115417474,0,0.097308711,0.028721544,0.399244604,0.589682226,0,0.002107013,0.070050448,1.315403517,0.033820074,0,0.011640114,0.52924997,0.199118689,0,0,0,3.939654915,12.59191699,0.0226,0.401361492,0,0.155769847,0.033713432,0.45898265,1.17513918,0,0.00159328,0.090186298,1.517061813,0.137483201,0,0.02553743,1.325024148,0.401924761,0,0,0,5.422933767,11.28634566,0.0226,1.242457245,0,0.1932217,0.06399505,0.691901174,2.164786608,0,0.002602209,0.109604938,3.295629393,0.450614689,0,0.053547991,2.768654456,0.682599106,0,0,0,4.09388,12.20768,0.0226,2.783161981,0,0.61460814,0.088424108,2.404937587,2.95937155,0,0.015995014,0.218070992,6.192378188,3.74479134,2.574562169,0,0,0,3.53872,10.1076,0.0226,2.48733624,0,1.146617619,0.1238961,3.028359122,2.695475058,0,0.024466554,0.277654948,7.130505923,3.551695564,9.231437224,0,15.08592115,3.391764385,0,16.5541719,5.723777532,0.453578991
105,0.002140841,0.011417922,0.010068599,18.9486723,19.45090155,21.82125313,35.16547246,37.81356,31.90323,0,0.002157968,0,2.184401952,34.13250218,0.01537,0.17139491,0,0.144788767,0.121093483,1.552338249,1.074255697,0,0.003633545,0.100895443,3.853000217,0.054690692,0,0.018816972,0.749550473,0.024596903,0,0.002140841,0,2.682380603,36.19151746,0.01537,0.607520124,0,0.236889822,0.146196955,1.866512099,2.160799581,0,0.002784445,0.132601826,4.336409138,0.225095813,0,0.041738699,1.957224691,0.049649303,0,0.002140841,0,2.71103,32.43907246,0.01537,1.598732693,0,0.248155085,0.22814293,2.416683246,3.046273235,0,0.00354505,0.135508835,6.983533027,0.613527242,0,0.072537074,3.517487681,0.084546203,0,0.011417922,0,2.71103,35.08716,0.01537,2.549590377,0,0.589499033,0.164340367,2.978559831,3.729703062,0,0.021644687,0.233730389,4.420348228,3.947921656,0.815563922,0,0.010068599,0,2.83674,29.05112,0.01537,2.325413829,0,1.137936722,0.227828822,3.777809956,3.26679034,0,0.031978668,0.313811911,5.154004412,3.736042953,1.849635514,0.002157968,36.33227413,7.86905535,0.002140841,38.88926806,11.7634225,0.277799257
106,0,0,0,13.28310915,20.05159469,24.84947331,0,0,0,0,0,0,0,0,0,0.098093841,0,0.085136319,0.011099579,0.175453788,0.41815701,0,0.001547445,0.055075167,0.346022351,0.026032854,0,0.009342015,0.448914642,0.151915126,0,0,0,0,0,0,0.357611465,0,0.14314698,0.013788063,0.208740409,0.862405868,0,0.001191627,0.073940169,0.407379743,0.11034111,0,0.021373847,1.189828465,0.306643494,0,0,0,0,0,0,1.560168211,0,0.244408642,0.107386681,1.130653321,2.587982872,0,0.003107371,0.13248436,2.490615963,0.691722545,0,0.081060619,3.611691919,0.641826649,0,0,0,0,0,0,2.458336245,0,0.561417803,0.189357744,2.584625108,2.549472256,0,0.012622596,0.130644208,2.814374598,3.947307958,4.803436173,0,0,0,0,0,0,2.171274127,0,1.065227685,0.253836927,3.086805389,2.288109308,0,0.019737399,0.160355089,2.994425452,3.588384066,9.221317864,0,0,1.826790138,0,0,3.696391241,0.427005797
