FID,Rail19,Rail16,Rail13,Road19,Road16,Road13,River19,River16,River13,Aviat30,RailF30,RailP30,ShipCom30,ShipPass30,ShipSmal30,RdCarD30,RdCarE30,RdCarP30,RdHGVA30,RdHGVR30,RdLGVD30,RdLGVE30,RdLGVP30,RdMoto30,RdCoach30,RdPHVD30,RdPHVE30,RdPHVP30,RdTaxi30,RdLTBus30,Aviat25,RailF25,RailP25,ShipCom25,ShipPass25,ShipSmal25,RdCarD25,RdCarE25,RdCarP25,RdHGVA25,RdHGVR25,RdLGVD25,RdLGVE25,RdLGVP25,RdMoto25,RdCoach25,RdPHVD25,RdPHVE25,RdPHVP25,RdTaxi25,RdLTBus25,Aviat19,RailF19,RailP19,ShipCom19,ShipPass19,ShipSmal19,RdCarD19,RdCarE19,RdCarP19,RdHGVA19,RdHGVR19,RdLGVD19,RdLGVE19,RdLGVP19,RdMoto19,RdCoach19,RdPHVD19,RdPHVE19,RdPHVP19,RdTaxi19,RdLTBus19,Aviat16,RailF16,RailP16,ShipCom16,ShipPass16,ShipSmal16,RdCarD16,RdCarE16,RdCarP16,RdHGVA16,RdHGVR16,RdLGVD16,RdLGVE16,RdLGVP16,RdMoto16,RdCoach16,RdTaxi16,RdLTBus16,Aviat13,RailF13,RailP13,ShipCom13,ShipPass13,ShipSmal13,RdCarD13,RdCarE13,RdCarP13,RdHGVA13,RdHGVR13,RdLGVD13,RdLGVE13,RdLGVP13,RdMoto13,RdCoach13,RdTaxi13,RdLTBus13,Rail30,River30,Road30,Rail25,River25,Road25,Shape_Area
0,1.97495012,3.091765025,1.51008104,16.52195941,42.27775963,49.26895659,0.06004,0.06004,0.06004,0,0.03860277,2.056726251,0,0,0.06004,0.372553964,0,0.320728732,0.046036633,0.267573897,0.622119709,0,0.003015215,0.04974781,0.716511658,0.062829241,0,0.025630367,0.482179755,0.080125299,0,0.038296399,1.936653721,0,0,0.06004,1.152290799,0,0.523129104,0.055435632,0.302310641,1.233692253,0,0.002502568,0.062289364,0.902299694,0.257012221,0,0.057478184,1.240418171,0.192537955,0,0.038296399,1.936653721,0,0,0.06004,3.845174997,0,0.806665809,0.212334801,0.973941083,2.852056764,0,0.004154007,0.093623213,3.167414574,0.905400815,0,0.107681219,3.070859486,0.482652645,0,0.01326815,3.078496875,0,0,0.06004,7.048764523,0,2.120776913,0.830236068,3.137854172,5.05311572,0,0.029541789,0.145328016,16.21765453,2.173535904,5.520951989,0,0.00534704,1.504734,0,0,0.06004,7.087833227,0,3.419871213,1.179223504,4.035129475,4.642949827,0,0.044358955,0.186540278,18.52075284,2.072509322,8.079787953,2.095329022,0.06004,3.049052278,1.97495012,0.06004,5.981396586,0.999784083
1,0,0,0,0.000304406,0.000379649,0.000429794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56E-05,0,2.54E-05,0,0,6.97E-05,0,1.32E-07,0,0,1.06E-05,0,1.25E-06,0.000121704,0,0,0,0,0,0,0,0.000105017,0,6.57E-05,0,0,0.00010561,0,6.30E-07,0,0,0.000102711,0,0,0,0,0,0,0,0.000106622,0,0.000124869,0,0,9.94E-05,0,1.27E-06,0,0,9.76E-05,0,0,0,0,0,0,0,0.000889013
2,0,0,0,11.45486917,23.97499582,28.03641465,0,0,0,0,0,0,0,0,0,0.2216481,0,0.187911355,0.015481174,0.099606122,0.386339577,0,0.001769793,0.034516745,0.29353572,0.051033934,0,0.02035573,0.640422833,0.030211054,0,0,0,0,0,0,0.697614909,0,0.315055013,0.0195056,0.121075732,0.80302342,0,0.001580763,0.043916943,0.357020052,0.2120748,0,0.046378818,1.64627709,0.07259598,0,0,0,0,0,0,2.260410776,0,0.475971259,0.090801236,0.397785128,1.902850417,0,0.002689956,0.064188832,1.129335579,0.72268901,0,0.083925718,4.026252372,0.297968882,0,0,0,0,0,0,3.908079822,0,1.185141478,0.437363381,2.206635,3.135258317,0,0.018748144,0.103428128,6.528081352,3.816667714,2.635592482,0,0,0,0,0,0,3.918366258,0,1.908551472,0.625375747,2.879475046,2.909519475,0,0.027859865,0.133070071,7.520924766,3.570640093,4.542631858,0,0,1.982832136,0,0,4.336119119,0.998903236
3,0,0,0,0.011215536,0.00938915,0.010777504,0.822777123,0.80854,0.68547,0,0,0,0.195955892,0.525544407,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244010199,0.557247443,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320939953,0.49946717,0.00237,0.003004589,0,0.00100825,0,0,0.004765021,0,9.05E-06,0,0,0.000486195,0,5.71E-05,0.001885335,0,0,0,0,0.26593,0.54024,0.00237,0.002755559,0,0.001723426,0,0,0.003980755,0,2.37E-05,0,0,0.000905672,0,0,0,0,0.23579,0.44731,0.00237,0.002793885,0,0.003272042,0,0,0.003827375,0,4.89E-05,0,0,0.000835289,0,0,0.723870299,0,0,0.803627642,0,0.008787336
4,0.001616013,0.001019542,0.005227866,17.6372232,39.96783503,46.29582173,4.100202113,3.9403,3.35052,2.025857905,0.001628941,0,0.902619683,2.649301388,0.00762,0.373239482,0,0.314061805,0.228533512,1.210784391,1.346604637,0,0.006268069,0.053006228,0.427453526,0.046374631,0,0.018370145,0.341301027,0.034260523,2.025829445,0.001616013,0,1.118690609,2.809118327,0.00762,1.161219339,0,0.51830687,0.275250748,1.370322111,2.614673802,0,0.005172222,0.06582205,0.546692721,0.181346672,0,0.039363108,0.872378724,0.082326696,1.963106702,0.001616013,0,1.574721735,2.517860378,0.00762,3.275372754,0,0.691276405,0.856285937,3.321146758,4.700404579,0,0.006701581,0.084281487,1.774337068,0.549400988,0,0.06531941,1.914903248,0.397792987,9.975589947,0.001019542,0,1.20928,2.7234,0.00762,7.054803673,0,2.08869165,2.607236401,9.937460114,7.843964946,0,0.044125527,0.217438145,8.002792848,1.21910222,0.952219509,10.01610177,0.005227866,0,1.08801,2.25489,0.00762,6.679078412,0,3.16206258,3.676989837,12.72725114,6.90651379,0,0.06197648,0.264613844,8.96587227,1.157009635,2.69445375,0.001628941,3.559541071,4.400257974,0.001616013,3.935428936,7.732875064,0.990988148
5,0,0,0,5.086571353,7.425274171,9.955168432,0,0,0,0,0,0,0,0,0,0.112236334,0,0.095122556,0.031540414,0.159010994,0.257909957,0,0.001205135,0.01656897,0.135360467,0.021352487,0,0.008491501,0.170987379,0.033907925,0,0,0,0,0,0,0.351549735,0,0.158182855,0.036549389,0.173867477,0.51635144,0,0.001027378,0.020817075,0.168139386,0.085494286,0,0.018614754,0.440325572,0.081479416,0,0,0,0,0,0,1.052889598,0,0.220261723,0.128771816,0.462986782,1.090911594,0,0.001557693,0.028049534,0.577484009,0.256280241,0,0.029779686,1.03300594,0.204592737,0,0,0,0,0,0,1.146009078,0,0.345242473,0.089900918,0.829296748,1.213234361,0,0.006585392,0.05219223,0.732127098,0.713301178,2.297384696,0,0,0,0,0,0,1.12586374,0,0.547858341,0.129553078,1.08208934,1.1422016,0,0.010133763,0.064164632,0.855068859,0.688510893,4.309724187,0,0,1.043694119,0,0,2.052398762,0.208413871
6,0.179948345,0.172398688,0.131524594,17.00868615,42.68127768,51.22325266,0,0,0,0,0.115418684,0.069503316,0,0,0,0.304396979,0,0.256908116,0.045513642,0.283518894,0.836664493,0,0.003753409,0.049235803,0.750245775,0.073042992,0,0.028724161,0.683490242,0.058103037,0,0.114502662,0.065445683,0,0,0,0.933107548,0,0.418015269,0.05367863,0.321514737,1.688676195,0,0.003251947,0.062220644,0.908114864,0.299694399,0,0.064545641,1.843215882,0.139619322,0,0.114502662,0.065445683,0,0,0,3.151527958,0,0.656921088,0.150090841,0.77147443,4.11050521,0,0.00572879,0.091450894,2.340146937,0.986066977,0,0.113622192,4.267815057,0.363335777,0,0.116102023,0.056296665,0,0,0,4.754097057,0,1.490630744,1.154362325,3.91824383,3.826542405,0,0.020564925,0.089644147,20.80419173,3.249855566,3.373144958,0,0.131499094,0.0000255,0,0,0,4.778428248,0,2.452129322,1.628208221,4.990184874,3.564421813,0,0.031704035,0.113330917,23.55868347,3.071763644,7.034398124,0.184921999,0,3.373597543,0.179948346,0,6.735655078,0.791385907
7,0,0,0,11.26528775,22.66414373,27.17881607,0,0,0,0,0,0,0,0,0,0.275276643,0,0.236182748,0.036113442,0.202679376,0.475703753,0,0.002281185,0.036347734,0.382354699,0.032118866,0,0.013004421,0.371366728,0.092523042,0,0,0,0,0,0,0.841967365,0,0.381657795,0.043962227,0.233266189,0.970738495,0,0.001959008,0.045538748,0.482195007,0.132292747,0,0.02935652,0.96707309,0.222329246,0,0,0,0,0,0,2.54696671,0,0.533156804,0.158229946,0.670181919,2.111756708,0,0.003021476,0.061901162,1.659950579,0.413069155,0,0.048779169,2.065064387,0.993209733,0,0,0,0,0,0,3.496951798,0,1.040288841,0.448262925,2.442634045,3.517248902,0,0.018876447,0.095618143,4.442860918,2.114118715,5.047282996,0,0,0,0,0,0,3.436524041,0,1.648209251,0.640625092,3.166783314,3.305897523,0,0.028927934,0.117525124,5.151968644,2.036352897,7.646002255,0,0,2.155952636,0,0,4.352336436,0.723896993
8,0,0,0,4.438731232,9.216085357,10.80218808,0,0,0,0,0,0,0,0,0,0.110251581,0,0.096956138,0.007536743,0.059810023,0.211752452,0,0.001020976,0.01423005,0.071523596,0.01515978,0,0.006324958,0.22582932,0.009692589,0,0,0,0,0,0,0.339963235,0,0.158499805,0.009754827,0.073846465,0.443833101,0,0.000901717,0.018201748,0.094150063,0.064532429,0,0.014733175,0.606027931,0.023290911,0,0,0,0,0,0,1.005931046,0,0.22220774,0.035265826,0.211277477,0.958415762,0,0.00144074,0.024309918,0.323562247,0.19481052,0,0.023754067,1.328769845,0.108986044,0,0,0,0,0,0,1.58670819,0,0.497480623,0.268967446,1.121255373,1.267343742,0,0.007272438,0.039348698,2.032891374,1.044833871,1.349983602,0,0,0,0,0,0,1.592040718,0,0.813141092,0.386081329,1.466917228,1.184673933,0,0.010879637,0.050260333,2.350746614,0.982227856,1.965219345,0,0,0.830088206,0,0,1.847735408,0.275895282
9,0,0,0,0.000142986,0.000179674,0.000185373,0.00006,0.00006,0.00006,0,0,0,0,0,0.00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,1.67E-05,0,5.62E-06,0,0,7.59E-05,0,1.44E-07,0,0,6.37E-06,0,7.48E-07,3.75E-05,0,0,0,0,0,0,0.00006,3.75E-05,0,2.34E-05,0,0,9.37E-05,0,5.59E-07,0,0,2.45E-05,0,0,0,0,0,0,0.00006,3.69E-05,0,4.32E-05,0,0,8.39E-05,0,1.07E-06,0,0,2.03E-05,0,0,0.00006,0,0,0.00006,0,0.000162916
10,0,0,0,3.259000387,5.460049936,6.078793511,0.00021,0.00021,0.00021,0,0,0,0,0,0.00021,0.10049587,0,0.086078289,0.011520312,0.1429272,0.165114082,0,0.000812038,0.010449158,0.030099467,0.009881449,0,0.003997056,0.05358348,0.000680393,0,0,0,0,0,0.00021,0.310803092,0,0.140792143,0.013598257,0.161704243,0.328739676,0,0.00067661,0.013090435,0.038800332,0.040469093,0,0.008971389,0.137801668,0.001634957,0,0,0,0,0,0.00021,1.0266563,0,0.213196473,0.05830372,0.521779844,0.772468935,0,0.001104277,0.019433347,0.150496308,0.142212216,0,0.016647335,0.332684264,0.004017368,0,0,0,0,0,0.00021,1.578593708,0,0.465169535,0.289195668,0.774316564,1.024008677,0,0.006047045,0.015347461,1.021504748,0.173406179,0.112460349,0,0,0,0,0,0.00021,1.556286582,0,0.733067167,0.403998853,0.985306778,0.935762707,0,0.008854589,0.019551549,1.16109835,0.157573014,0.117293924,0,0.00021,0.615638793,0,0.00021,1.197081894,0.395183208
11,0,0,0,7.136913273,11.65831073,12.97562823,0.08247,0.08247,0.08247,0,0,0,0,0,0.08247,0.21018293,0,0.18348823,0.041630376,0.241182007,0.39605795,0,0.002027835,0.024488724,0.137942872,0.014686113,0,0.006168054,0.129760859,0.005567442,0,0,0,0,0,0.08247,0.643105761,0,0.294838413,0.048045971,0.266638281,0.777257052,0,0.00163567,0.030129089,0.174610208,0.058279776,0,0.013431066,0.318621417,0.013378346,0,0,0,0,0,0.08247,2.057134872,0,0.431616536,0.206165522,0.8903826,1.768137308,0,0.002572989,0.043870041,0.680422706,0.192374244,0,0.023429037,0.807934532,0.032872885,0,0,0,0,0,0.08247,3.012100236,0,0.933756959,0.340843234,1.398012981,2.619415306,0,0.016647157,0.054274415,1.87634243,0.593664612,0.813253402,0,0,0,0,0,0.08247,3.01984137,0,1.504107861,0.498425443,1.861610842,2.412149592,0,0.024397216,0.070077526,2.183307911,0.553503227,0.848207246,0,0.08247,1.393183393,0,0.08247,2.63997105,0.6046111
12,6.450933131,6.442856529,6.025949075,19.6057266,34.41102959,42.65517339,0.06936,0.06936,0.06936,0,0.060460657,0,0,0,0.06936,0.404983676,0,0.340970926,0.14508822,0.821195326,1.340124471,0,0.0060909,0.05778374,0.62256455,0.061262015,0,0.024275846,0.368868451,0.110260287,0,0.05998081,0,0,0,0.06936,1.252540408,0,0.558332441,0.180622139,0.962195289,2.295922619,0,0.004482473,0.070854372,0.765999661,0.25559702,0,0.055510409,0.981459746,0.264951151,0,0.05998081,6.390952321,0,0,0.06936,4.025166096,0,0.825991663,0.668641785,2.584191863,4.385919806,0,0.006195242,0.098926223,2.596496497,0.846032905,0,0.097403431,2.2979071,1.172853992,0,0.096233133,6.346623396,0,0,0.06936,6.910156982,0,2.0016507,1.08443796,6.202532967,6.328150882,0,0.034753808,0.218522413,2.778292565,1.557870733,7.294660582,0,0.087466075,5.938483,0,0,0.06936,6.888389363,0,3.188487215,1.468547791,7.740064477,5.752830459,0,0.051492665,0.277781531,3.192677306,1.461816093,12.63308649,0.060460657,0.06936,4.303468406,0.05998081,0.06936,7.648467729,0.999804003
13,0,0,0,8.769556004,14.88814879,17.85391539,0,0,0,0,0,0,0,0,0,0.231411291,0,0.197369457,0.015795237,0.114578007,0.335161206,0,0.001582324,0.028538815,0.183911654,0.033472164,0,0.013313549,0.393155027,0.027265516,0,0,0,0,0,0,0.716487893,0,0.324167936,0.019293852,0.132372933,0.677612092,0,0.00135428,0.035828253,0.23375914,0.135676457,0,0.029592171,1.020732082,0.065517967,0,0,0,0,0,0,2.271441563,0,0.478260746,0.074454529,0.404953915,1.544512232,0,0.002208558,0.050711567,0.822574664,0.45261011,0,0.052373801,2.280688784,0.334765535,0,0,0,0,0,0,2.847814099,0,0.893329839,0.205348609,1.233146157,2.350321632,0,0.013804459,0.091303471,3.590440953,2.000503847,1.662135724,0,0,0,0,0,0,2.795468173,0,1.422078396,0.298411584,1.630456648,2.193996627,0,0.020665425,0.114517122,4.184675446,1.923640074,3.270005898,0,0,1.575554249,0,0,3.392395054,0.448083755
14,0,0,0,11.07978296,16.23655868,19.41068467,0,0,0,0,0,0,0,0,0,0.218277125,0,0.183340329,0.02089254,0.116750301,0.293802349,0,0.001355289,0.035844279,0.239797406,0.05033091,0,0.019795011,0.710185104,0.032201607,0,0,0,0,0,0,0.666937908,0,0.296920322,0.02566358,0.135205632,0.589016454,0,0.00115935,0.045069383,0.302794943,0.20801846,0,0.044822119,1.864672982,0.0773792,0,0,0,0,0,0,2.233273046,0,0.458142319,0.103028198,0.415619612,1.534712263,0,0.002147137,0.066277311,1.039832103,0.702874876,0,0.080912319,4.251111255,0.191852524,0,0,0,0,0,0,3.18301175,0,0.958415528,0.36533874,1.401796574,1.95446625,0,0.011425178,0.102234384,2.680442957,2.550958518,3.028468802,0,0,0,0,0,0,3.19139026,0,1.543676949,0.51784365,1.821861994,1.817704533,0,0.01710544,0.131270047,3.105653185,2.391640238,4.872538376,0,0,1.922572251,0,0,4.257660334,0.551718509
15,0,0,0,0.537092554,0.664798802,0.759410372,0,0,0,0,0,0,0,0,0,0.010351788,0,0.008979622,0.000924499,0.01880373,0.030814673,0,0.000147203,0.001752631,0.001553669,0.001991204,0,0.000810638,0.029546341,0,0,0,0,0,0,0,0.033704648,0,0.015581302,0.001132667,0.021803191,0.066368583,0,0.00013481,0.002301131,0.001957278,0.007997269,0,0.001781488,0.081034987,0,0,0,0,0,0,0,0.106897344,0,0.023313291,0.004765468,0.065081,0.135430525,0,0.000200794,0.003109194,0.009984885,0.020831654,0,0.002486446,0.164991953,0,0,0,0,0,0,0,0.166804282,0,0.053302891,0.047414144,0.134537567,0.121421542,0,0.000640335,0.002549909,0.071468287,0.066659845,0,0,0,0,0,0,0,0.164304382,0,0.087068929,0.067165446,0.174198998,0.114690691,0,0.001062613,0.003113585,0.083122567,0.06468316,0,0,0,0.105675997,0,0,0.233797354,0.033313319
16,0.182811818,0.171469247,0.127566116,9.201491429,16.62288125,19.83419358,0.033740289,0.03297,0.03115,0,0.111499648,0.076673306,0.010519829,0,0.01876,0.240346745,0,0.200869824,0.059508959,0.314093711,0.5750988,0,0.002649287,0.032523181,0.364126166,0.03055017,0,0.011953204,0.166305148,0.033096551,0,0.110614731,0.072197087,0.013141144,0,0.01876,0.728124074,0,0.322337135,0.064743181,0.313783865,1.082089442,0,0.002121718,0.039596687,0.444452814,0.118803861,0,0.025463349,0.451431887,0.079529717,0,0.110614731,0.072197087,0.014980289,0,0.01876,2.188148377,0,0.447720248,0.238224973,0.853972032,2.345841561,0,0.003241099,0.052819721,1.516004355,0.321411824,0,0.036895798,0.978998425,0.218213014,0,0.111007558,0.060461689,0.01421,0,0.01876,2.543832071,0,0.767641308,0.480898079,2.033229589,2.734464866,0,0.016341684,0.108390207,5.24152441,0.517404232,2.179154801,0,0.127542416,0.0000237,0.01239,0,0.01876,2.432922289,0,1.169482468,0.68295551,2.598453594,2.47088311,0,0.023365852,0.132262137,5.886234212,0.46835951,3.969274903,0.188172955,0.029279829,2.031121748,0.182811817,0.031901144,3.672477731,0.764161712
17,0.036884214,0.035134997,0.025944765,4.530493645,7.535011834,8.674064839,0.622738002,0.5114,0.43749,0,0.022706327,0.015248297,0.36388357,0.127064819,0.00746,0.0903273,0,0.073900935,0.054242763,0.256863343,0.266862452,0,0.00120399,0.01441822,0.139074824,0.01681251,0,0.006472481,0.08735359,0.003660764,0,0.022526118,0.014358096,0.430758616,0.1347299,0.00746,0.277241069,0,0.119678114,0.067094656,0.300304084,0.537394176,0,0.001038648,0.018137526,0.180945781,0.068446035,0,0.014428191,0.229405391,0.008796672,0,0.022526118,0.014358096,0.494516115,0.120761887,0.00746,0.836365324,0,0.164013469,0.219108157,0.743371056,1.208166855,0,0.001642005,0.024981548,0.582728322,0.220170772,0,0.025208398,0.47993055,0.024807189,0,0.02278315,0.012351847,0.37332,0.13062,0.00746,1.065037304,0,0.304507238,0.242870466,1.049795852,1.691729526,0,0.009348979,0.077574067,1.840845716,0.785950763,0.467351923,0,0.025939175,0.00000559,0.32188,0.10815,0.00746,1.073047456,0,0.486518097,0.350770727,1.364745903,1.567507276,0,0.013749577,0.098857767,2.136674352,0.770936585,0.811257098,0.037954625,0.498408388,1.011193171,0.036884214,0.572948515,1.822910343,0.086631987
18,0,0,0,5.344486401,7.406571622,8.354634655,0.089233823,0.08489,0.09948,0,0,0,0.050123623,0.010640834,0.01371,0.132400991,0,0.109818091,0.052529533,0.251523652,0.307269547,0,0.001417,0.018832038,0.168164284,0.021975176,0,0.008622955,0.081868204,0.005244828,0,0,0,0.061184182,0.011282733,0.01371,0.410611476,0,0.179649014,0.061952578,0.279956613,0.620955823,0,0.001212801,0.023762802,0.210299584,0.090275532,0,0.01941006,0.218446682,0.012603117,0,0,0,0.065409483,0.01011434,0.01371,1.236425189,0,0.244562736,0.223511614,0.758275627,1.333759817,0,0.001831667,0.032500774,0.681045296,0.293981863,0,0.033958142,0.457452057,0.047181619,0,0,0,0.06024,0.01094,0.01371,1.029718399,0,0.313506218,0.109642739,1.050206092,1.717686095,0,0.011236698,0.086627119,1.835645265,0.818625894,0.433677102,0,0,0,0.07671,0.00906,0.01371,1.011900503,0,0.490572331,0.161750834,1.398327014,1.557172314,0,0.015977064,0.109946409,2.12131928,0.784853131,0.702815774,0,0.074474456,1.159666299,0,0.086176915,2.129136081,0.148990927
19,0.045204878,0.047382022,0.063984152,1.882928052,3.173486829,4.026912109,0.000115963,0.00011,0.00008,0,0.003836075,0.043966001,0.000123347,0,0,0.036294917,0,0.031205724,0.01782187,0.08111631,0.142134281,0,0.000700257,0.005872753,0.065568645,0.005040123,0,0.002084682,0.022448565,0.017241389,0,0.00380563,0.041399248,0.000142252,0,0,0.11021075,0,0.049785879,0.020998046,0.090691429,0.259790173,0,0.000532512,0.007075393,0.077606261,0.019501568,0,0.004434944,0.058131668,0.041430382,0,0.00380563,0.041399248,0.000115963,0,0,0.310425238,0,0.064617834,0.082921268,0.284745667,0.543088833,0,0.000772318,0.009819845,0.275564949,0.070385381,0,0.008593553,0.128699253,0.103293913,0,0.00243394,0.044948082,0.00011,0,0,0.517111815,0,0.153772812,0.080819492,0.578268382,0.68045635,0,0.004082795,0.030487972,0.448726013,0.119117806,0.560643391,0,0.004709352,0.0592748,0.00008,0,0,0.495036516,0,0.233890635,0.113082967,0.726086926,0.61208479,0,0.00586065,0.037224079,0.502428071,0.10706244,1.194155036,0.047802076,0.000123347,0.427529514,0.045204878,0.000142252,0.740189005,0.054306277
20,0.174664234,0.183076362,0.247224263,21.63599955,34.90289415,43.47466295,0.0004,0.0004,0.0004,0,0.014821964,0.169877418,0,0,0.0004,0.483925354,0,0.415606218,0.138476047,0.717224177,1.279751264,0,0.006162205,0.059574421,0.413064536,0.033286966,0,0.013501669,0.211034527,0.127651757,0,0.01470433,0.159959904,0,0,0.0004,1.487026754,0,0.672457555,0.166483626,0.817819841,2.473403737,0,0.004986294,0.073876414,0.514351344,0.13768213,0,0.030592032,0.551102566,0.306742173,0,0.01470433,0.159959904,0,0,0.0004,4.678857894,0,0.97631374,0.742711265,2.725209387,6.334075161,0,0.00896991,0.119088241,2.585785536,0.714592146,0,0.085743739,1.899502753,0.765149777,0,0.009404344,0.173672018,0,0,0.0004,7.068670089,0,2.131632616,1.199714473,6.181879851,7.828905321,0,0.045587185,0.272372366,4.164289258,1.449098319,4.560744673,0,0.018196163,0.2290281,0,0,0.0004,6.937158293,0,3.360523779,1.680621132,7.931264368,7.021170068,0,0.065513052,0.343335956,4.76425548,1.275616128,10.09520469,0.184699382,0.0004,3.899259142,0.174664234,0.0004,7.236524465,0.945470326
21,0,0,0,1.591146587,2.083200333,2.293693198,0.01964,0.01964,0.01964,0,0,0,0,0,0.01964,0.040690808,0,0.034095646,0.015046931,0.072577107,0.085175922,0,0.000399576,0.005010516,0.044956921,0.002956898,0,0.001164196,0.022166701,0.000801307,0,0,0,0,0,0.01964,0.124196207,0,0.055125101,0.017468404,0.079546672,0.172087536,0,0.000341653,0.006194858,0.057628819,0.011501638,0,0.002481335,0.055162612,0.00192551,0,0,0,0,0,0.01964,0.406323604,0,0.083081167,0.069219408,0.236425776,0.378693022,0,0.00052794,0.009162897,0.218312713,0.045284625,0,0.005238321,0.134145807,0.004731307,0,0,0,0,0,0.01964,0.485174373,0,0.14496712,0.031648441,0.212972911,0.457616683,0,0.002683756,0.011857322,0.469678029,0.144902734,0.121698964,0,0,0,0,0,0.01964,0.486529904,0,0.231500233,0.045509962,0.277100973,0.426464893,0,0.003954825,0.015231517,0.544827532,0.135670564,0.126902794,0,0.01964,0.32504253,0,0.01964,0.583660343,0.213415674
22,2.290327091,2.278316763,1.356406405,16.36803482,22.97353694,26.11135028,0.04072,0.04072,0.04072,0,0.036575311,0,0,0,0.04072,0.406204742,0,0.33401022,0.138134024,0.73342385,0.785426289,0,0.003471061,0.050156622,0.38202459,0.050558495,0,0.019488368,0.290127665,0.039083841,0,0.036285031,0,0,0,0.04072,1.242078046,0,0.542760875,0.161532621,0.80248187,1.537805432,0,0.002945717,0.062077795,0.474482011,0.202976679,0,0.042826585,0.742720736,0.09391694,0,0.036285031,2.25404206,0,0,0.04072,4.049222517,0,0.812822752,0.601246751,2.266332264,3.615720641,0,0.004933409,0.092733475,1.893433318,0.744288956,0,0.083690874,1.813509479,0.390100382,0,0.030004659,2.248312104,0,0,0.04072,5.077195295,0,1.54819825,0.591344541,3.680343319,4.306523311,0,0.024196809,0.124882981,2.523097276,1.104346722,3.993408431,0,0.031199405,1.325207,0,0,0.04072,5.025208866,0,2.487805338,0.804201057,4.52317023,3.898457761,0,0.036169225,0.157012237,2.793654001,1.004004456,5.381667105,0.036575311,0.04072,3.232109766,0.036285031,0.04072,5.908605305,0.786387753
23,3.185918701,3.153772824,2.250577518,4.350407603,9.38535756,11.53264329,0.03248,0.03248,0.03248,0,0.028046565,0.541028434,0,0,0.03248,0.084852776,0,0.070994968,0.027371891,0.13680534,0.435659516,0,0.00201519,0.015573889,0.06377423,0.016183774,0,0.006435063,0.143351239,0.01774762,0,0.027823973,0.50944297,0,0,0.03248,0.268354316,0,0.118988959,0.031668989,0.151413839,0.658570473,0,0.001306079,0.018528315,0.081790958,0.070973774,0,0.015511322,0.371378363,0.042646836,0,0.027823973,3.158094728,0,0,0.03248,0.796740939,0,0.161586332,0.115330701,0.405003384,1.121196826,0,0.00158117,0.024459466,0.304884126,0.204471324,0,0.023737369,1.05303447,0.138381498,0,0.013455926,3.140316898,0,0,0.03248,1.855475641,0,0.503982854,0.811802172,1.984237795,1.42695761,0,0.007831091,0.042874494,0.936340653,0.756631656,1.059223593,0,0.014429518,2.236148,0,0,0.03248,1.838843306,0,0.787824264,1.128000772,2.50536781,1.305074992,0,0.011466975,0.054237827,1.047157051,0.691950428,2.162719863,0.569074999,0.03248,1.020765497,0.537266943,0.03248,1.831132222,0.306332381
24,0.659226609,9.567697107,9.302993125,39.64222926,76.89428193,90.81390651,0.11714,0.11714,0.11714,0,0.012461614,0.09555844,0,0,0.11714,0.795485711,0,0.717595419,0.113290822,0.65277197,2.220935043,0,0.012233127,0.13724363,1.309575702,0.095222334,0,0.042135158,1.857923684,0.125720642,0,0.012362712,0.089979699,0,0,0.11714,2.428034004,0,1.127422004,0.133659826,0.735756489,4.284602667,0,0.009246631,0.170198077,1.624213523,0.3829929,0,0.093475003,4.916057939,0.302101779,0,0.012362712,0.646863897,0,0,0.11714,7.479563815,0,1.617669212,0.498077786,2.092962678,9.071542191,0,0.013289009,0.244682109,5.34999278,1.289011295,0,0.169735578,10.75796408,1.057738728,0,0.008115159,9.559581948,0,0,0.11714,10.71921703,0,3.230874762,2.170168536,8.334525029,10.58448208,0,0.063346878,0.290312061,21.47461086,7.316460045,12.71028464,0,0.021952125,9.281041,0,0,0.11714,10.77811226,0,5.221396051,3.116926906,10.91563666,9.709319123,0,0.093654523,0.372228837,24.84255338,6.931407932,18.83267084,0.108020054,0.11714,8.080133241,0.102342411,0.11714,16.20776084,0.999802288
